agent_id,sim_id,commit,random_seed,data_version,starting_encampment,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals,scenario,walking_speed_mps,age_years,age_band,sex,mobility_limited,mobility_category,asthma_flag,copd_flag,any_respiratory,vulnerable_flag
Site 0,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-201488,,no,4740,2020-09-10T07:00,,,,22282.12,13625.83,173.09,562.70,54002.8192,645.3667,54002.8192,194.0000,25,0,0,1.000,1.000,REFUSED_ALL_FULL,22195.19,86.93,1,A_current_placement,1.4744,25,25-54,MALE,0,unimpaired,0,0,0,0
Site 1,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-123824,,no,4740,2020-09-10T07:00,,,,14030.79,5426.52,173.09,562.70,54002.8192,817.7208,54002.8192,194.0000,38,0,0,1.000,1.000,REFUSED_ALL_FULL,13995.88,34.91,1,A_current_placement,0.9430,38,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 2,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-178775,,no,4740,2020-09-10T07:00,,,,25606.84,16888.36,173.09,562.70,54002.8192,893.5850,54002.8192,194.0000,19,0,0,1.000,1.000,REFUSED_ALL_FULL,25457.72,149.11,1,A_current_placement,1.1853,19,18-24,FEMALE,0,unimpaired,0,0,0,0
Site 3,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,26-140279,,no,4740,2020-09-10T07:00,,,,20087.65,11479.49,173.09,562.70,54002.8192,554.3208,54002.8192,194.0000,33,0,1,1.000,1.000,REFUSED_ALL_FULL,20048.85,38.80,1,A_current_placement,1.6032,33,25-54,MALE,0,unimpaired,0,1,1,1
Site 4,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,26-109677,,no,4740,2020-09-10T07:00,,,,14146.77,5552.37,173.09,562.70,54002.8192,545.6292,54002.8192,194.0000,54,0,0,1.000,1.000,REFUSED_ALL_FULL,14121.73,25.04,1,A_current_placement,1.4232,54,25-54,MALE,0,unimpaired,0,0,0,0
Site 5,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-123734,OCC,yes,4740,2020-09-10T07:00,4745,2020-09-10T07:05,5.0,502.86,473.79,17.19,112.10,1359.0833,4.9792,1359.0833,6.1000,42,0,0,1.000,1.000,SHELTERED,473.79,29.07,0,A_current_placement,1.5416,42,25-54,MALE,0,unimpaired,0,0,0,0
Site 6,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,26-130103,,no,4740,2020-09-10T07:00,,,,20072.32,11453.97,173.09,562.70,54002.8192,597.0608,54002.8192,194.0000,38,0,0,1.000,1.000,REFUSED_ALL_FULL,20023.33,48.99,1,A_current_placement,1.4933,38,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 7,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-156567,,no,4740,2020-09-10T07:00,,,,12839.80,4223.37,173.09,562.70,54002.8192,613.0783,54002.8192,194.0000,36,0,1,1.000,1.000,REFUSED_ALL_FULL,12792.73,47.07,1,A_current_placement,1.2247,36,25-54,MALE,0,unimpaired,0,1,1,1
Site 8,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-167986,CJ,yes,4740,2020-09-10T07:00,5844,2020-09-11T01:24,1104.0,10962.51,2358.35,53.68,299.55,5228.7292,423.0967,5228.7292,24.4167,59,0,0,1.000,1.000,SHELTERED,10927.72,34.79,0,A_current_placement,1.6889,59,55-69,MALE,0,unimpaired,0,0,0,1
Site 9,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-102237,,no,4740,2020-09-10T07:00,,,,19704.98,11093.48,173.09,562.70,54002.8192,1460.3933,54002.8192,194.0000,43,0,0,1.000,1.000,REFUSED_ALL_FULL,19662.84,42.14,1,A_current_placement,0.6324,43,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 10,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,26-119305,,no,4740,2020-09-10T07:00,,,,18602.70,10032.10,173.09,562.70,54002.8192,681.8200,54002.8192,194.0000,30,0,0,1.000,1.000,REFUSED_ALL_FULL,18601.46,1.25,1,A_current_placement,1.2691,30,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 11,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,26-119547,,no,4740,2020-09-10T07:00,,,,12698.59,4127.96,173.09,562.70,54002.8192,661.8117,54002.8192,194.0000,66,0,0,1.000,1.000,REFUSED_ALL_FULL,12697.32,1.26,1,A_current_placement,1.1306,66,55-69,MALE,0,unimpaired,0,0,0,1
Site 12,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,26-140556,,no,4740,2020-09-10T07:00,,,,12667.52,4070.81,173.09,562.70,54002.8192,657.1725,54002.8192,194.0000,19,0,0,1.000,1.000,REFUSED_ALL_FULL,12640.17,27.35,1,A_current_placement,1.1356,19,18-24,MALE,0,unimpaired,0,0,0,0
Site 13,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-212049,,no,4740,2020-09-10T07:00,,,,16699.12,8125.85,173.09,562.70,54002.8192,509.1842,54002.8192,194.0000,29,0,0,1.000,1.000,REFUSED_ALL_FULL,16695.21,3.91,1,A_current_placement,1.6210,29,25-54,MALE,0,unimpaired,0,0,0,0
Site 14,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-123751,,no,4740,2020-09-10T07:00,,,,21760.66,13127.54,173.09,562.70,54002.8192,755.9658,54002.8192,194.0000,49,0,0,1.000,1.000,REFUSED_ALL_FULL,21696.90,63.76,1,A_current_placement,1.2574,49,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 15,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,26-130081,,no,4740,2020-09-10T07:00,,,,19155.49,10542.16,173.09,562.70,54002.8192,686.8092,54002.8192,194.0000,26,0,0,1.000,1.000,REFUSED_ALL_FULL,19111.52,43.96,1,A_current_placement,1.2797,26,25-54,MALE,0,unimpaired,0,0,0,0
Site 16,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-212199,,no,4740,2020-09-10T07:00,,,,20503.16,11881.54,173.09,562.70,54002.8192,619.3825,54002.8192,194.0000,41,0,0,1.000,1.000,REFUSED_ALL_FULL,20450.90,52.25,1,A_current_placement,1.4578,41,25-54,MALE,0,unimpaired,0,0,0,0
Site 17,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-167646,,no,4740,2020-09-10T07:00,,,,20513.27,11911.69,173.09,562.70,54002.8192,819.8133,54002.8192,194.0000,25,1,0,1.000,1.000,REFUSED_ALL_FULL,20481.05,32.22,1,A_current_placement,1.1264,25,25-54,MALE,0,unimpaired,1,0,1,1
Site 18,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-222180,,no,4740,2020-09-10T07:00,,,,14388.72,5818.08,173.09,562.70,54002.8192,646.8817,54002.8192,194.0000,39,0,0,1.000,1.000,REFUSED_ALL_FULL,14387.44,1.28,1,A_current_placement,1.2100,39,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 19,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,26-109598,OCC,yes,4740,2020-09-10T07:00,4748,2020-09-10T07:08,8.0,792.71,785.79,17.21,112.10,1362.0708,7.9667,1362.0708,6.1500,34,0,0,1.000,1.000,SHELTERED,785.79,6.92,0,A_current_placement,1.5150,34,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 20,sim-20260725-233034-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,0bc943324ae6,25-134269,,no,4740,2020-09-10T07:00,,,,12376.45,3805.80,173.09,562.70,54002.8192,519.2225,54002.8192,194.0000,27,0,0,1.000,1.000,REFUSED_ALL_FULL,12375.16,1.29,1,A_current_placement,1.4409,27,25-54,MALE,0,unimpaired,0,0,0,0
