shelter_id,name,lon,lat,capacity,operating,peak_occupancy,final_occupancy,refused_count,utilization,mean_travel_dist_m_admitted
Bybee_Lakes_Hope_Center,Bybee Lakes Hope Center,-122.677609,45.527327,536,true,536,536,51,1.0000,1839.12
Roseway_Inn_Motel_Shelte,Roseway Inn Motel Shelter,-122.674314,45.514205,459,true,459,459,52,1.0000,2136.12
Willamette_Center,Willamette Center,-122.689707,45.535665,398,true,398,398,28,1.0000,1118.32
Lilac_Meadows,Lilac Meadows,-122.670296,45.523109,389,true,389,389,183,1.0000,1151.05
Laurelwood_Center,Laurelwood Center,-122.571918,45.465833,368,true,368,368,199,1.0000,1730.56
River_District_Navigatio,River District Navigation Center,-122.747506,45.590142,306,true,306,306,28,1.0000,1452.69
Clark_Center,Clark Center,-122.682750,45.584518,276,true,276,276,169,1.0000,5339.19
Gresham_Womens_Shelter,Gresham Women's Shelter,-122.544555,45.489718,276,true,276,276,543,1.0000,1715.41
Doreens_Place,Doreen's Place (Transition Projects),-122.543241,45.555387,276,true,276,276,103,1.0000,2629.57
Arbor_Lodge_Shelter,Arbor Lodge Shelter,-122.675258,45.500394,270,true,270,270,330,1.0000,1931.10
Delta_Park_Motel_Shelter,Delta Park Motel Shelter,-122.574416,45.540881,233,true,233,233,33,1.0000,2718.45
Walnut_Park_Shelter,Walnut Park Shelter,-122.664644,45.557667,220,true,220,220,237,1.0000,4595.65
Banfield_Motel_Shelter,Banfield Motel Shelter,-122.576346,45.541808,220,true,220,220,40,1.0000,2234.15
Dignity_Village,Dignity Village,-122.521026,45.484303,202,true,202,202,683,1.0000,3208.05
Peninsula_Crossing_SRV,Peninsula Crossing Trail Safe Rest Village,-122.673484,45.519995,202,true,202,202,71,1.0000,944.59
Reedway_SRV,Reedway Safe Rest Village,-122.608809,45.553917,202,true,202,202,231,1.0000,11170.29
Sunderland_RV_Safe_Park,Sunderland RV Safe Park,-122.679366,45.498008,187,true,187,187,54,1.0000,4312.38
Jeans_Place,Jean's Place,-122.678460,45.471261,184,true,146,146,0,0.7935,7094.82
Menlo_Park_SRV,Menlo Park Safe Rest Village,-122.563081,45.561364,168,true,168,168,834,1.0000,3867.35
Stark_Street_Motel_Shelt,Stark Street Motel Shelter,-122.679775,45.502990,165,true,165,165,15,1.0000,15935.60
Rockwood_Bridge_Shelter,Rockwood Bridge Shelter,-122.560499,45.563175,159,true,159,159,51,1.0000,14665.05
Harrison_Community_Villa,Harrison Community Village,-122.681903,45.502294,129,true,129,129,111,1.0000,24282.19
BIPOC_SRV,BIPOC Safe Rest Village,-122.578550,45.559880,129,true,129,129,271,1.0000,11330.09
Queer_Affinity_Village,Queer Affinity Safe Rest Village,-122.683123,45.604416,116,true,116,116,129,1.0000,13723.62
Behavioral_Health_Resour,Behavioral Health Resource Center,-122.550574,45.572563,101,true,101,101,136,1.0000,14453.93
Oak_Street_Village,Oak Street Village,-122.681624,45.509202,98,true,98,98,14,1.0000,3435.92
Porch_Light_Youth_Shelte,Porch Light Youth Shelter,-122.581127,45.559140,92,true,92,92,50,1.0000,17293.46
Street_Light_Youth_Shelt,Street Light Youth Shelter,-122.679356,45.492386,92,true,92,92,12,1.0000,35777.24
Thayer_Family_Foundation,Thayer Family Foundation Veterans Motel Shelter,-122.573348,45.561882,64,true,64,64,115,1.0000,13537.44
Kenton_Womens_Village,Kenton Women's Village,-122.554744,45.573950,64,true,64,64,75,1.0000,18328.34
St_Johns_Village,St Johns Village,-122.678756,45.514533,64,true,64,64,77,1.0000,524.18
Arbor_Lodge_Village_Pods,Arbor Lodge Village Pods,-122.587379,45.562669,61,true,61,61,106,1.0000,10857.99
Avalon_Village,Avalon Village,-122.555803,45.574513,34,true,34,34,30,1.0000,13870.53
Beacon_Village,Beacon Village,-122.587383,45.563251,34,true,34,34,7,1.0000,20053.31
Parkrose_Community_Villa,Parkrose Community Village,-122.578039,45.569031,34,true,34,34,176,1.0000,9715.71
St_Andrews_Village,St Andrews Village,-122.591176,45.561328,34,true,34,34,35,1.0000,14616.01
