agent_id,sim_id,commit,random_seed,data_version,starting_encampment,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals,scenario,walking_speed_mps,age_years,age_band,sex,mobility_limited,mobility_category,asthma_flag,copd_flag,any_respiratory,vulnerable_flag,air_volume_breathed_m3,mean_ventilation_m3h,inhaled_dose_ug,health_risk_multiplier,health_risk_score
Site 10,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-134250,OPT1,yes,4740,2020-09-10T07:00,4782,2020-09-10T07:42,42.0,2153.13,2107.90,17.51,112.10,1395.9292,41.8250,1395.9292,6.7167,39,0,0,1.000,1.000,SHELTERED,2107.90,45.24,0,B_placement_optimized,0.8529,39,25-54,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1,49.3240,0.6189,893.7600,1.000,893.7600
Site 11,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-167942,OPT1,yes,4740,2020-09-10T07:00,4758,2020-09-10T07:18,18.0,1474.95,1473.65,17.30,112.10,1372.0292,17.9250,1372.0292,6.3167,40,0,1,1.000,1.000,SHELTERED,1473.65,1.30,0,B_placement_optimized,1.3375,40,25-54,FEMALE,0,unimpaired,0,1,1,1,48.6760,0.6138,855.0420,1.000,855.0420
Site 12,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-109429,OPT2,yes,4740,2020-09-10T07:00,5783,2020-09-11T00:23,1043.0,11692.63,9546.11,51.25,299.55,4939.3383,221.8000,4939.3383,23.4000,49,1,0,1.000,1.000,SHELTERED,11639.93,52.70,0,B_placement_optimized,1.5060,49,25-54,MALE,0,unimpaired,1,0,1,1,60.9822,0.6327,3237.0144,1.000,3237.0144
Site 13,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-156113,OPT1,yes,4740,2020-09-10T07:00,4789,2020-09-10T07:49,49.0,4365.13,4363.88,17.58,112.10,1402.9000,48.7958,1402.9000,6.8333,47,0,0,1.000,1.000,SHELTERED,4363.88,1.25,0,B_placement_optimized,1.4825,47,25-54,FEMALE,0,unimpaired,0,0,0,0,49.5130,0.6203,905.0528,1.000,905.0528
Site 14,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-167616,OPT1,yes,4740,2020-09-10T07:00,4807,2020-09-10T08:07,67.0,6334.58,6333.27,17.75,112.10,1421.7317,67.6275,1421.7317,7.1333,46,0,0,1.000,1.000,SHELTERED,6333.27,1.30,0,B_placement_optimized,1.5710,46,25-54,MALE,0,unimpaired,0,0,0,0,49.9990,0.6241,935.5601,1.000,935.5601
Site 15,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-167838,OPT1,yes,4740,2020-09-10T07:00,4801,2020-09-10T08:01,61.0,3170.88,3150.54,17.68,112.10,1415.0767,60.9725,1415.0767,7.0333,41,0,0,1.000,1.000,SHELTERED,3150.54,20.34,0,B_placement_optimized,0.8528,41,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1,49.8370,0.6228,924.7790,1.000,924.7790
Site 16,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-102216,OPT2,yes,4740,2020-09-10T07:00,5789,2020-09-11T00:29,1049.0,13084.05,10911.38,51.49,299.55,4967.9833,326.7400,4967.9833,23.5000,25,0,0,1.000,1.000,SHELTERED,13005.20,78.85,0,B_placement_optimized,1.1635,25,25-54,MALE,0,unimpaired,0,0,0,0,62.0027,0.6426,3360.4772,1.000,3360.4772
Site 17,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-140352,OPT2,yes,4740,2020-09-10T07:00,5784,2020-09-11T00:24,1044.0,16670.53,14569.41,51.29,299.55,4944.1125,328.7092,4944.1125,23.4167,60,0,0,1.000,1.000,SHELTERED,16663.23,7.30,0,B_placement_optimized,1.3968,60,55-69,MALE,0,unimpaired,0,0,0,1,62.1370,0.6446,3347.9049,1.000,3347.9049
Site 18,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-119345,OPT2,yes,4740,2020-09-10T07:00,5797,2020-09-11T00:37,1057.0,7784.97,5668.77,51.81,299.55,5006.1767,283.0925,5006.1767,23.6333,76,0,1,1.000,1.000,SHELTERED,7762.60,22.38,0,B_placement_optimized,0.9387,76,70+,MALE,0,unimpaired,0,1,1,1,61.2760,0.6342,3339.6912,1.000,3339.6912
Site 19,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-102239,OPT2,yes,4740,2020-09-10T07:00,5796,2020-09-11T00:36,1056.0,14814.95,12719.87,51.77,299.55,5001.4025,466.6742,5001.4025,23.6167,32,0,0,1.000,1.000,SHELTERED,14813.69,1.26,0,B_placement_optimized,0.9469,32,25-54,FEMALE,0,unimpaired,0,0,0,0,63.3027,0.6553,3522.1964,1.000,3522.1964
Site 20,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-109704,OPT2,yes,4740,2020-09-10T07:00,5784,2020-09-11T00:24,1044.0,19980.14,17799.69,51.29,299.55,4944.1125,383.5708,4944.1125,23.4167,45,0,0,1.000,1.000,SHELTERED,19893.51,86.62,0,B_placement_optimized,1.4356,45,25-54,FEMALE,0,unimpaired,0,0,0,0,62.7093,0.6505,3403.3152,1.000,3403.3152
Site 21,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-149782,OPT1,yes,4740,2020-09-10T07:00,4797,2020-09-10T07:57,57.0,4378.49,4344.73,17.65,112.10,1410.8667,56.7625,1410.8667,6.9667,39,0,0,1.000,1.000,SHELTERED,4344.73,33.76,0,B_placement_optimized,1.2735,39,25-54,FEMALE,0,unimpaired,0,0,0,0,49.7290,0.6220,917.9588,1.000,917.9588
Site 22,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-112831,OPT2,yes,4740,2020-09-10T07:00,5789,2020-09-11T00:29,1049.0,11745.39,9616.51,51.49,299.55,4967.9833,287.9800,4967.9833,23.5000,86,1,0,1.000,1.000,SHELTERED,11710.33,35.06,0,B_placement_optimized,1.2027,86,70+,MALE,1,ambulant_impaired_no_aid,1,0,1,1,61.5987,0.6384,3321.3296,1.000,3321.3296
Site 23,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-190369,OPT2,yes,4740,2020-09-10T07:00,5784,2020-09-11T00:24,1044.0,11402.31,9284.50,51.29,299.55,4944.1125,226.5742,4944.1125,23.4167,50,0,0,1.000,1.000,SHELTERED,11378.32,23.99,0,B_placement_optimized,1.4540,50,25-54,OTHER,0,unimpaired,0,0,0,0,61.0092,0.6329,3244.7485,1.000,3244.7485
Site 24,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-123842,OPT2,yes,4740,2020-09-10T07:00,5783,2020-09-11T00:23,1043.0,14181.42,12080.20,51.25,299.55,4939.3383,260.9500,4939.3383,23.4000,39,0,0,1.000,1.000,SHELTERED,14174.02,7.40,0,B_placement_optimized,1.4928,39,25-54,FEMALE,0,unimpaired,0,0,0,0,61.4535,0.6376,3276.5559,1.000,3276.5559
Site 25,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-212232,OPT1,yes,4740,2020-09-10T07:00,4753,2020-09-10T07:13,13.0,1313.83,1312.56,17.26,112.10,1367.0500,12.9458,1367.0500,6.2333,40,0,0,1.000,1.000,SHELTERED,1312.56,1.26,0,B_placement_optimized,1.5674,40,25-54,MALE,0,unimpaired,0,0,0,0,48.5410,0.6128,846.9758,1.000,846.9758
Site 26,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-109489,OPT1,yes,4740,2020-09-10T07:00,4771,2020-09-10T07:31,31.0,2446.95,2409.69,17.42,112.10,1384.9750,30.8708,1384.9750,6.5333,49,0,0,1.000,1.000,SHELTERED,2409.69,37.26,0,B_placement_optimized,1.2838,49,25-54,FEMALE,0,unimpaired,0,0,0,0,49.0270,0.6166,876.0143,1.000,876.0143
Site 27,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-140449,OPT1,yes,4740,2020-09-10T07:00,4783,2020-09-10T07:43,43.0,2645.20,2622.00,17.52,112.10,1396.9250,42.8208,1396.9250,6.7333,45,0,0,1.000,1.000,SHELTERED,2622.00,23.20,0,B_placement_optimized,1.0103,45,25-54,MALE,0,unimpaired,0,0,0,0,49.3510,0.6191,895.3733,1.000,895.3733
Site 28,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-112930,OPT2,yes,4740,2020-09-10T07:00,5809,2020-09-11T00:49,1069.0,13217.11,11110.08,52.30,299.55,5063.4667,592.3550,5063.4667,23.8333,25,0,0,1.000,1.000,SHELTERED,13203.90,13.20,0,B_placement_optimized,0.7039,25,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1,64.3270,0.6644,3686.9932,1.000,3686.9932
Site 29,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-178708,OPT1,yes,4740,2020-09-10T07:00,4796,2020-09-10T07:56,56.0,5590.11,5588.84,17.64,112.10,1409.8708,55.7667,1409.8708,6.9500,41,1,0,1.000,1.000,SHELTERED,5588.84,1.28,0,B_placement_optimized,1.6547,41,25-54,FEMALE,0,unimpaired,1,0,1,1,49.7020,0.6218,916.3455,1.000,916.3455
Site 30,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-190367,OPT2,yes,4740,2020-09-10T07:00,5788,2020-09-11T00:28,1048.0,11454.86,9318.97,51.45,299.55,4963.2092,271.9008,4963.2092,23.4833,22,0,1,1.000,1.000,SHELTERED,11412.79,42.06,0,B_placement_optimized,1.2356,22,18-24,FEMALE,0,unimpaired,0,1,1,1,61.4538,0.6370,3302.1774,1.000,3302.1774
Site 31,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-123704,OPT1,yes,4740,2020-09-10T07:00,4820,2020-09-10T08:20,80.0,5320.90,5249.83,17.88,112.10,1436.1508,82.0467,1436.1508,7.3500,46,0,1,1.000,1.000,SHELTERED,5249.83,71.08,0,B_placement_optimized,1.0966,46,25-54,FEMALE,1,ambulant_impaired_no_aid,0,1,1,1,50.3500,0.6268,958.9191,1.000,958.9191
Site 32,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-222052,OPT1,yes,4740,2020-09-10T07:00,4805,2020-09-10T08:05,65.0,5558.77,5488.62,17.73,112.10,1419.5133,65.4092,1419.5133,7.1000,20,0,1,1.000,1.000,SHELTERED,5488.62,70.15,0,B_placement_optimized,1.4099,20,18-24,MALE,0,unimpaired,0,1,1,1,49.9450,0.6237,931.9664,1.000,931.9664
Site 33,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-145074,OPT2,yes,4740,2020-09-10T07:00,5790,2020-09-11T00:30,1050.0,16501.18,14406.07,51.53,299.55,4972.7575,410.6025,4972.7575,23.5167,49,0,0,1.000,1.000,SHELTERED,16499.90,1.28,0,B_placement_optimized,1.1631,49,25-54,MALE,0,unimpaired,0,0,0,0,62.8545,0.6513,3448.0906,1.000,3448.0906
Site 34,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-112685,OPT2,yes,4740,2020-09-10T07:00,5793,2020-09-11T00:33,1053.0,16532.90,14437.77,51.65,299.55,4987.0800,458.8050,4987.0800,23.5667,67,0,0,1.000,1.000,SHELTERED,16531.59,1.30,0,B_placement_optimized,1.0567,67,55-69,FEMALE,0,unimpaired,0,0,0,1,63.2890,0.6555,3505.5118,1.000,3505.5118
Site 35,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-112914,OPT2,yes,4740,2020-09-10T07:00,5784,2020-09-11T00:24,1044.0,11954.26,9825.03,51.29,299.55,4944.1125,234.3383,4944.1125,23.4167,50,0,0,1.000,1.000,SHELTERED,11918.86,35.41,0,B_placement_optimized,1.4508,50,25-54,MALE,0,unimpaired,0,0,0,0,61.1270,0.6341,3252.5903,1.000,3252.5903
Site 36,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-109722,OPT2,yes,4740,2020-09-10T07:00,5794,2020-09-11T00:34,1054.0,13059.77,10937.76,51.69,299.55,4991.8542,389.3658,4991.8542,23.5833,45,0,1,1.000,1.000,SHELTERED,13031.58,28.19,0,B_placement_optimized,1.0078,45,25-54,MALE,0,unimpaired,0,1,1,1,62.5417,0.6477,3438.2905,1.000,3438.2905
Site 37,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-156473,OPT1,yes,4740,2020-09-10T07:00,4810,2020-09-10T08:10,70.0,7418.17,7374.88,17.78,112.10,1425.0592,70.9550,1425.0592,7.1833,37,0,0,1.000,1.000,SHELTERED,7374.88,43.29,0,B_placement_optimized,1.7653,37,25-54,MALE,0,unimpaired,0,0,0,0,50.0800,0.6247,940.9506,1.000,940.9506
Site 38,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-145175,OPT2,yes,4740,2020-09-10T07:00,5835,2020-09-11T01:15,1095.0,11395.58,9268.13,53.33,299.55,5186.4217,847.9158,5186.4217,24.2667,33,0,0,1.000,1.000,SHELTERED,11361.95,33.62,0,B_placement_optimized,0.4618,33,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1,66.2410,0.6811,4020.1122,1.000,4020.1122
Site 39,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-212206,OPT2,yes,4740,2020-09-10T07:00,5788,2020-09-11T00:28,1048.0,19804.05,17608.89,51.45,299.55,4963.2092,457.4108,4963.2092,23.4833,47,0,0,1.000,1.000,SHELTERED,19702.71,101.34,0,B_placement_optimized,1.2241,47,25-54,MALE,0,unimpaired,0,0,0,0,63.3897,0.6571,3489.5425,1.000,3489.5425
Site 40,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-130031,OPT1,yes,4740,2020-09-10T07:00,4819,2020-09-10T08:19,79.0,6478.32,6456.29,17.87,112.10,1435.0417,80.9375,1435.0417,7.3333,47,0,1,1.000,1.000,SHELTERED,6456.29,22.03,0,B_placement_optimized,1.3648,47,25-54,MALE,0,unimpaired,0,1,1,1,50.3230,0.6266,957.1223,1.000,957.1223
Site 41,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-130002,OPT1,yes,4740,2020-09-10T07:00,4823,2020-09-10T08:23,83.0,7207.08,7193.69,17.91,112.10,1439.4783,85.3742,1439.4783,7.4000,26,1,0,1.000,1.000,SHELTERED,7193.69,13.40,0,B_placement_optimized,1.4390,26,25-54,MALE,1,ambulant_impaired_no_aid,1,0,1,1,50.4310,0.6274,964.3097,1.000,964.3097
Site 42,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-123822,OPT2,yes,4740,2020-09-10T07:00,5790,2020-09-11T00:30,1050.0,14705.39,12601.02,51.53,299.55,4972.7575,370.2692,4972.7575,23.5167,37,0,0,1.000,1.000,SHELTERED,14694.85,10.55,0,B_placement_optimized,1.1550,37,25-54,MALE,0,unimpaired,0,0,0,0,62.4337,0.6470,3407.3539,1.000,3407.3539
Site 43,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-222259,OPT2,yes,4740,2020-09-10T07:00,5792,2020-09-11T00:32,1052.0,13825.57,11688.59,51.61,299.55,4982.3058,383.0442,4982.3058,23.5500,62,0,0,1.000,1.000,SHELTERED,13782.42,43.16,0,B_placement_optimized,1.0683,62,55-69,FEMALE,0,unimpaired,0,0,0,1,62.5213,0.6477,3426.0812,1.000,3426.0812
Site 44,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-112542,OPT1,yes,4740,2020-09-10T07:00,4832,2020-09-10T08:32,92.0,8006.94,8002.38,18.00,112.10,1449.4608,95.3567,1449.4608,7.5500,47,0,0,1.000,1.000,SHELTERED,8002.38,4.56,0,B_placement_optimized,1.4478,47,25-54,MALE,0,unimpaired,0,0,0,0,50.6740,0.6292,980.4813,1.000,980.4813
Site 45,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-129942,OPT1,yes,4740,2020-09-10T07:00,4801,2020-09-10T08:01,61.0,2984.11,2953.74,17.68,112.10,1415.0767,60.9725,1415.0767,7.0333,64,0,0,1.000,1.000,SHELTERED,2953.74,30.37,0,B_placement_optimized,0.8135,64,55-69,MALE,1,ambulant_impaired_no_aid,0,0,0,1,49.8370,0.6228,924.7790,1.000,924.7790
Site 46,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-167856,OPT1,yes,4740,2020-09-10T07:00,4808,2020-09-10T08:08,68.0,4845.02,4821.73,17.76,112.10,1422.8408,68.7367,1422.8408,7.1500,26,0,1,1.000,1.000,SHELTERED,4821.73,23.29,0,B_placement_optimized,1.1723,26,25-54,MALE,0,unimpaired,0,1,1,1,50.0260,0.6243,937.3569,1.000,937.3569
Site 47,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-109680,OPT1,yes,4740,2020-09-10T07:00,4785,2020-09-10T07:45,45.0,4160.21,4010.15,17.54,112.10,1398.9167,44.8125,1398.9167,6.7667,30,1,0,1.000,1.000,SHELTERED,4010.15,150.06,0,B_placement_optimized,1.5382,30,25-54,OTHER,0,unimpaired,1,0,1,1,49.4050,0.6195,898.5998,1.000,898.5998
Site 48,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-140193,OPT2,yes,4740,2020-09-10T07:00,5787,2020-09-11T00:27,1047.0,14903.99,12727.34,51.41,299.55,4958.4350,331.7267,4958.4350,23.4667,54,0,0,1.000,1.000,SHELTERED,14821.16,82.83,0,B_placement_optimized,1.2787,54,25-54,MALE,0,unimpaired,0,0,0,0,62.1002,0.6439,3359.6893,1.000,3359.6893
Site 49,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-102075,OPT2,yes,4740,2020-09-10T07:00,5794,2020-09-11T00:34,1054.0,13381.92,11246.15,51.69,299.55,4991.8542,395.8192,4991.8542,23.5833,58,1,1,1.000,1.000,SHELTERED,13339.97,41.94,0,B_placement_optimized,1.0166,58,55-69,FEMALE,1,ambulant_impaired_no_aid,1,1,1,1,62.6090,0.6484,3444.8084,1.000,3444.8084
Site 50,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-190594,OPT2,yes,4740,2020-09-10T07:00,5841,2020-09-11T01:21,1101.0,15231.69,13123.80,53.57,299.55,5214.6267,1535.7483,5214.6267,24.3667,36,1,0,1.000,1.000,SHELTERED,15217.62,14.07,0,B_placement_optimized,0.4305,36,25-54,FEMALE,1,ambulant_impaired_no_aid,1,0,1,1,69.3152,0.7120,4732.0281,1.000,4732.0281
Site 51,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-167656,OPT1,yes,4740,2020-09-10T07:00,4775,2020-09-10T07:35,35.0,2423.65,2401.46,17.45,112.10,1388.9583,34.8542,1388.9583,6.6000,31,1,1,1.000,1.000,SHELTERED,2401.46,22.18,0,B_placement_optimized,1.1473,31,25-54,MALE,0,unimpaired,1,1,1,1,49.1350,0.6174,882.4673,1.000,882.4673
Site 52,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,25-134629,OPT2,yes,4740,2020-09-10T07:00,5783,2020-09-11T00:23,1043.0,13803.59,11679.71,51.25,299.55,4939.3383,256.1050,4939.3383,23.4000,68,0,0,1.000,1.000,SHELTERED,13773.53,30.06,0,B_placement_optimized,1.4876,68,55-69,MALE,0,unimpaired,0,0,0,1,61.4030,0.6371,3271.6624,1.000,3271.6624
Site 53,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-109419,OPT1,yes,4740,2020-09-10T07:00,4763,2020-09-10T07:23,23.0,1862.84,1861.55,17.35,112.10,1377.0083,22.9042,1377.0083,6.4000,51,0,0,1.000,1.000,SHELTERED,1861.55,1.29,0,B_placement_optimized,1.3038,51,25-54,FEMALE,0,unimpaired,0,0,0,0,48.8110,0.6149,863.1083,1.000,863.1083
Site 54,sim-20260726-011358-seed43,02c3181139f28f198bf64170b7a588152b9fa637,43,bd3f93ef082a,26-119269,OPT2,yes,4740,2020-09-10T07:00,5786,2020-09-11T00:26,1046.0,12637.92,10515.73,51.37,299.55,4953.6608,273.6575,4953.6608,23.4500,39,0,0,1.000,1.000,SHELTERED,12609.55,28.37,0,B_placement_optimized,1.3160,39,25-54,MALE,0,unimpaired,0,0,0,0,61.5177,0.6379,3298.1272,1.000,3298.1272
