shelter_id,name,lon,lat,capacity,operating,peak_occupancy,final_occupancy,refused_count,utilization,mean_travel_dist_m_admitted
Arbor_Lodge_Shelter,Arbor Lodge Shelter,-122.686753,45.576626,270,true,270,270,350,1.0000,8555.75
Bybee_Lakes_Hope_Center,Bybee Lakes Hope Center,-122.757778,45.626297,536,true,536,536,507,1.0000,31152.09
Clark_Center,Clark Center,-122.661942,45.512502,276,true,276,276,106,1.0000,597.22
Gresham_Womens_Shelter,Gresham Women's Shelter,-122.497037,45.522018,276,true,0,0,0,0.0000,
Jeans_Place,Jean's Place,-122.654323,45.523278,184,true,184,184,150,1.0000,587.87
Laurelwood_Center,Laurelwood Center,-122.600281,45.491148,368,true,368,368,303,1.0000,1763.88
River_District_Navigatio,River District Navigation Center,-122.676937,45.530708,306,true,306,306,138,1.0000,1539.84
Walnut_Park_Shelter,Walnut Park Shelter,-122.661833,45.562279,220,true,220,220,492,1.0000,2933.93
Willamette_Center,Willamette Center,-122.649327,45.485729,398,true,398,398,168,1.0000,2619.37
Banfield_Motel_Shelter,Banfield Motel Shelter,-122.625558,45.534537,220,true,220,220,67,1.0000,1042.82
Delta_Park_Motel_Shelter,Delta Park Motel Shelter,-122.679565,45.590053,233,true,233,233,146,1.0000,8131.96
Roseway_Inn_Motel_Shelte,Roseway Inn Motel Shelter,-122.562494,45.558812,459,true,459,459,1063,1.0000,4505.01
Rockwood_Bridge_Shelter,Rockwood Bridge Shelter,-122.477620,45.522979,159,true,1,1,0,0.0063,3876.19
Stark_Street_Motel_Shelt,Stark Street Motel Shelter,-122.474369,45.519541,165,true,14,14,0,0.0848,24511.29
Thayer_Family_Foundation,Thayer Family Foundation Veterans Motel Shelter,-122.685370,45.583337,64,true,64,64,76,1.0000,6011.23
Arbor_Lodge_Village_Pods,Arbor Lodge Village Pods,-122.686753,45.576626,61,true,61,61,43,1.0000,12394.99
Avalon_Village,Avalon Village,-122.647011,45.504545,34,true,34,34,203,1.0000,804.65
Beacon_Village,Beacon Village,-122.585163,45.527605,34,true,34,34,182,1.0000,622.09
Dignity_Village,Dignity Village,-122.635880,45.590779,202,true,202,202,882,1.0000,17289.95
Harrison_Community_Villa,Harrison Community Village,-122.578184,45.509737,129,true,129,129,431,1.0000,1877.56
Kenton_Womens_Village,Kenton Women's Village,-122.691841,45.586652,64,true,64,64,90,1.0000,7053.37
Oak_Street_Village,Oak Street Village,-122.579609,45.520115,98,true,98,98,142,1.0000,1068.15
Parkrose_Community_Villa,Parkrose Community Village,-122.533971,45.534177,34,true,34,34,251,1.0000,540.57
St_Andrews_Village,St Andrews Village,-122.721754,45.582464,34,true,34,34,15,1.0000,875.01
St_Johns_Village,St Johns Village,-122.750203,45.590193,64,true,64,64,124,1.0000,656.32
Lilac_Meadows,Lilac Meadows,-122.583071,45.496970,389,true,389,389,406,1.0000,2688.61
Porch_Light_Youth_Shelte,Porch Light Youth Shelter,-122.688141,45.522468,92,true,92,92,236,1.0000,507.61
Street_Light_Youth_Shelt,Street Light Youth Shelter,-122.688141,45.522468,92,true,92,92,96,1.0000,929.87
Behavioral_Health_Resour,Behavioral Health Resource Center,-122.679643,45.521959,101,true,101,101,123,1.0000,416.37
Sunderland_RV_Safe_Park,Sunderland RV Safe Park,-122.635896,45.595053,187,true,187,187,113,1.0000,19069.12
Peninsula_Crossing_SRV,Peninsula Crossing Trail Safe Rest Village,-122.735946,45.583354,202,true,202,202,12,1.0000,2477.06
BIPOC_SRV,BIPOC Safe Rest Village,-122.665928,45.534443,129,true,129,129,167,1.0000,524.05
Queer_Affinity_Village,Queer Affinity Safe Rest Village,-122.677686,45.506081,116,true,116,116,185,1.0000,768.19
Doreens_Place,Doreen's Place (Transition Projects),-122.677480,45.527488,276,true,276,276,321,1.0000,1588.19
Menlo_Park_SRV,Menlo Park Safe Rest Village,-122.537593,45.522410,168,true,168,168,615,1.0000,1099.15
Reedway_SRV,Reedway Safe Rest Village,-122.606664,45.481822,202,true,202,202,32,1.0000,1437.29
