agent_id,sim_id,commit,random_seed,data_version,starting_encampment,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals,scenario,walking_speed_mps,age_years,age_band,sex,mobility_limited,mobility_category,asthma_flag,copd_flag,any_respiratory,vulnerable_flag,air_volume_breathed_m3,mean_ventilation_m3h,inhaled_dose_ug,health_risk_multiplier,health_risk_score
Site 25,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-178938,OPT2,yes,4740,2020-09-10T07:00,5787,2020-09-11T00:27,1047.0,15169.92,13074.83,51.41,299.55,4958.4350,344.6467,4958.4350,23.4667,34,1,0,1.000,1.000,SHELTERED,15168.65,1.27,0,B_placement_optimized,1.2522,34,25-54,MALE,0,unimpaired,1,0,1,1,62.2348,0.6453,3372.7385,1.000,3372.7385
Site 26,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-156554,OPT2,yes,4740,2020-09-10T07:00,5783,2020-09-11T00:23,1043.0,14482.35,12287.29,51.25,299.55,4939.3383,269.0250,4939.3383,23.4000,43,0,0,1.000,1.000,SHELTERED,14381.12,101.23,0,B_placement_optimized,1.4832,43,25-54,FEMALE,0,unimpaired,0,0,0,0,61.5377,0.6385,3284.7116,1.000,3284.7116
Site 27,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-167737,OPT1,yes,4740,2020-09-10T07:00,4791,2020-09-10T07:51,51.0,3901.74,3900.47,17.59,112.10,1404.8917,50.7875,1404.8917,6.8667,41,0,0,1.000,1.000,SHELTERED,3900.47,1.26,0,B_placement_optimized,1.2574,41,25-54,FEMALE,0,unimpaired,0,0,0,0,49.5670,0.6208,908.2793,1.000,908.2793
Site 28,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,26-109714,OPT2,yes,4740,2020-09-10T07:00,5803,2020-09-11T00:43,1063.0,8088.64,5931.82,52.06,299.55,5034.8217,338.6683,5034.8217,23.7333,23,0,0,1.000,1.000,SHELTERED,8025.65,62.99,0,B_placement_optimized,0.8082,23,18-24,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1,61.8083,0.6391,3413.2962,1.000,3413.2962
Site 29,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,26-129965,OPT2,yes,4740,2020-09-10T07:00,5786,2020-09-11T00:26,1046.0,13425.91,11277.09,51.37,299.55,4953.6608,291.4225,4953.6608,23.4500,28,0,0,1.000,1.000,SHELTERED,13370.91,55.00,0,B_placement_optimized,1.3111,28,25-54,FEMALE,0,unimpaired,0,0,0,0,61.7028,0.6398,3316.0698,1.000,3316.0698
Site 30,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-201278,OPT2,yes,4740,2020-09-10T07:00,5780,2020-09-11T00:20,1040.0,12086.13,9976.63,51.12,299.55,4925.0158,197.4950,4925.0158,23.3500,48,0,0,1.000,1.000,SHELTERED,12070.46,15.67,0,B_placement_optimized,1.7001,48,25-54,MALE,0,unimpaired,0,0,0,0,60.7497,0.6306,3203.7296,1.000,3203.7296
Site 31,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-201606,OPT1,yes,4740,2020-09-10T07:00,4827,2020-09-10T08:27,87.0,8375.44,8374.18,17.95,112.10,1443.9150,89.8108,1443.9150,7.4667,46,0,0,1.000,1.000,SHELTERED,8374.18,1.26,0,B_placement_optimized,1.5970,46,25-54,MALE,0,unimpaired,0,0,0,0,50.5390,0.6282,971.4971,1.000,971.4971
Site 32,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-156327,OPT2,yes,4740,2020-09-10T07:00,5794,2020-09-11T00:34,1054.0,9215.64,7105.66,51.69,299.55,4991.8542,284.2983,4991.8542,23.5833,60,0,0,1.000,1.000,SHELTERED,9199.48,16.16,0,B_placement_optimized,1.0255,60,55-69,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1,61.4307,0.6361,3332.1724,1.000,3332.1724
Site 33,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-212453,OPT1,yes,4740,2020-09-10T07:00,4756,2020-09-10T07:16,16.0,1156.19,1154.91,17.28,112.10,1370.0375,15.9333,1370.0375,6.2833,67,0,1,1.000,1.000,SHELTERED,1154.91,1.28,0,B_placement_optimized,1.1381,67,55-69,FEMALE,0,unimpaired,0,1,1,1,48.6220,0.6134,851.8155,1.000,851.8155
Site 34,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,26-140607,OPT2,yes,4740,2020-09-10T07:00,5786,2020-09-11T00:26,1046.0,20992.94,18820.18,51.37,299.55,4953.6608,438.2925,4953.6608,23.4500,38,0,0,1.000,1.000,SHELTERED,20914.01,78.93,0,B_placement_optimized,1.3386,38,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1,63.2347,0.6557,3464.4085,1.000,3464.4085
Site 35,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-167856,OPT1,yes,4740,2020-09-10T07:00,4801,2020-09-10T08:01,61.0,4845.02,4821.73,17.68,112.10,1415.0767,60.9725,1415.0767,7.0333,30,0,1,1.000,1.000,SHELTERED,4821.73,23.29,0,B_placement_optimized,1.3201,30,25-54,MALE,0,unimpaired,0,1,1,1,49.8370,0.6228,924.7790,1.000,924.7790
Site 36,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-134625,OPT2,yes,4740,2020-09-10T07:00,5791,2020-09-11T00:31,1051.0,17113.79,14985.98,51.57,299.55,4977.5317,452.4833,4977.5317,23.5333,68,0,0,1.000,1.000,SHELTERED,17079.80,33.98,0,B_placement_optimized,1.0907,68,55-69,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1,63.2687,0.6555,3493.3025,1.000,3493.3025
Site 37,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-190330,OPT1,yes,4740,2020-09-10T07:00,4821,2020-09-10T08:21,81.0,6192.14,6190.91,17.89,112.10,1437.2600,83.1558,1437.2600,7.3667,64,0,0,1.000,1.000,SHELTERED,6190.91,1.24,0,B_placement_optimized,1.2724,64,55-69,FEMALE,0,unimpaired,0,0,0,1,50.3770,0.6270,960.7160,1.000,960.7160
Site 38,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-201433,OPT1,yes,4740,2020-09-10T07:00,4819,2020-09-10T08:19,79.0,5557.99,5488.62,17.87,112.10,1435.0417,80.9375,1435.0417,7.3333,63,0,0,1.000,1.000,SHELTERED,5488.62,69.36,0,B_placement_optimized,1.1661,63,55-69,FEMALE,0,unimpaired,0,0,0,1,50.3230,0.6266,957.1223,1.000,957.1223
Site 39,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-201630,OPT1,yes,4740,2020-09-10T07:00,4760,2020-09-10T07:20,20.0,1148.30,1147.04,17.32,112.10,1374.0208,19.9167,1374.0208,6.3500,22,0,0,1.000,1.000,SHELTERED,1147.04,1.26,0,B_placement_optimized,0.9517,22,18-24,MALE,0,unimpaired,0,0,0,0,48.7300,0.6142,858.2685,1.000,858.2685
Site 40,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-112812,OPT1,yes,4740,2020-09-10T07:00,4813,2020-09-10T08:13,73.0,6767.61,6766.33,17.81,112.10,1428.3867,74.2825,1428.3867,7.2333,47,0,1,1.000,1.000,SHELTERED,6766.33,1.28,0,B_placement_optimized,1.5269,47,25-54,MALE,0,unimpaired,0,1,1,1,50.1610,0.6253,946.3412,1.000,946.3412
Site 41,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-221912,OPT1,yes,4740,2020-09-10T07:00,4785,2020-09-10T07:45,45.0,2800.29,2799.01,17.54,112.10,1398.9167,44.8125,1398.9167,6.7667,63,0,0,1.000,1.000,SHELTERED,2799.01,1.29,0,B_placement_optimized,1.0361,63,55-69,MALE,1,ambulant_impaired_no_aid,0,0,0,1,49.4050,0.6195,898.5998,1.000,898.5998
Site 42,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-178775,OPT2,yes,4740,2020-09-10T07:00,5786,2020-09-11T00:26,1046.0,19836.42,17593.48,51.37,299.55,4953.6608,425.3858,4953.6608,23.4500,68,0,0,1.000,1.000,SHELTERED,19687.30,149.11,0,B_placement_optimized,1.3021,68,55-69,MALE,0,unimpaired,0,0,0,1,63.1000,0.6543,3451.3728,1.000,3451.3728
Site 43,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,26-129985,OPT1,yes,4740,2020-09-10T07:00,4787,2020-09-10T07:47,47.0,4426.62,4425.34,17.56,112.10,1400.9083,46.8042,1400.9083,6.8000,38,0,0,1.000,1.000,SHELTERED,4425.34,1.27,0,B_placement_optimized,1.5687,38,25-54,FEMALE,0,unimpaired,0,0,0,0,49.4590,0.6199,901.8263,1.000,901.8263
Site 44,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,26-109616,OPT2,yes,4740,2020-09-10T07:00,5788,2020-09-11T00:28,1048.0,10732.90,8637.80,51.45,299.55,4963.2092,258.9808,4963.2092,23.4833,34,0,0,1.000,1.000,SHELTERED,10731.63,1.27,0,B_placement_optimized,1.2181,34,25-54,MALE,0,unimpaired,0,0,0,0,61.3192,0.6357,3289.1282,1.000,3289.1282
Site 45,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,26-130233,OPT2,yes,4740,2020-09-10T07:00,5787,2020-09-11T00:27,1047.0,10252.75,8117.47,51.41,299.55,4958.4350,240.8967,4958.4350,23.4667,26,0,0,1.000,1.000,SHELTERED,10211.29,41.46,0,B_placement_optimized,1.2803,26,25-54,MALE,0,unimpaired,0,0,0,0,61.0902,0.6334,3267.9510,1.000,3267.9510
Site 46,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-222246,OPT2,yes,4740,2020-09-10T07:00,5785,2020-09-11T00:25,1045.0,19638.47,17337.20,51.33,299.55,4948.8867,404.4783,4948.8867,23.4333,31,1,0,1.000,1.000,SHELTERED,19431.02,207.45,0,B_placement_optimized,1.3446,31,25-54,FEMALE,0,unimpaired,1,0,1,1,62.9047,0.6524,3427.3440,1.000,3427.3440
Site 47,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-124037,OPT2,yes,4740,2020-09-10T07:00,5796,2020-09-11T00:36,1056.0,13122.31,11000.29,51.77,299.55,5001.4025,418.2742,5001.4025,23.6167,52,1,0,1.000,1.000,SHELTERED,13094.12,28.20,0,B_placement_optimized,0.9495,52,25-54,FEMALE,1,ambulant_impaired_no_aid,1,0,1,1,62.7977,0.6501,3473.3124,1.000,3473.3124
Site 48,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-178846,OPT2,yes,4740,2020-09-10T07:00,5789,2020-09-11T00:29,1049.0,13194.02,11098.74,51.49,299.55,4967.9833,326.7400,4967.9833,23.5000,69,0,0,1.000,1.000,SHELTERED,13192.56,1.46,0,B_placement_optimized,1.1774,69,55-69,MALE,0,unimpaired,0,0,0,1,62.0027,0.6426,3360.4772,1.000,3360.4772
Site 49,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-156648,OPT1,yes,4740,2020-09-10T07:00,4763,2020-09-10T07:23,23.0,1868.87,1867.55,17.35,112.10,1377.0083,22.9042,1377.0083,6.4000,40,0,0,1.000,1.000,SHELTERED,1867.55,1.32,0,B_placement_optimized,1.3199,40,25-54,MALE,0,unimpaired,0,0,0,0,48.8110,0.6149,863.1083,1.000,863.1083
Site 50,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-156169,OPT2,yes,4740,2020-09-10T07:00,5784,2020-09-11T00:24,1044.0,16503.54,14369.48,51.29,299.55,4944.1125,323.8642,4944.1125,23.4167,31,0,0,1.000,1.000,SHELTERED,16463.31,40.23,0,B_placement_optimized,1.4062,31,25-54,FEMALE,0,unimpaired,0,0,0,0,62.0865,0.6441,3343.0114,1.000,3343.0114
Site 51,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-123670,,no,4740,2020-09-10T07:00,,,,0.00,,173.09,562.70,54002.8192,0.0000,54002.8192,194.0000,56,0,0,1.000,1.000,UNREACHABLE,0.00,0.00,0,B_placement_optimized,1.0572,56,55-69,MALE,0,unimpaired,0,0,0,1,190.3200,0.6100,32941.7197,1.000,32941.7197
Site 52,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,26-109639,OPT1,yes,4740,2020-09-10T07:00,4816,2020-09-10T08:16,76.0,8246.33,8228.88,17.84,112.10,1431.7142,77.6100,1431.7142,7.2833,33,0,0,1.000,1.000,SHELTERED,8228.88,17.45,0,B_placement_optimized,1.7950,33,25-54,MALE,0,unimpaired,0,0,0,0,50.2420,0.6259,951.7317,1.000,951.7317
Site 53,sim-20260726-005441-seed44,b69fc6dd10bda0810b63b69b4bb59585812306c6,44,bd3f93ef082a,25-134691,OPT2,yes,4740,2020-09-10T07:00,5790,2020-09-11T00:30,1050.0,10563.85,8452.60,51.53,299.55,4972.7575,274.9892,4972.7575,23.5167,32,0,0,1.000,1.000,SHELTERED,10546.43,17.43,0,B_placement_optimized,1.1566,32,25-54,FEMALE,0,unimpaired,0,0,0,0,61.4405,0.6367,3311.1211,1.000,3311.1211
