agent_id,sim_id,commit,random_seed,data_version,starting_encampment,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals
Site 572,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-109729,,no,960,2020-09-07T16:00,,,,5967.27,5901.20,173.09,562.70,54002.8192,103.2650,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5901.20,66.07,1
Site 573,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-212514,,no,960,2020-09-07T16:00,,,,10344.16,10233.09,173.09,562.70,54002.8192,181.0817,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10233.09,111.07,1
Site 574,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-190349,,no,960,2020-09-07T16:00,,,,10045.99,1451.55,173.09,562.70,54002.8192,173.6083,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10020.91,25.08,2
Site 575,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-119709,,no,960,2020-09-07T16:00,,,,9852.89,1234.38,173.09,562.70,54002.8192,169.8717,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9803.74,49.15,2
Site 576,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-134254,,no,960,2020-09-07T16:00,,,,10374.19,1785.04,173.09,562.70,54002.8192,182.9500,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10354.40,19.79,2
Site 577,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-119676,,no,960,2020-09-07T16:00,,,,11493.78,11474.30,173.09,562.70,54002.8192,209.1067,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11474.30,19.48,1
Site 578,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-156207,,no,960,2020-09-07T16:00,,,,9688.43,9668.39,173.09,562.70,54002.8192,166.1350,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9668.39,20.05,1
Site 579,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-109459,,no,960,2020-09-07T16:00,,,,11547.36,2976.73,173.09,562.70,54002.8192,210.9750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11546.09,1.28,2
Site 580,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-102433,,no,960,2020-09-07T16:00,,,,5301.46,5224.06,173.09,562.70,54002.8192,92.1950,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5224.06,77.40,1
Site 581,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112637,,no,960,2020-09-07T16:00,,,,12170.37,12169.12,173.09,562.70,54002.8192,225.9217,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12169.12,1.25,1
Site 582,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-212166,,no,960,2020-09-07T16:00,,,,11751.42,3157.45,173.09,562.70,54002.8192,214.7117,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11726.81,24.61,2
Site 583,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-145258,,no,960,2020-09-07T16:00,,,,4282.06,4265.38,173.09,562.70,54002.8192,75.6250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4265.38,16.69,1
Site 584,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-145253,,no,960,2020-09-07T16:00,,,,9792.33,1185.31,173.09,562.70,54002.8192,168.0033,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9754.67,37.67,2
Site 585,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-178790,CJ,yes,960,2020-09-07T16:00,989,2020-09-07T16:29,29.0,2311.95,2289.35,11.32,82.50,186.6583,39.8750,186.6583,0.5000,,,,1.000,1.000,SHELTERED,2289.35,22.59,0
Site 586,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-119730,,no,960,2020-09-07T16:00,,,,13277.19,13275.87,173.09,562.70,54002.8192,252.0783,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,13275.87,1.32,1
Site 587,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-134247,,no,960,2020-09-07T16:00,,,,10180.02,1609.40,173.09,562.70,54002.8192,177.3450,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10178.76,1.25,2
Site 588,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-167842,,no,960,2020-09-07T16:00,,,,7355.36,7316.68,173.09,562.70,54002.8192,125.4050,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,7316.68,38.67,1
Site 589,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-222117,,no,960,2020-09-07T16:00,,,,10251.48,1644.83,173.09,562.70,54002.8192,179.2133,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10214.19,37.30,2
Site 590,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-190703,,no,960,2020-09-07T16:00,,,,11478.69,11477.37,173.09,562.70,54002.8192,209.1067,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11477.37,1.32,1
Site 591,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-190618,,no,960,2020-09-07T16:00,,,,10986.31,10836.12,173.09,562.70,54002.8192,196.0283,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10836.12,150.19,1
Site 592,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-119586,OCC,yes,960,2020-09-07T16:00,970,2020-09-07T16:10,10.0,805.91,793.06,9.93,82.50,160.5333,13.7500,160.5333,0.1833,,,,1.000,1.000,SHELTERED,793.06,12.85,0
Site 593,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-221936,,no,960,2020-09-07T16:00,,,,6037.18,5978.85,173.09,562.70,54002.8192,104.4950,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5978.85,58.33,1
Site 594,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112758,,no,960,2020-09-07T16:00,,,,13490.65,13489.41,173.09,562.70,54002.8192,255.8150,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,13489.41,1.24,1
Site 595,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-156657,OCC,yes,960,2020-09-07T16:00,973,2020-09-07T16:13,13.0,1066.80,1028.91,10.15,82.50,164.6583,17.8750,164.6583,0.2333,,,,1.000,1.000,SHELTERED,1028.91,37.89,0
Site 596,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-178959,,no,960,2020-09-07T16:00,,,,11137.80,11136.69,173.09,562.70,54002.8192,199.7650,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11136.69,1.10,1
Site 597,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-123869,OCC,yes,960,2020-09-07T16:00,974,2020-09-07T16:14,14.0,1162.90,1147.80,10.23,82.50,166.0333,19.2500,166.0333,0.2500,,,,1.000,1.000,SHELTERED,1147.80,15.10,0
Site 598,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-222090,,no,960,2020-09-07T16:00,,,,5387.94,5362.70,173.09,562.70,54002.8192,94.6550,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5362.70,25.24,1
Site 599,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-129806,,no,960,2020-09-07T16:00,,,,9144.20,9142.92,173.09,562.70,54002.8192,153.6950,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9142.92,1.27,1
Site 600,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-140185,,no,960,2020-09-07T16:00,,,,10640.02,2044.89,173.09,562.70,54002.8192,188.5550,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10614.25,25.78,2
Site 601,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112664,,no,960,2020-09-07T16:00,,,,10867.75,10817.21,173.09,562.70,54002.8192,194.1600,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10817.21,50.53,1
Site 602,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-167890,,no,960,2020-09-07T16:00,,,,5197.29,5134.57,173.09,562.70,54002.8192,90.9650,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5134.57,62.72,1
Site 603,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-212436,,no,960,2020-09-07T16:00,,,,4684.90,4572.69,173.09,562.70,54002.8192,83.5850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4572.69,112.22,1
Site 604,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112702,,no,960,2020-09-07T16:00,,,,10271.33,1663.98,173.09,562.70,54002.8192,179.2133,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10233.34,38.00,2
Site 605,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-149776,,no,960,2020-09-07T16:00,,,,10784.25,2213.61,173.09,562.70,54002.8192,192.2917,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10782.97,1.27,2
Site 606,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-123649,CJ,yes,960,2020-09-07T16:00,997,2020-09-07T16:37,37.0,2955.41,2922.60,11.90,82.50,197.6583,50.8750,197.6583,0.6333,,,,1.000,1.000,SHELTERED,2922.60,32.81,0
Site 607,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-102112,,no,960,2020-09-07T16:00,,,,12399.15,12312.66,173.09,562.70,54002.8192,229.6583,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12312.66,86.49,1
Site 608,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-190793,,no,960,2020-09-07T16:00,,,,12517.67,12516.43,173.09,562.70,54002.8192,233.3950,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12516.43,1.25,1
Site 609,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-149863,,no,960,2020-09-07T16:00,,,,12032.34,11997.89,173.09,562.70,54002.8192,222.1850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11997.89,25.59,1
Site 610,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-179283,CJ,yes,960,2020-09-07T16:00,1005,2020-09-07T16:45,45.0,3514.21,3512.89,12.46,82.50,208.6583,61.8750,208.6583,0.7667,,,,1.000,1.000,SHELTERED,3512.89,1.32,0
Site 611,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-168032,,no,960,2020-09-07T16:00,,,,4345.99,4305.69,173.09,562.70,54002.8192,77.0000,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4305.69,40.30,1
Site 612,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-179012,,no,960,2020-09-07T16:00,,,,10173.96,10146.42,173.09,562.70,54002.8192,177.3450,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10146.42,27.54,1
Site 613,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-145321,,no,960,2020-09-07T16:00,,,,5731.92,5709.22,173.09,562.70,54002.8192,99.5750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5709.22,22.70,1
Site 614,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-156462,,no,960,2020-09-07T16:00,,,,10130.56,10041.07,173.09,562.70,54002.8192,175.4767,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10041.07,89.49,1
Site 615,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112996,,no,960,2020-09-07T16:00,,,,11346.14,11333.52,173.09,562.70,54002.8192,205.3700,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11333.52,12.62,1
Site 616,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-109297,,no,960,2020-09-07T16:00,,,,10410.40,10350.91,173.09,562.70,54002.8192,182.9500,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10350.91,59.49,1
Site 617,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-130104,,no,960,2020-09-07T16:00,,,,11714.62,11649.94,173.09,562.70,54002.8192,214.7117,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11649.94,64.68,1
Site 618,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-167992,,no,960,2020-09-07T16:00,,,,11328.33,10882.58,173.09,562.70,54002.8192,205.3700,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10882.58,445.75,1
Site 619,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-178800,,no,960,2020-09-07T16:00,,,,8356.98,8344.21,173.09,562.70,54002.8192,141.3950,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,8344.21,12.77,1
Site 620,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-119411,,no,960,2020-09-07T16:00,,,,5575.62,5552.37,173.09,562.70,54002.8192,97.1150,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5552.37,23.25,1
Site 621,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-145133,,no,960,2020-09-07T16:00,,,,10065.87,10064.61,173.09,562.70,54002.8192,175.4767,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10064.61,1.26,1
Site 622,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-102570,,no,960,2020-09-07T16:00,,,,11546.88,2936.77,173.09,562.70,54002.8192,210.9750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11506.13,40.75,2
Site 623,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-102050,,no,960,2020-09-07T16:00,,,,11544.77,11509.33,173.09,562.70,54002.8192,210.9750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11509.33,35.44,1
Site 624,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-119289,CJ,yes,960,2020-09-07T16:00,982,2020-09-07T16:22,22.0,1736.56,1695.85,10.82,82.50,177.0333,30.2500,177.0333,0.3833,,,,1.000,1.000,SHELTERED,1695.85,40.71,0
Site 625,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-222003,,no,960,2020-09-07T16:00,,,,9188.11,9166.07,173.09,562.70,54002.8192,153.6950,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9166.07,22.04,1
Site 626,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-123845,,no,960,2020-09-07T16:00,,,,10416.69,1816.69,173.09,562.70,54002.8192,182.9500,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10386.05,30.64,2
Site 627,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-145164,,no,960,2020-09-07T16:00,,,,10872.94,10862.41,173.09,562.70,54002.8192,194.1600,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10862.41,10.53,1
Site 628,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-109666,,no,960,2020-09-07T16:00,,,,10663.87,2079.96,173.09,562.70,54002.8192,188.5550,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10649.32,14.55,2
Site 629,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-140244,,no,960,2020-09-07T16:00,,,,10036.86,10035.60,173.09,562.70,54002.8192,173.6083,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10035.60,1.26,1
Site 630,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-156172,,no,960,2020-09-07T16:00,,,,4879.64,4863.28,173.09,562.70,54002.8192,86.0450,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4863.28,16.35,1
Site 631,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-129935,,no,960,2020-09-07T16:00,,,,16743.02,16724.88,173.09,562.70,54002.8192,305.1550,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,16724.88,18.15,1
Site 632,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-212278,,no,960,2020-09-07T16:00,,,,8859.75,8851.13,173.09,562.70,54002.8192,148.7750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,8851.13,8.61,1
Site 633,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-102070,,no,960,2020-09-07T16:00,,,,12265.03,12242.81,173.09,562.70,54002.8192,227.7900,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12242.81,22.21,1
Site 634,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-119568,,no,960,2020-09-07T16:00,,,,4005.89,3991.07,173.09,562.70,54002.8192,71.5000,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3991.07,14.82,1
Site 635,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-134552,,no,960,2020-09-07T16:00,,,,8489.54,8442.78,173.09,562.70,54002.8192,142.6250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,8442.78,46.75,1
Site 636,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-119603,,no,960,2020-09-07T16:00,,,,12466.68,12437.27,173.09,562.70,54002.8192,231.5267,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12437.27,29.41,1
Site 637,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-134463,,no,960,2020-09-07T16:00,,,,10022.11,10003.47,173.09,562.70,54002.8192,173.6083,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10003.47,18.64,1
Site 638,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-109481,,no,960,2020-09-07T16:00,,,,4260.96,4223.37,173.09,562.70,54002.8192,75.6250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4223.37,37.59,1
Site 639,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112812,,no,960,2020-09-07T16:00,,,,5270.88,5269.60,173.09,562.70,54002.8192,92.1950,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5269.60,1.28,1
Site 640,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-201260,CJ,yes,960,2020-09-07T16:00,991,2020-09-07T16:31,31.0,2476.01,2412.28,11.47,82.50,189.4083,42.6250,189.4083,0.5333,,,,1.000,1.000,SHELTERED,2412.28,63.73,0
Site 641,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-156473,,no,960,2020-09-07T16:00,,,,7003.50,6960.21,173.09,562.70,54002.8192,119.2550,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,6960.21,43.29,1
Site 642,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-167837,,no,960,2020-09-07T16:00,,,,7233.76,7232.51,173.09,562.70,54002.8192,122.9450,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,7232.51,1.25,1
Site 643,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-109598,OCC,yes,960,2020-09-07T16:00,970,2020-09-07T16:10,10.0,792.71,785.79,9.93,82.50,160.5333,13.7500,160.5333,0.1833,,,,1.000,1.000,SHELTERED,785.79,6.92,0
Site 644,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-123890,,no,960,2020-09-07T16:00,,,,11841.33,11840.07,173.09,562.70,54002.8192,216.5800,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11840.07,1.26,1
Site 645,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-129783,,no,960,2020-09-07T16:00,,,,11471.50,2838.56,173.09,562.70,54002.8192,209.1067,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11407.92,63.58,2
Site 646,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-145415,,no,960,2020-09-07T16:00,,,,10396.22,10210.49,173.09,562.70,54002.8192,182.9500,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10210.49,185.73,1
Site 647,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-119662,OCC,yes,960,2020-09-07T16:00,975,2020-09-07T16:15,15.0,1228.50,1227.24,10.30,82.50,167.4083,20.6250,167.4083,0.2667,,,,1.000,1.000,SHELTERED,1227.24,1.25,0
Site 648,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-109382,,no,960,2020-09-07T16:00,,,,8622.57,8621.30,173.09,562.70,54002.8192,145.0850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,8621.30,1.26,1
Site 649,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-145220,,no,960,2020-09-07T16:00,,,,10876.57,2274.70,173.09,562.70,54002.8192,194.1600,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10844.06,32.51,2
Site 650,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-123789,CJ,yes,960,2020-09-07T16:00,981,2020-09-07T16:21,21.0,1649.10,1636.02,10.74,82.50,175.6583,28.8750,175.6583,0.3667,,,,1.000,1.000,SHELTERED,1636.02,13.07,0
Site 651,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-149865,,no,960,2020-09-07T16:00,,,,11832.24,11814.81,173.09,562.70,54002.8192,216.5800,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11814.81,17.43,1
Site 652,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-129876,,no,960,2020-09-07T16:00,,,,3888.76,3885.68,173.09,562.70,54002.8192,68.7500,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3885.68,3.08,1
Site 653,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-222121,CJ,yes,960,2020-09-07T16:00,993,2020-09-07T16:33,33.0,2598.59,2576.77,11.61,82.50,192.1583,45.3750,192.1583,0.5667,,,,1.000,1.000,SHELTERED,2576.77,21.82,0
Site 654,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-140274,,no,960,2020-09-07T16:00,,,,10559.52,1962.08,173.09,562.70,54002.8192,186.6867,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10531.44,28.08,2
Site 655,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112800,,no,960,2020-09-07T16:00,,,,4109.15,4107.89,173.09,562.70,54002.8192,72.8750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4107.89,1.26,1
Site 656,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-178719,,no,960,2020-09-07T16:00,,,,3756.25,3722.82,173.09,562.70,54002.8192,67.3750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3722.82,33.43,1
Site 657,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-123914,,no,960,2020-09-07T16:00,,,,10607.31,10555.70,173.09,562.70,54002.8192,186.6867,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10555.70,51.61,1
Site 658,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-134502,,no,960,2020-09-07T16:00,,,,10015.42,10014.16,173.09,562.70,54002.8192,173.6083,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10014.16,1.26,1
Site 659,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-212148,,no,960,2020-09-07T16:00,,,,11126.47,2555.84,173.09,562.70,54002.8192,199.7650,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11125.20,1.27,2
