Encampment report id,Longitude,Latitude,People_starting_here
25-134341,-122.513275,45.519131,2
25-134348,-122.672246,45.499326,2
25-134354,-122.595647,45.492038,2
25-134377,-122.569701,45.479313,2
25-134379,-122.700235,45.464216,2
25-134381,-122.709834,45.541405,2
25-190742,-122.558114,45.528074,2
25-190743,-122.656817,45.514084,2
25-190746,-122.629647,45.502255,2
25-190758,-122.525754,45.526527,2
25-190670,-122.56015,45.52454,2
25-190690,-122.548631,45.557194,2
26-140279,-122.757604,45.58851,2
26-140287,-122.567165,45.479405,2
26-140315,-122.625748,45.519639,2
26-140321,-122.691107,45.555098,2
26-140328,-122.562506,45.47759,2
25-134258,-122.75661,45.59234,2
25-134263,-122.500203,45.52469,2
25-134264,-122.590207,45.534407,2
25-134270,-122.640919,45.473526,2
25-134282,-122.538478,45.481329,2
25-190761,-122.667165,45.485211,2
25-190766,-122.513534,45.514037,2
25-190769,-122.716694,45.48457,2
25-190786,-122.56796,45.51867,2
25-134299,-122.697173,45.464921,2
25-134314,-122.568886,45.562083,2
25-134315,-122.649849,45.487787,2
26-140305,-122.616423,45.562701,2
25-201254,-122.691438,45.555997,2
26-109744,-122.68624,45.53205,2
26-109747,-122.677463,45.523757,2
26-119212,-122.67673,45.528186,2
26-119221,-122.695615,45.562738,2
26-119224,-122.501636,45.503907,2
26-119257,-122.632756,45.529441,2
26-119260,-122.649232,45.482575,2
25-190802,-122.750153,45.586793,2
25-190808,-122.551467,45.546786,2
25-190809,-122.696246,45.532612,2
25-190815,-122.513905,45.504169,2
25-201189,-122.676132,45.521472,2
25-201204,-122.70126,45.57599,2
25-201206,-122.528633,45.531773,2
25-190759,-122.578229,45.503429,2
25-201223,-122.588719,45.565585,2
25-134224,-122.683468,45.531836,2
25-134237,-122.700822,45.536879,2
25-134241,-122.648481,45.51576,2
25-134243,-122.645633,45.516662,2
25-134246,-122.646486,45.515098,2
25-134247,-122.676581,45.527341,2
25-134251,-122.656461,45.511579,2
25-134254,-122.665079,45.514441,2
25-124000,-122.598818,45.492146,2
25-124005,-122.754364,45.590142,2
25-124009,-122.675514,45.525933,2
25-201229,-122.599295,45.565262,2
25-201232,-122.750303,45.596061,2
25-201233,-122.655566,45.53361,2
25-201234,-122.579937,45.496892,2
25-134221,-122.647347,45.498121,2
25-134223,-122.611352,45.497508,2
26-140334,-122.659339,45.515031,2
26-140335,-122.521131,45.561912,2
26-140336,-122.568455,45.466115,2
26-140350,-122.634228,45.518025,2
25-201261,-122.639775,45.481735,2
25-201264,-122.69821,45.5285,2
25-201265,-122.67081,45.52445,2
25-201279,-122.65922,45.53725,2
25-201282,-122.545011,45.523309,2
25-201287,-122.558466,45.516128,2
25-201289,-122.560969,45.469356,2
25-201300,-122.67945,45.56687,2
25-201213,-122.66159,45.547901,2
25-201222,-122.659929,45.518587,2
25-201413,-122.68355,45.5302,2
25-201426,-122.646936,45.537445,2
26-109707,-122.58634,45.560957,2
26-109711,-122.59149,45.53544,2
26-109714,-122.627614,45.496395,2
26-109719,-122.757835,45.588148,2
26-109728,-122.592756,45.534195,2
26-109733,-122.588622,45.475126,2
25-201324,-122.713472,45.585368,2
25-201332,-122.552825,45.534165,2
25-201347,-122.637068,45.520748,2
25-201352,-122.639618,45.49794,2
25-201364,-122.668394,45.538125,2
25-124020,-122.600824,45.497301,2
25-124021,-122.683731,45.59823,2
25-124033,-122.569394,45.495682,2
25-201487,-122.609074,45.474833,2
25-201488,-122.499034,45.518121,2
25-201491,-122.617462,45.481337,2
25-201373,-122.691075,45.514332,2
25-201382,-122.632809,45.526404,2
26-140355,-122.661325,45.517076,2
26-140371,-122.64144,45.522153,2
26-140376,-122.651657,45.502197,2
26-140381,-122.632838,45.511929,2
25-123950,-122.496057,45.549393,2
25-123979,-122.568543,45.468021,2
25-123980,-122.70699,45.46139,2
25-123986,-122.695538,45.577779,2
25-123989,-122.660862,45.532841,2
25-123910,-122.6258,45.520037,2
25-123918,-122.513123,45.522199,2
25-201553,-122.683151,45.59554,2
25-201558,-122.622199,45.482056,2
25-201563,-122.754772,45.592172,2
25-123926,-122.562653,45.517281,2
25-123927,-122.651831,45.548953,2
25-123929,-122.655535,45.523995,2
25-123935,-122.727327,45.590191,2
25-123941,-122.605088,45.599659,2
25-123944,-122.608709,45.496196,2
26-140406,-122.488031,45.504998,2
26-140418,-122.648183,45.471929,2
25-201431,-122.67296,45.52226,2
25-201432,-122.690831,45.517579,2
25-201443,-122.677342,45.496346,2
25-201474,-122.57165,45.53074,2
25-201481,-122.62366,45.50617,2
25-123845,-122.678863,45.527242,2
25-123853,-122.558071,45.519402,2
25-123862,-122.582402,45.535262,2
26-140434,-122.577656,45.534331,2
26-140437,-122.735011,45.446203,2
25-123877,-122.549363,45.498068,2
25-123886,-122.690734,45.536354,2
25-123893,-122.560977,45.489953,2
25-123897,-122.677562,45.528296,2
26-109699,-122.59734,45.4896,2
26-109704,-122.483912,45.485979,2
26-109705,-122.563385,45.504651,2
25-201523,-122.547584,45.548081,2
25-201526,-122.694095,45.527814,2
25-201535,-122.6914,45.535093,2
25-201544,-122.585192,45.497301,2
26-109647,-122.594569,45.479333,2
26-109648,-122.578148,45.499179,2
26-109654,-122.67667,45.526275,2
26-109656,-122.661929,45.52183,2
26-140460,-122.532546,45.522534,2
26-140462,-122.562669,45.47622,2
26-140463,-122.676687,45.531955,2
26-109663,-122.630446,45.532297,2
26-109664,-122.659628,45.593559,2
25-201571,-122.608664,45.476661,2
25-201575,-122.62581,45.519574,2
25-201604,-122.681373,45.52279,2
25-201614,-122.671572,45.536644,2
26-109680,-122.71765,45.531906,2
26-109682,-122.578403,45.530331,2
25-123844,-122.707855,45.476105,2
25-201701,-122.664338,45.517272,2
25-201702,-122.556371,45.560528,2
25-201630,-122.66274,45.522955,2
25-201641,-122.673914,45.525948,2
25-201643,-122.652966,45.577181,2
26-140476,-122.581465,45.5228,2
26-140478,-122.49043,45.50428,2
25-123761,-122.64854,45.516939,2
25-123763,-122.673002,45.517057,2
25-123773,-122.536894,45.531339,2
25-123797,-122.657695,45.517622,2
25-123800,-122.552823,45.573078,2
25-123807,-122.575214,45.503289,2
25-201655,-122.539869,45.476493,2
25-201670,-122.638099,45.518577,2
26-109645,-122.662325,45.516546,2
25-201735,-122.534536,45.522617,2
25-201746,-122.566808,45.519431,2
26-140491,-122.572301,45.480155,2
26-140499,-122.655112,45.513584,2
26-140500,-122.645869,45.525065,2
26-140510,-122.556004,45.494914,2
26-140511,-122.53269,45.4976,2
26-140515,-122.691643,45.537023,2
26-140518,-122.558807,45.534037,2
26-140521,-122.659859,45.51799,2
26-140528,-122.687418,45.52857,2
25-123721,-122.653765,45.50592,2
25-123722,-122.684253,45.461178,2
25-201684,-122.688281,45.524986,2
25-201688,-122.497795,45.548233,2
25-201690,-122.556155,45.53426,2
25-212023,-122.587185,45.535425,2
25-212037,-122.48138,45.552266,2
25-212046,-122.57199,45.53234,2
25-123747,-122.564709,45.475977,2
25-123751,-122.758842,45.6045,2
25-123671,-122.686665,45.53392,2
25-123684,-122.661275,45.519692,2
25-123700,-122.688026,45.53213,2
25-123704,-122.651297,45.487706,2
25-123716,-122.555536,45.474085,2
25-123628,-122.584155,45.564719,2
25-123630,-122.49132,45.549715,2
25-212049,-122.594739,45.497265,2
25-201722,-122.564706,45.482704,2
25-201727,-122.672036,45.52334,2
25-201732,-122.532309,45.567587,2
26-109583,-122.675004,45.52963,2
26-109586,-122.49946,45.5054,2
26-109587,-122.571723,45.503748,2
26-109589,-122.537835,45.556087,2
26-109592,-122.68186,45.52932,2
25-123648,-122.577957,45.48355,2
25-123653,-122.662622,45.563876,2
25-123670,-122.630391,45.498633,2
26-140534,-122.57593,45.479384,2
26-140544,-122.677626,45.520716,2
26-140550,-122.678018,45.507868,2
26-109594,-122.66484,45.506527,2
26-109609,-122.656625,45.525765,2
26-109617,-122.656914,45.535721,2
25-201749,-122.624272,45.506693,2
25-212017,-122.657788,45.509721,2
26-109567,-122.562259,45.468941,2
25-212146,-122.586275,45.481525,2
26-140563,-122.596709,45.510482,2
25-113010,-122.56456,45.50822,2
25-123528,-122.56848,45.4799,2
25-123567,-122.6747,45.52126,2
25-123572,-122.675985,45.51941,2
25-123575,-122.51046,45.503561,2
25-123579,-122.65045,45.491227,2
25-123580,-122.508062,45.480066,2
25-123590,-122.647204,45.465743,2
25-212074,-122.65203,45.49693,2
25-212082,-122.743783,45.58854,2
25-212115,-122.670786,45.526476,2
25-212118,-122.578148,45.475667,2
25-212121,-122.562342,45.521297,2
25-112963,-122.734762,45.586513,2
25-112964,-122.697625,45.553084,2
25-112978,-122.594373,45.479505,2
25-112981,-122.656996,45.505653,2
25-112983,-122.563401,45.533347,2
26-140585,-122.597267,45.485421,2
26-140587,-122.612261,45.511377,2
26-140592,-122.562991,45.519786,2
26-140604,-122.640386,45.497051,2
26-149614,-122.734374,45.586956,2
25-112998,-122.573583,45.488035,2
25-113006,-122.57659,45.466871,2
26-109544,-122.616367,45.505118,2
26-109545,-122.689219,45.522967,2
26-109555,-122.501717,45.517691,2
26-109556,-122.671493,45.523616,2
25-112937,-122.6771,45.495023,2
25-112946,-122.576808,45.490021,2
26-149628,-122.73638,45.58664,2
26-149635,-122.56126,45.52385,2
26-149649,-122.547563,45.548066,2
26-149651,-122.72663,45.593462,2
26-149655,-122.570606,45.46929,2
26-149663,-122.558701,45.521753,2
26-109515,-122.512116,45.522798,2
26-109516,-122.513232,45.523596,2
26-109534,-122.53642,45.49225,2
26-109541,-122.681506,45.592653,2
25-212172,-122.673821,45.540212,2
25-212173,-122.694419,45.5263,2
25-212192,-122.636545,45.494541,2
25-212212,-122.742532,45.582417,2
25-212298,-122.56772,45.47994,2
25-212301,-122.542915,45.51126,2
26-149665,-122.65447,45.50921,2
25-112872,-122.623829,45.500722,2
25-112876,-122.5778,45.477581,2
25-112880,-122.572392,45.505124,2
25-112885,-122.678114,45.613055,2
25-112890,-122.677245,45.53127,2
25-112897,-122.653556,45.521102,2
25-112812,-122.653531,45.576966,2
25-212224,-122.579961,45.497507,2
25-212234,-122.672677,45.518902,2
25-212236,-122.765109,45.594002,2
25-212252,-122.547471,45.489696,2
26-109512,-122.736034,45.586851,2
25-112921,-122.686467,45.52738,2
25-212333,-122.614803,45.538027,2
26-109452,-122.672,45.56704,2
26-109465,-122.53755,45.494165,2
25-112813,-122.651752,45.577211,2
25-112828,-122.686376,45.528591,2
25-112831,-122.58185,45.499004,2
25-112852,-122.566856,45.478929,2
26-149674,-122.758911,45.590517,2
26-149678,-122.648621,45.524112,2
26-149690,-122.519252,45.487453,2
26-109481,-122.687974,45.55606,2
25-212258,-122.705,45.612371,2
25-212264,-122.614884,45.550458,2
25-212281,-122.637119,45.516068,2
25-212286,-122.650241,45.532903,2
25-212287,-122.60556,45.49726,2
25-112713,-122.655745,45.523078,2
25-112734,-122.660406,45.498307,2
25-112756,-122.739318,45.582671,2
26-149707,-122.536389,45.502264,2
26-149718,-122.667563,45.585449,2
26-149691,-122.484711,45.490488,2
25-112760,-122.546579,45.476385,2
25-112766,-122.516398,45.559696,2
25-112772,-122.673329,45.58377,2
25-112788,-122.583519,45.524625,2
25-112793,-122.611221,45.506006,2
25-112797,-122.558056,45.533538,2
25-212309,-122.667975,45.535155,2
25-212310,-122.604074,45.497467,2
25-212320,-122.572639,45.486879,2
25-212325,-122.667375,45.58535,2
25-212430,-122.61593,45.512817,2
26-109418,-122.586801,45.526569,2
26-149725,-122.516157,45.560258,2
26-149732,-122.559856,45.49062,2
26-149739,-122.564104,45.568386,2
25-112654,-122.564839,45.473256,2
25-112658,-122.651753,45.57661,2
25-112674,-122.658915,45.518833,2
25-112686,-122.564678,45.479734,2
25-112614,-122.568787,45.488824,2
26-109429,-122.564918,45.550447,2
26-109430,-122.686113,45.51805,2
26-109433,-122.644099,45.483551,2
26-109437,-122.659263,45.53224,2
25-212351,-122.621646,45.536593,2
25-112702,-122.675008,45.524418,2
25-212463,-122.606397,45.496688,2
25-212467,-122.676703,45.511888,2
25-112616,-122.55505,45.56264,2
25-112628,-122.65759,45.53563,2
25-112637,-122.513221,45.52224,2
25-112638,-122.665001,45.516609,2
25-112645,-122.566996,45.471657,2
26-149742,-122.560276,45.567634,2
26-149743,-122.559319,45.567349,2
26-149762,-122.67385,45.5207,2
25-212475,-122.558056,45.533538,2
25-212388,-122.560596,45.494208,2
25-212394,-122.51473,45.52663,2
25-212399,-122.492071,45.482902,2
25-212415,-122.7517,45.591778,2
25-212420,-122.626954,45.512407,2
26-149766,-122.563578,45.524315,2
26-149771,-122.570901,45.496336,2
25-112571,-122.683817,45.513741,2
25-112593,-122.540926,45.503466,2
25-112601,-122.659709,45.533732,2
25-112604,-122.66064,45.533645,2
25-112606,-122.65772,45.514365,2
25-112610,-122.481771,45.486226,2
26-109390,-122.571412,45.491023,2
26-109395,-122.555548,45.520301,2
26-109398,-122.669992,45.468361,2
26-109406,-122.662565,45.505918,2
25-212445,-122.584623,45.526108,2
25-212449,-122.49669,45.503841,2
25-212454,-122.732799,45.581188,2
25-212459,-122.596288,45.49608,2
25-112521,-122.574538,45.464762,2
25-112525,-122.577221,45.467514,2
25-112538,-122.661629,45.520568,2
25-112539,-122.59528,45.51148,2
25-112543,-122.673296,45.516121,2
26-149784,-122.65395,45.499609,2
26-109343,-122.679661,45.523656,2
26-109344,-122.680224,45.523175,2
26-109349,-122.666591,45.52012,2
26-109364,-122.694894,45.524099,2
25-212480,-122.591763,45.547153,2
25-212505,-122.706739,45.533206,2
25-212515,-122.754476,45.590102,2
26-109372,-122.51918,45.509521,2
26-109381,-122.537255,45.502226,2
26-149765,-122.556581,45.513907,2
25-221904,-122.67468,45.58165,2
25-212519,-122.529522,45.522324,2
26-149799,-122.647204,45.465743,2
26-149804,-122.638577,45.490297,2
26-149805,-122.760667,45.601027,2
26-149810,-122.629105,45.494848,2
26-149816,-122.726611,45.600118,2
26-149835,-122.666259,45.537028,2
25-102519,-122.662731,45.523652,2
25-102525,-122.673949,45.517767,2
25-102536,-122.676886,45.509056,2
25-102560,-122.66552,45.534186,2
25-212530,-122.631507,45.498292,2
25-212537,-122.557418,45.476795,2
26-109329,-122.533865,45.522534,2
26-109341,-122.683473,45.597047,2
26-109313,-122.650375,45.500292,2
25-221911,-122.694851,45.528372,2
25-221914,-122.563613,45.52348,2
25-221925,-122.657542,45.494784,2
25-102564,-122.650557,45.487215,2
25-102474,-122.664285,45.537178,2
25-102485,-122.673774,45.540385,2
25-102493,-122.683923,45.479915,2
25-102500,-122.588083,45.479279,2
25-102507,-122.656399,45.502053,2
25-102513,-122.657487,45.52157,2
25-221862,-122.609777,45.496767,2
25-221864,-122.542673,45.539602,2
25-221865,-122.600099,45.491322,2
25-221870,-122.638047,45.495962,2
25-221900,-122.536632,45.521284,2
26-149838,-122.665712,45.535694,2
26-149858,-122.637477,45.484732,2
26-149863,-122.573572,45.467363,2
26-149870,-122.568342,45.534062,2
26-149883,-122.59712,45.478865,2
25-102433,-122.64975,45.484616,2
25-102439,-122.557529,45.502664,2
25-102451,-122.680166,45.581048,2
25-102455,-122.62981,45.491417,2
25-102456,-122.68442,45.51505,2
25-102460,-122.654692,45.512215,2
25-102461,-122.677004,45.524441,2
26-109285,-122.659103,45.527993,2
26-109297,-122.5541,45.54679,2
26-109302,-122.552952,45.472818,2
26-109304,-122.566277,45.468419,2
25-222242,-122.532671,45.521845,2
25-222246,-122.478558,45.55105,2
25-102362,-122.579763,45.520454,2
25-102363,-122.708664,45.587793,2
25-102367,-122.675292,45.544661,2
25-102399,-122.68916,45.535008,2
25-102410,-122.667278,45.514899,2
25-102421,-122.549875,45.498167,2
25-102423,-122.654449,45.511576,2
26-149940,-122.648792,45.487614,2
26-149954,-122.656251,45.510027,2
26-149958,-122.58127,45.53297,2
25-221945,-122.552549,45.518548,2
25-221964,-122.675003,45.555588,2
25-221974,-122.561967,45.526299,2
25-221981,-122.600946,45.475825,2
25-222049,-122.618912,45.535128,2
25-222050,-122.599615,45.479159,2
25-222060,-122.556782,45.558868,2
25-221987,-122.78581,45.59698,2
25-221989,-122.6578,45.518208,2
26-149962,-122.508021,45.522768,2
26-149971,-122.667753,45.535029,2
26-149975,-122.590703,45.480098,2
26-149976,-122.544422,45.529893,2
25-102292,-122.628808,45.48707,2
25-102308,-122.678484,45.572876,2
25-102309,-122.651764,45.548929,2
25-102357,-122.564453,45.466186,2
25-102223,-122.564544,45.507151,2
25-222008,-122.580898,45.495045,2
25-222232,-122.510709,45.519156,2
25-222117,-122.67339,45.52094,2
25-222122,-122.695852,45.536257,2
25-102237,-122.57979,45.472011,2
25-102238,-122.569179,45.468485,2
25-102251,-122.579711,45.517634,2
25-102255,-122.641218,45.47384,2
25-102260,-122.683972,45.594717,2
25-102261,-122.513201,45.519965,2
25-102278,-122.535949,45.497904,2
25-102290,-122.561234,45.478094,2
26-149986,-122.491534,45.504583,2
25-222023,-122.682749,45.555471,2
25-222029,-122.659877,45.508653,2
25-222037,-122.591936,45.463268,2
25-222039,-122.681364,45.530119,2
25-222045,-122.544538,45.535344,2
25-102109,-122.67684,45.53071,2
25-102038,-122.568594,45.464712,2
25-102026,-122.725557,45.593719,2
26-150086,-122.679233,45.527291,2
26-150076,-122.625924,45.514681,2
25-102052,-122.694472,45.527725,2
25-222199,-122.661694,45.516078,2
25-222129,-122.601154,45.497278,2
25-222133,-122.572816,45.468381,2
25-222136,-122.494966,45.504574,2
25-222165,-122.560726,45.526297,2
25-222211,-122.709652,45.541345,2
25-222213,-122.620409,45.535649,2
25-222215,-122.648631,45.485961,2
25-222216,-122.659242,45.504946,2
25-102217,-122.565756,45.529242,2
26-129825,-122.630188,45.533761,2
26-129842,-122.698016,45.53879,2
25-167636,-122.568462,45.471328,2
25-167639,-122.634342,45.486466,2
25-167644,-122.698789,45.539308,2
25-167654,-122.672675,45.539867,2
25-167656,-122.676108,45.542704,2
25-102059,-122.707948,45.586869,2
25-102062,-122.73048,45.55309,2
25-102069,-122.537676,45.50231,2
26-150096,-122.574114,45.495928,2
26-150097,-122.665969,45.552372,2
26-150106,-122.676232,45.525151,2
26-150131,-122.661275,45.464119,2
26-150133,-122.692747,45.535534,2
25-222181,-122.553625,45.55849,2
25-102023,-122.56652,45.510005,1
25-102028,-122.681727,45.587889,1
25-102043,-122.4879,45.515827,1
25-102049,-122.565059,45.482268,1
25-102056,-122.661378,45.5365,1
25-102058,-122.647794,45.498801,1
25-102066,-122.592403,45.507803,1
26-150092,-122.686123,45.524321,1
25-102214,-122.560725,45.563791,1
25-102205,-122.62931,45.496827,1
25-102196,-122.689661,45.514332,1
25-102189,-122.664317,45.517264,1
25-102187,-122.562248,45.52259,1
26-150021,-122.511077,45.504515,1
26-150012,-122.661136,45.566561,1
26-150008,-122.680142,45.524421,1
26-150005,-122.496831,45.502741,1
26-149997,-122.638488,45.528642,1
25-102234,-122.580358,45.482349,1
25-102225,-122.683983,45.487987,1
25-102350,-122.640306,45.528156,1
25-102345,-122.666323,45.528427,1
25-102341,-122.683543,45.520402,1
25-102329,-122.564431,45.526531,1
25-222121,-122.739038,45.582859,1
25-222091,-122.594274,45.534471,1
25-222073,-122.63921,45.58012,1
25-222228,-122.53895,45.53113,1
25-222225,-122.634877,45.560287,1
25-222220,-122.66091,45.51668,1
25-222209,-122.617284,45.528988,1
25-222160,-122.564743,45.547161,1
25-222159,-122.539869,45.476493,1
25-222157,-122.669442,45.547303,1
25-222155,-122.665808,45.518557,1
25-222153,-122.646636,45.499856,1
25-222151,-122.664623,45.52006,1
25-222142,-122.648497,45.515858,1
25-222132,-122.585213,45.505539,1
25-222202,-122.699532,45.568259,1
25-221970,-122.521175,45.554868,1
25-221942,-122.602151,45.481381,1
25-221941,-122.743303,45.437541,1
25-221937,-122.65803,45.50578,1
25-222239,-122.539516,45.524047,1
25-222235,-122.612594,45.497869,1
25-222234,-122.663072,45.515765,1
25-222020,-122.68737,45.590811,1
25-222013,-122.63712,45.530681,1
25-222000,-122.530241,45.505824,1
25-221993,-122.550902,45.477827,1
25-222070,-122.567114,45.478631,1
25-222052,-122.64743,45.486935,1
25-222048,-122.496867,45.497337,1
25-222035,-122.614616,45.49791,1
25-222127,-122.610053,45.477712,1
25-221935,-122.499058,45.519152,1
25-221924,-122.66159,45.547901,1
25-221915,-122.537679,45.531304,1
25-221913,-122.698923,45.530633,1
25-221912,-122.660703,45.507426,1
25-221906,-122.55716,45.55943,1
26-109317,-122.571228,45.481373,1
26-109314,-122.698896,45.539511,1
26-109310,-122.542715,45.531579,1
26-109295,-122.556589,45.475147,1
26-109292,-122.555484,45.475211,1
26-109291,-122.538908,45.557643,1
25-222278,-122.609206,45.478403,1
25-222267,-122.511085,45.505001,1
25-221983,-122.661506,45.519306,1
25-221980,-122.651807,45.475307,1
25-212489,-122.531144,45.533541,1
25-212487,-122.606134,45.497731,1
25-212479,-122.64162,45.461032,1
25-212476,-122.685742,45.595223,1
26-109361,-122.484823,45.550568,1
26-109348,-122.673631,45.515464,1
26-109336,-122.569603,45.470449,1
26-109323,-122.650788,45.486854,1
25-221858,-122.681108,45.483394,1
25-221857,-122.565461,45.47272,1
25-221845,-122.536512,45.532361,1
25-212539,-122.567414,45.478877,1
25-212523,-122.67683,45.52754,1
25-221902,-122.493452,45.504241,1
25-221869,-122.742023,45.600441,1
25-221863,-122.567476,45.479606,1
25-212450,-122.494973,45.503751,1
25-212446,-122.52857,45.52057,1
25-212440,-122.61483,45.538988,1
25-212438,-122.645666,45.498121,1
26-109405,-122.677679,45.569911,1
26-109402,-122.510709,45.519156,1
26-109400,-122.536724,45.532414,1
26-109399,-122.644399,45.47905,1
26-109382,-122.55681,45.532782,1
26-109373,-122.606188,45.498087,1
26-109368,-122.491491,45.549762,1
25-212514,-122.601026,45.464476,1
25-212507,-122.56707,45.51554,1
25-212503,-122.654678,45.514355,1
25-212501,-122.628901,45.553656,1
25-212492,-122.747998,45.604331,1
25-212381,-122.558154,45.517032,1
25-212378,-122.664505,45.516467,1
25-212368,-122.676027,45.542734,1
25-212366,-122.53754,45.4778,1
25-212344,-122.658796,45.514161,1
25-212340,-122.665282,45.579285,1
25-212338,-122.637725,45.527209,1
26-109444,-122.572293,45.482261,1
26-109438,-122.585997,45.559575,1
26-109432,-122.568718,45.489498,1
26-109431,-122.56485,45.482954,1
26-109422,-122.610455,45.511727,1
25-212436,-122.701889,45.512156,1
25-212435,-122.661704,45.513813,1
25-212432,-122.537151,45.480415,1
25-212469,-122.630317,45.533774,1
25-212271,-122.630666,45.535159,1
26-109490,-122.676931,45.527609,1
26-109480,-122.684766,45.514667,1
26-109478,-122.676221,45.510355,1
26-109477,-122.757155,45.588702,1
26-109473,-122.564622,45.48435,1
26-109468,-122.537808,45.493187,1
26-109458,-122.537103,45.476537,1
26-109449,-122.688028,45.515298,1
26-109447,-122.571452,45.530871,1
25-212336,-122.634326,45.487535,1
25-212330,-122.485328,45.553842,1
25-212323,-122.74758,45.59247,1
25-212313,-122.563739,45.520646,1
25-212305,-122.662579,45.535435,1
25-212303,-122.689295,45.524967,1
25-212199,-122.580541,45.465165,1
25-212196,-122.667056,45.518532,1
25-212195,-122.624116,45.571303,1
25-212194,-122.666139,45.532584,1
26-109537,-122.556004,45.478875,1
26-109535,-122.573193,45.482043,1
26-109532,-122.608602,45.496912,1
26-109517,-122.650638,45.533991,1
26-109494,-122.658167,45.524317,1
25-212249,-122.693336,45.516165,1
25-212243,-122.678436,45.525805,1
25-212233,-122.695269,45.528385,1
25-212232,-122.686376,45.528591,1
25-212214,-122.586355,45.503456,1
25-212278,-122.557981,45.537625,1
25-212273,-122.57792,45.511969,1
25-212166,-122.692459,45.535477,1
25-212165,-122.662077,45.582006,1
25-212156,-122.56058,45.495095,1
25-212152,-122.642395,45.519398,1
25-212145,-122.575595,45.480573,1
25-212143,-122.670267,45.485291,1
25-212140,-122.686887,45.582392,1
25-212139,-122.677474,45.507968,1
25-212130,-122.652419,45.523,1
26-109575,-122.660261,45.525096,1
26-109562,-122.496722,45.512724,1
26-109561,-122.585762,45.497199,1
26-109558,-122.657236,45.501689,1
26-109550,-122.59375,45.52436,1
25-212213,-122.674305,45.523687,1
25-212206,-122.76372,45.645031,1
25-212038,-122.602377,45.529257,1
25-212028,-122.560932,45.522964,1
25-212022,-122.58534,45.485193,1
25-212014,-122.656031,45.479288,1
26-109603,-122.602788,45.492774,1
26-109598,-122.652594,45.529851,1
26-109597,-122.664942,45.513189,1
26-109581,-122.671795,45.526818,1
26-109578,-122.67584,45.525871,1
25-212111,-122.750201,45.596063,1
25-212105,-122.568553,45.533458,1
25-212104,-122.681314,45.52868,1
25-212076,-122.677633,45.523277,1
25-212069,-122.618119,45.505702,1
25-212063,-122.664354,45.526733,1
25-212169,-122.546039,45.548005,1
25-201584,-122.64347,45.57868,1
26-109665,-122.702313,45.464414,1
26-109657,-122.50156,45.521944,1
26-109634,-122.647569,45.57953,1
26-109631,-122.671484,45.520284,1
26-109623,-122.6535,45.503465,1
25-201644,-122.6876,45.5622,1
25-201638,-122.658682,45.51936,1
25-201620,-122.59429,45.534883,1
25-201709,-122.532188,45.483385,1
25-201700,-122.504087,45.549433,1
25-201694,-122.677299,45.521342,1
25-201691,-122.67554,45.526647,1
25-201686,-122.53236,45.49697,1
25-201724,-122.68939,45.58175,1
25-201723,-122.669874,45.523059,1
25-201537,-122.689491,45.534544,1
25-201519,-122.673876,45.513685,1
25-201501,-122.692652,45.535442,1
25-201500,-122.639512,45.462478,1
25-201496,-122.570604,45.497397,1
26-109700,-122.563096,45.464879,1
26-109696,-122.640901,45.497254,1
26-109674,-122.608042,45.497483,1
26-109673,-122.588109,45.477628,1
26-109672,-122.568519,45.523775,1
26-109670,-122.684423,45.515388,1
25-201609,-122.66113,45.516219,1
25-201608,-122.567255,45.489939,1
25-201599,-122.660728,45.519748,1
25-201590,-122.672469,45.567436,1
25-201585,-122.513877,45.503491,1
25-201358,-122.686222,45.525405,1
25-201341,-122.649291,45.490585,1
25-201334,-122.565912,45.472355,1
26-109730,-122.60806,45.527773,1
26-109726,-122.572381,45.532073,1
26-109724,-122.519818,45.551979,1
26-109721,-122.673208,45.541806,1
25-201398,-122.577993,45.51124,1
25-201396,-122.665558,45.513732,1
25-201387,-122.496743,45.50367,1
25-201372,-122.685646,45.590115,1
25-201477,-122.625848,45.520287,1
25-201475,-122.58105,45.56768,1
25-201450,-122.667,45.53977,1
25-201444,-122.737069,45.597044,1
25-201546,-122.555568,45.532676,1
25-190804,-122.54905,45.49783,1
26-119220,-122.690892,45.469786,1
26-119218,-122.573347,45.467377,1
26-109743,-122.67654,45.52899,1
26-109742,-122.567478,45.5047,1
25-201244,-122.485294,45.490518,1
25-201231,-122.677441,45.507824,1
25-201227,-122.656211,45.519305,1
25-201218,-122.547311,45.534157,1
25-201211,-122.66021,45.526413,1
25-201305,-122.568566,45.468431,1
25-201275,-122.680333,45.527079,1
25-201258,-122.659913,45.504501,1
25-201368,-122.731898,45.588893,1
25-201367,-122.567954,45.518991,1
25-201359,-122.53475,45.4827,1
25-190631,-122.579597,45.486523,1
26-119283,-122.762411,45.587489,1
26-119277,-122.648819,45.464227,1
25-190694,-122.65772,45.514365,1
25-190686,-122.617465,45.480626,1
25-190680,-122.487291,45.504287,1
25-190676,-122.561084,45.475617,1
25-190739,-122.65508,45.52333,1
25-190727,-122.691531,45.585428,1
25-190794,-122.590175,45.473666,1
25-190792,-122.498367,45.550039,1
25-190775,-122.56245,45.504387,1
25-190762,-122.664499,45.498255,1
25-201205,-122.555151,45.579085,1
25-201184,-122.537227,45.512938,1
25-201181,-122.672578,45.546327,1
25-190605,-122.568603,45.482818,1
25-190596,-122.639861,45.529973,1
