scale,sheltered_mean,sheltered_min,sheltered_max,mobility_gap_pp
0.8,73.26805027769659,73.23881905875474,73.31189710610933,28.33465401214856
1.0,91.50833089739842,91.47909967845659,91.55217772581116,23.51545160185709
1.2,99.51281301763616,99.47383805904705,99.59076293481438,-0.03859727579396122
1.4,99.51281301763616,99.47383805904705,99.59076293481438,-0.03859727579396122
1.6,99.51281301763616,99.47383805904705,99.59076293481438,-0.03859727579396122
