agent_id,sim_id,commit,random_seed,data_version,starting_encampment,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals,scenario,walking_speed_mps,age_years,age_band,sex,mobility_limited,mobility_category,asthma_flag,copd_flag,any_respiratory,vulnerable_flag
Site 0,sim-20260725-225210-seed42,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,42,0c1d98308440,25-167975,,no,4740,2020-09-10T07:00,,,,6348.48,4243.71,173.09,562.70,54002.8192,175.9117,54002.8192,194.0000,41,1,1,1.000,1.000,REFUSED_ALL_FULL,6337.53,10.94,1,B_optimized_placement,1.3869,41,25-54,MALE,0,unimpaired,1,1,1,1
Site 1,sim-20260725-225210-seed42,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,42,0c1d98308440,25-222229,,no,4740,2020-09-10T07:00,,,,15932.38,13810.97,173.09,562.70,54002.8192,516.1892,54002.8192,194.0000,29,0,0,1.000,1.000,REFUSED_ALL_FULL,15904.80,27.58,1,B_optimized_placement,0.9270,29,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 2,sim-20260725-225210-seed42,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,42,0c1d98308440,25-179260,OPT1,yes,4740,2020-09-10T07:00,4750,2020-09-10T07:10,10.0,515.96,478.28,17.23,112.10,1364.0625,9.9583,1364.0625,6.1833,33,0,0,1.000,1.000,SHELTERED,478.28,37.68,0,B_optimized_placement,0.8257,33,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 3,sim-20260725-225210-seed42,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,42,0c1d98308440,26-149715,,no,4740,2020-09-10T07:00,,,,5152.93,3006.06,173.09,562.70,54002.8192,198.5817,54002.8192,194.0000,35,0,0,1.000,1.000,REFUSED_ALL_FULL,5099.88,53.04,1,B_optimized_placement,1.1114,35,25-54,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 4,sim-20260725-225210-seed42,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,42,0c1d98308440,25-167871,,no,4740,2020-09-10T07:00,,,,14973.15,12878.08,173.09,562.70,54002.8192,386.3367,54002.8192,194.0000,60,1,1,1.000,1.000,REFUSED_ALL_FULL,14971.90,1.25,1,B_optimized_placement,1.1402,60,55-69,FEMALE,1,ambulant_impaired_no_aid,1,1,1,1
Site 5,sim-20260725-225210-seed42,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,42,0c1d98308440,26-140306,,no,4740,2020-09-10T07:00,,,,14047.18,11923.22,173.09,562.70,54002.8192,276.9583,54002.8192,194.0000,31,0,0,1.000,1.000,REFUSED_ALL_FULL,14017.04,30.14,1,B_optimized_placement,1.4420,31,25-54,MALE,0,unimpaired,0,0,0,0
Site 6,sim-20260725-225210-seed42,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,42,0c1d98308440,25-123572,OPT1,yes,4740,2020-09-10T07:00,4749,2020-09-10T07:09,9.0,885.49,856.16,17.22,112.10,1363.0667,8.9625,1363.0667,6.1667,36,0,0,1.000,1.000,SHELTERED,856.16,29.34,0,B_optimized_placement,1.5555,36,25-54,MALE,0,unimpaired,0,0,0,0
Site 7,sim-20260725-225210-seed42,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,42,0c1d98308440,25-145307,,no,4740,2020-09-10T07:00,,,,9404.29,7175.04,173.09,562.70,54002.8192,566.5217,54002.8192,194.0000,38,1,0,1.000,1.000,REFUSED_ALL_FULL,9268.86,135.43,1,B_optimized_placement,0.5774,38,25-54,MALE,1,ambulant_impaired_no_aid,1,0,1,1
Site 8,sim-20260725-225210-seed42,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,42,0c1d98308440,25-167592,,no,4740,2020-09-10T07:00,,,,5423.11,3323.22,173.09,562.70,54002.8192,164.9575,54002.8192,194.0000,44,0,0,1.000,1.000,REFUSED_ALL_FULL,5417.05,6.06,1,B_optimized_placement,1.3813,44,25-54,MALE,0,unimpaired,0,0,0,0
Site 9,sim-20260725-225210-seed42,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,42,0c1d98308440,26-130108,,no,4740,2020-09-10T07:00,,,,16082.82,13973.22,173.09,562.70,54002.8192,715.0875,54002.8192,194.0000,26,0,1,1.000,1.000,REFUSED_ALL_FULL,16067.04,15.78,1,B_optimized_placement,0.7088,26,25-54,MALE,1,ambulant_impaired_no_aid,0,1,1,1
