agent_id,sim_id,commit,random_seed,data_version,starting_encampment,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals
Site 324,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-102178,,no,960,2020-09-07T16:00,,,,19217.55,10566.39,173.09,562.70,54002.8192,338.7617,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,19135.75,81.80,2
Site 325,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-109438,,no,960,2020-09-07T16:00,,,,16370.55,7727.78,173.09,562.70,54002.8192,300.9183,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,16297.14,73.41,2
Site 326,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-179187,,no,960,2020-09-07T16:00,,,,18767.31,10148.51,173.09,562.70,54002.8192,332.6217,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,18717.87,49.44,2
Site 327,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-222132,,no,960,2020-09-07T16:00,,,,16757.30,8172.07,173.09,562.70,54002.8192,305.1550,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,16741.43,15.87,2
Site 328,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-112963,CJ,yes,960,2020-09-07T16:00,985,2020-09-07T16:25,25.0,2026.28,1979.09,11.04,82.50,181.1583,34.3750,181.1583,0.4333,,,,1.000,1.000,SHELTERED,1979.09,47.19,0
Site 329,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-112658,CJ,yes,960,2020-09-07T16:00,1029,2020-09-07T17:09,69.0,5415.19,5413.88,14.01,82.50,240.2083,93.4250,240.2083,1.1667,,,,1.000,1.000,SHELTERED,5413.88,1.31,0
Site 330,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-123772,,no,960,2020-09-07T16:00,,,,14089.82,5384.46,173.09,562.70,54002.8192,269.1433,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,13953.82,136.00,2
Site 331,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-140468,OCC,yes,960,2020-09-07T16:00,990,2020-09-07T16:30,30.0,2355.26,2353.96,11.40,82.50,188.0333,41.2500,188.0333,0.5167,,,,1.000,1.000,SHELTERED,2353.96,1.31,0
Site 332,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-145513,OCC,yes,960,2020-09-07T16:00,996,2020-09-07T16:36,36.0,2885.15,2881.76,11.82,82.50,196.2833,49.5000,196.2833,0.6167,,,,1.000,1.000,SHELTERED,2881.76,3.40,0
Site 333,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-134430,,no,960,2020-09-07T16:00,,,,14845.04,14843.77,173.09,562.70,54002.8192,279.7350,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,14843.77,1.27,1
Site 334,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-112650,,no,960,2020-09-07T16:00,,,,19766.18,11173.86,173.09,562.70,54002.8192,345.9250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,19743.22,22.95,2
Site 335,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-212485,CJ,yes,960,2020-09-07T16:00,1126,2020-09-07T18:46,166.0,13004.26,4408.93,20.76,112.10,389.5200,242.7367,389.5200,2.7833,,,,1.000,1.000,SHELTERED,12978.29,25.97,1
Site 336,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-145131,CJ,yes,960,2020-09-07T16:00,1123,2020-09-07T18:43,163.0,12780.43,4117.32,20.51,112.10,383.9150,237.1317,383.9150,2.7333,,,,1.000,1.000,SHELTERED,12686.68,93.75,1
Site 337,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-109595,,no,960,2020-09-07T16:00,,,,14090.35,14073.12,173.09,562.70,54002.8192,269.1433,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,14073.12,17.23,1
Site 338,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-201347,OCC,yes,960,2020-09-07T16:00,995,2020-09-07T16:35,35.0,2773.38,2754.02,11.75,82.50,194.9083,48.1250,194.9083,0.6000,,,,1.000,1.000,SHELTERED,2754.02,19.36,0
Site 339,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-201336,OCC,yes,960,2020-09-07T16:00,971,2020-09-07T16:11,11.0,858.23,834.04,10.00,82.50,161.9083,15.1250,161.9083,0.2000,,,,1.000,1.000,SHELTERED,834.04,24.19,0
Site 340,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-145126,,no,960,2020-09-07T16:00,,,,15034.62,15010.69,173.09,562.70,54002.8192,281.8533,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,15010.69,23.92,1
Site 341,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-129964,,no,960,2020-09-07T16:00,,,,20176.87,11597.36,173.09,562.70,54002.8192,351.0417,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,20166.72,10.15,2
Site 342,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-149863,,no,960,2020-09-07T16:00,,,,20601.70,11997.89,173.09,562.70,54002.8192,357.1817,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,20567.25,25.59,2
Site 343,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-212526,,no,960,2020-09-07T16:00,,,,17268.30,8656.58,173.09,562.70,54002.8192,312.5692,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,17225.94,42.36,2
Site 344,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-102024,CJ,yes,960,2020-09-07T16:00,1004,2020-09-07T16:44,44.0,3490.29,3408.87,12.39,82.50,207.2833,60.5000,207.2833,0.7500,,,,1.000,1.000,SHELTERED,3408.87,81.41,0
Site 345,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-178882,CJ,yes,960,2020-09-07T16:00,1127,2020-09-07T18:47,167.0,13043.23,4421.37,20.84,112.10,391.3883,244.6050,391.3883,2.8000,,,,1.000,1.000,SHELTERED,12990.73,52.50,1
Site 346,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-134510,,no,960,2020-09-07T16:00,,,,19199.24,10628.57,173.09,562.70,54002.8192,338.7617,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,19197.93,1.31,2
Site 347,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-156177,,no,960,2020-09-07T16:00,,,,16697.66,8087.78,173.09,562.70,54002.8192,305.1550,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,16657.14,40.53,2
Site 348,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-201643,CJ,yes,960,2020-09-07T16:00,1027,2020-09-07T17:07,67.0,5286.74,5241.47,13.89,82.50,237.7483,90.9650,237.7483,1.1333,,,,1.000,1.000,SHELTERED,5241.47,45.26,0
Site 349,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-109645,OCC,yes,960,2020-09-07T16:00,978,2020-09-07T16:18,18.0,1427.10,1409.52,10.52,82.50,171.5333,24.7500,171.5333,0.3167,,,,1.000,1.000,SHELTERED,1409.52,17.58,0
Site 350,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-167630,CJ,yes,960,2020-09-07T16:00,1116,2020-09-07T18:36,156.0,12231.03,3660.37,19.94,112.10,370.8367,224.0533,370.8367,2.6167,,,,1.000,1.000,SHELTERED,12229.73,1.30,1
Site 351,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-123681,OCC,yes,960,2020-09-07T16:00,974,2020-09-07T16:14,14.0,1159.59,1111.60,10.23,82.50,166.0333,19.2500,166.0333,0.2500,,,,1.000,1.000,SHELTERED,1111.60,48.00,0
Site 352,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-201704,,no,960,2020-09-07T16:00,,,,16500.50,7929.84,173.09,562.70,54002.8192,301.9775,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,16499.20,1.30,2
Site 353,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-119225,,no,960,2020-09-07T16:00,,,,14927.65,14771.10,173.09,562.70,54002.8192,280.7942,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,14771.10,156.56,1
Site 354,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-129860,,no,960,2020-09-07T16:00,,,,18794.89,10166.43,173.09,562.70,54002.8192,333.6450,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,18735.79,59.10,2
Site 355,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-109594,OCC,yes,960,2020-09-07T16:00,995,2020-09-07T16:35,35.0,2778.28,2767.44,11.75,82.50,194.9083,48.1250,194.9083,0.6000,,,,1.000,1.000,SHELTERED,2767.44,10.84,0
Site 356,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-190789,OCC,yes,960,2020-09-07T16:00,983,2020-09-07T16:23,23.0,1810.56,1793.19,10.89,82.50,178.4083,31.6250,178.4083,0.4000,,,,1.000,1.000,SHELTERED,1793.19,17.36,0
Site 357,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-149688,,no,960,2020-09-07T16:00,,,,17317.55,8746.88,173.09,562.70,54002.8192,313.6283,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,17316.24,1.30,2
Site 358,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-212286,OCC,yes,960,2020-09-07T16:00,976,2020-09-07T16:16,16.0,1303.43,1286.65,10.38,82.50,168.7833,22.0000,168.7833,0.2833,,,,1.000,1.000,SHELTERED,1286.65,16.79,0
Site 359,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-140252,,no,960,2020-09-07T16:00,,,,20280.53,11630.99,173.09,562.70,54002.8192,353.0883,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,20200.35,80.18,2
Site 360,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-119279,,no,960,2020-09-07T16:00,,,,17670.65,9074.81,173.09,562.70,54002.8192,317.8650,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,17644.17,26.48,2
Site 361,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-145334,,no,960,2020-09-07T16:00,,,,19326.06,10741.03,173.09,562.70,54002.8192,339.7850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,19310.40,15.66,2
Site 362,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-201707,,no,960,2020-09-07T16:00,,,,16359.82,7789.19,173.09,562.70,54002.8192,299.8592,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,16358.55,1.27,2
Site 363,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-167539,CJ,yes,960,2020-09-07T16:00,1127,2020-09-07T18:47,167.0,13085.05,4514.41,20.84,112.10,391.3883,244.6050,391.3883,2.8000,,,,1.000,1.000,SHELTERED,13083.77,1.28,1
Site 364,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-222160,,no,960,2020-09-07T16:00,,,,17253.25,8565.54,173.09,562.70,54002.8192,312.5692,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,17134.90,118.35,2
Site 365,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-167646,,no,960,2020-09-07T16:00,,,,20513.27,11911.69,173.09,562.70,54002.8192,356.1583,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,20481.05,32.22,2
Site 366,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-129777,CJ,yes,960,2020-09-07T16:00,1021,2020-09-07T17:01,61.0,4787.36,4712.10,13.54,82.50,230.3683,83.5850,230.3683,1.0333,,,,1.000,1.000,SHELTERED,4712.10,75.26,0
Site 367,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-212460,,no,960,2020-09-07T16:00,,,,17986.32,9386.63,173.09,562.70,54002.8192,322.1017,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,17955.99,30.33,2
Site 368,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-156198,OCC,yes,960,2020-09-07T16:00,998,2020-09-07T16:38,38.0,2969.07,2959.82,11.97,82.50,199.0333,52.2500,199.0333,0.6500,,,,1.000,1.000,SHELTERED,2959.82,9.25,0
Site 369,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-134335,CJ,yes,960,2020-09-07T16:00,1114,2020-09-07T18:34,154.0,12030.50,3441.45,19.77,112.10,367.1000,220.3167,367.1000,2.5833,,,,1.000,1.000,SHELTERED,12010.81,19.68,1
Site 370,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-123942,CJ,yes,960,2020-09-07T16:00,1096,2020-09-07T18:16,136.0,10624.35,10124.49,18.26,112.10,333.4700,186.6867,333.4700,2.2833,,,,1.000,1.000,SHELTERED,10124.49,499.86,0
Site 371,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-190338,OCC,yes,960,2020-09-07T16:00,978,2020-09-07T16:18,18.0,1417.24,1385.88,10.52,82.50,171.5333,24.7500,171.5333,0.3167,,,,1.000,1.000,SHELTERED,1385.88,31.36,0
Site 372,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-102156,,no,960,2020-09-07T16:00,,,,17602.31,9027.76,173.09,562.70,54002.8192,316.8058,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,17597.12,5.19,2
Site 373,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-102165,,no,960,2020-09-07T16:00,,,,17948.14,9294.78,173.09,562.70,54002.8192,322.1017,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,17864.14,83.99,2
Site 374,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-190789,OCC,yes,960,2020-09-07T16:00,983,2020-09-07T16:23,23.0,1810.56,1793.19,10.89,82.50,178.4083,31.6250,178.4083,0.4000,,,,1.000,1.000,SHELTERED,1793.19,17.36,0
Site 375,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-150042,,no,960,2020-09-07T16:00,,,,20768.36,12162.51,173.09,562.70,54002.8192,359.2283,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,20731.87,36.49,2
Site 376,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-140115,,no,960,2020-09-07T16:00,,,,17346.63,8746.88,173.09,562.70,54002.8192,313.6283,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,17316.24,30.38,2
Site 377,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-212228,,no,960,2020-09-07T16:00,,,,14230.82,14176.07,173.09,562.70,54002.8192,271.2617,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,14176.07,54.75,1
Site 378,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-145186,OCC,yes,960,2020-09-07T16:00,998,2020-09-07T16:38,38.0,3032.12,3012.28,11.97,82.50,199.0333,52.2500,199.0333,0.6500,,,,1.000,1.000,SHELTERED,3012.28,19.84,0
Site 379,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-140324,,no,960,2020-09-07T16:00,,,,20055.73,11386.13,173.09,562.70,54002.8192,350.0183,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,19955.49,100.24,2
Site 380,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-212211,OCC,yes,960,2020-09-07T16:00,993,2020-09-07T16:33,33.0,2621.67,2612.10,11.61,82.50,192.1583,45.3750,192.1583,0.5667,,,,1.000,1.000,SHELTERED,2612.10,9.57,0
Site 381,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-112990,OCC,yes,960,2020-09-07T16:00,981,2020-09-07T16:21,21.0,1686.88,1668.06,10.74,82.50,175.6583,28.8750,175.6583,0.3667,,,,1.000,1.000,SHELTERED,1668.06,18.82,0
Site 382,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-102327,,no,960,2020-09-07T16:00,,,,19256.91,10676.87,173.09,562.70,54002.8192,339.7850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,19246.23,10.67,2
Site 383,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-129886,,no,960,2020-09-07T16:00,,,,16700.15,8092.12,173.09,562.70,54002.8192,305.1550,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,16661.48,38.67,2
Site 384,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-119257,OCC,yes,960,2020-09-07T16:00,992,2020-09-07T16:32,32.0,2567.08,2551.89,11.54,82.50,190.7833,44.0000,190.7833,0.5500,,,,1.000,1.000,SHELTERED,2551.89,15.19,0
Site 385,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-201679,CJ,yes,960,2020-09-07T16:00,1115,2020-09-07T18:35,155.0,12082.87,3440.74,19.85,112.10,368.9683,222.1850,368.9683,2.6000,,,,1.000,1.000,SHELTERED,12010.10,72.76,1
Site 386,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-130107,,no,960,2020-09-07T16:00,,,,20696.66,12007.50,173.09,562.70,54002.8192,358.2050,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,20576.86,119.81,2
Site 387,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-123717,CJ,yes,960,2020-09-07T16:00,1005,2020-09-07T16:45,45.0,3579.02,3559.79,12.46,82.50,208.6583,61.8750,208.6583,0.7667,,,,1.000,1.000,SHELTERED,3559.79,19.24,0
Site 388,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-190726,,no,960,2020-09-07T16:00,,,,20850.34,12272.04,173.09,562.70,54002.8192,360.2517,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,20841.40,8.93,2
Site 389,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-145107,,no,960,2020-09-07T16:00,,,,19554.12,10964.25,173.09,562.70,54002.8192,342.8550,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,19533.61,20.51,2
Site 390,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-134314,,no,960,2020-09-07T16:00,,,,17402.31,8814.04,173.09,562.70,54002.8192,314.6875,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,17383.40,18.91,2
Site 391,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-109430,OCC,yes,960,2020-09-07T16:00,997,2020-09-07T16:37,37.0,2891.09,2852.10,11.90,82.50,197.6583,50.8750,197.6583,0.6333,,,,1.000,1.000,SHELTERED,2852.10,38.99,0
Site 392,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-112800,CJ,yes,960,2020-09-07T16:00,1122,2020-09-07T18:42,162.0,12678.51,4107.89,20.43,112.10,382.0467,235.2633,382.0467,2.7167,,,,1.000,1.000,SHELTERED,12677.25,1.26,1
Site 393,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-119401,OCC,yes,960,2020-09-07T16:00,993,2020-09-07T16:33,33.0,2605.41,2604.17,11.61,82.50,192.1583,45.3750,192.1583,0.5667,,,,1.000,1.000,SHELTERED,2604.17,1.24,0
Site 394,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-212234,OCC,yes,960,2020-09-07T16:00,982,2020-09-07T16:22,22.0,1784.03,1758.04,10.82,82.50,177.0333,30.2500,177.0333,0.3833,,,,1.000,1.000,SHELTERED,1758.04,25.99,0
Site 395,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-119603,,no,960,2020-09-07T16:00,,,,21036.04,12437.27,173.09,562.70,54002.8192,362.2983,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,21006.63,29.41,2
Site 396,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-201728,,no,960,2020-09-07T16:00,,,,18903.34,10299.83,173.09,562.70,54002.8192,334.6683,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,18869.19,34.15,2
Site 397,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-130085,CJ,yes,960,2020-09-07T16:00,1127,2020-09-07T18:47,167.0,13052.42,4458.16,20.84,112.10,391.3883,244.6050,391.3883,2.8000,,,,1.000,1.000,SHELTERED,13027.52,24.90,1
Site 398,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,26-109729,,no,960,2020-09-07T16:00,,,,14536.63,5901.20,173.09,562.70,54002.8192,275.4983,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,14470.56,66.07,2
Site 399,sim-20260725-220228-seed42,c23a7395c83767e01fbe6e5abc8a9c5c6d15f05b,42,0bc943324ae6,25-156709,,no,960,2020-09-07T16:00,,,,13854.46,5264.74,173.09,562.70,54002.8192,265.1567,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,13834.10,20.37,2
