Agent ID,Scenario,Seed,Starting location (encampment ID),Shelter reached,Reached shelter?,Travel time (minutes),Travel distance (metres),Average PM2.5 (ug/m3),Peak PM2.5 (ug/m3),Cumulative PM2.5 dose (ug/m3 x hours),Exposure burden index (ug/m3 x hours),Inhaled PM2.5 dose (micrograms),Health risk score,Walking speed (m/s),Age group,Mobility limitation,Asthma,COPD,Final state
Site 1604,A_placement_current,42,25-124021,CJ,yes,1150.0,16955.0,55.46,299.55,5444.0,5444.0,4083.0,4083.0,1.097,25-54,no,no,no,Reached shelter
Site 1834,A_placement_current,42,25-145052,CJ,yes,1150.0,20295.0,55.46,299.55,5444.0,5444.0,4166.0,4166.0,1.098,55-69,yes,no,no,Reached shelter
Site 12,A_placement_current,42,25-212228,CJ,yes,1151.0,22800.0,55.5,299.55,5449.0,5449.0,4239.0,4239.0,1.087,55-69,yes,no,no,Reached shelter
Site 1128,A_placement_current,42,25-167889,CJ,yes,1151.0,20789.0,55.5,299.55,5449.0,5449.0,4189.0,4189.0,1.089,25-54,no,no,no,Reached shelter
Site 1263,A_placement_current,42,25-222172,CJ,yes,1151.0,21489.0,55.5,299.55,5449.0,5449.0,4206.0,4206.0,1.084,25-54,no,yes,no,Reached shelter
Site 1274,A_placement_current,42,25-167919,CJ,yes,1151.0,18609.0,55.5,299.55,5449.0,5449.0,4135.0,4135.0,1.084,25-54,no,yes,yes,Reached shelter
Site 1461,A_placement_current,42,25-201288,CJ,yes,1151.0,21141.0,55.5,299.55,5449.0,5449.0,4197.0,4197.0,1.087,25-54,yes,no,no,Reached shelter
Site 2001,A_placement_current,42,25-134500,CJ,yes,1151.0,16213.0,55.5,299.55,5449.0,5449.0,4075.0,4075.0,1.086,25-54,no,no,no,Reached shelter
Site 429,A_placement_current,42,25-134671,CJ,yes,1152.0,20901.0,55.54,299.55,5454.0,5454.0,4201.0,4201.0,1.08,25-54,no,no,yes,Reached shelter
Site 1054,A_placement_current,42,26-119601,CJ,yes,1152.0,16574.0,55.54,299.55,5454.0,5454.0,4093.0,4093.0,1.074,18-24,no,no,no,Reached shelter
Site 1113,A_placement_current,42,26-149805,CJ,yes,1152.0,20989.0,55.54,299.55,5454.0,5454.0,4203.0,4203.0,1.08,55-69,yes,no,no,Reached shelter
Site 1658,A_placement_current,42,25-156246,CJ,yes,1152.0,19451.0,55.54,299.55,5454.0,5454.0,4163.0,4163.0,1.081,25-54,no,no,no,Reached shelter
Site 1683,A_placement_current,42,26-109390,CJ,yes,1152.0,18885.0,55.54,299.55,5454.0,5454.0,4150.0,4150.0,1.076,55-69,no,yes,no,Reached shelter
Site 98,A_placement_current,42,25-156580,CJ,yes,1153.0,16213.0,55.57,299.55,5458.0,5458.0,4091.0,4091.0,1.073,25-54,no,yes,no,Reached shelter
Site 1569,A_placement_current,42,25-179015,CJ,yes,1153.0,19227.0,55.57,299.55,5458.0,5458.0,4169.0,4169.0,1.069,25-54,yes,yes,no,Reached shelter
Site 1706,A_placement_current,42,25-201282,CJ,yes,1153.0,18346.0,55.57,299.55,5458.0,5458.0,4145.0,4145.0,1.073,55-69,yes,no,no,Reached shelter
Site 354,A_placement_current,42,26-129860,CJ,yes,1154.0,18795.0,55.61,299.55,5463.0,5463.0,4167.0,4167.0,1.064,55-69,no,no,no,Reached shelter
Site 421,A_placement_current,42,25-167960,CJ,yes,1154.0,19705.0,55.61,299.55,5463.0,5463.0,4190.0,4190.0,1.061,55-69,no,yes,no,Reached shelter
Site 445,A_placement_current,42,25-167919,CJ,yes,1154.0,18609.0,55.61,299.55,5463.0,5463.0,4162.0,4162.0,1.063,55-69,no,yes,yes,Reached shelter
Site 791,A_placement_current,42,25-134687,CJ,yes,1154.0,16313.0,55.61,299.55,5463.0,5463.0,4103.0,4103.0,1.06,25-54,no,no,yes,Reached shelter
Site 996,A_placement_current,42,25-190690,CJ,yes,1154.0,18492.0,55.61,299.55,5463.0,5463.0,4159.0,4159.0,1.065,25-54,yes,no,no,Reached shelter
Site 1174,A_placement_current,42,26-109700,CJ,yes,1154.0,21228.0,55.61,299.55,5463.0,5463.0,4229.0,4229.0,1.064,25-54,no,no,yes,Reached shelter
Site 1642,A_placement_current,42,25-156240,CJ,yes,1154.0,17082.0,55.61,299.55,5463.0,5463.0,4123.0,4123.0,1.061,25-54,no,no,yes,Reached shelter
Site 20,A_placement_current,42,25-221906,CJ,yes,1155.0,17816.0,55.65,299.55,5467.0,5467.0,4150.0,4150.0,1.057,25-54,no,yes,no,Reached shelter
Site 436,A_placement_current,42,26-130051,CJ,yes,1155.0,23599.0,55.65,299.55,5467.0,5467.0,4300.0,4300.0,1.053,25-54,yes,no,no,Reached shelter
Site 522,A_placement_current,42,25-190660,CJ,yes,1155.0,17109.0,55.65,299.55,5467.0,5467.0,4134.0,4134.0,1.052,55-69,yes,no,no,Reached shelter
Site 888,A_placement_current,42,25-134398,CJ,yes,1155.0,19466.0,55.65,299.55,5467.0,5467.0,4194.0,4194.0,1.056,25-54,yes,no,yes,Reached shelter
Site 1300,A_placement_current,42,25-156585,CJ,yes,1155.0,14478.0,55.65,299.55,5467.0,5467.0,4078.0,4078.0,1.056,25-54,no,no,yes,Reached shelter
Site 1693,A_placement_current,42,25-212146,CJ,yes,1155.0,18203.0,55.65,299.55,5467.0,5467.0,4162.0,4162.0,1.053,25-54,no,yes,no,Reached shelter
Site 1989,A_placement_current,42,26-109741,CJ,yes,1155.0,21305.0,55.65,299.55,5467.0,5467.0,4241.0,4241.0,1.054,25-54,yes,no,no,Reached shelter
Site 2025,A_placement_current,42,25-123654,CJ,yes,1155.0,17300.0,55.65,299.55,5467.0,5467.0,4139.0,4139.0,1.054,55-69,yes,no,no,Reached shelter
Site 162,A_placement_current,42,26-119591,CJ,yes,1156.0,23344.0,55.69,299.55,5472.0,5472.0,4304.0,4304.0,1.048,25-54,yes,yes,no,Reached shelter
Site 187,A_placement_current,42,25-112668,CJ,yes,1156.0,19986.0,55.69,299.55,5472.0,5472.0,4216.0,4216.0,1.048,18-24,no,no,no,Reached shelter
Site 539,A_placement_current,42,25-112880,CJ,yes,1156.0,17825.0,55.69,299.55,5472.0,5472.0,4161.0,4161.0,1.044,55-69,yes,yes,no,Reached shelter
Site 611,A_placement_current,42,25-190723,CJ,yes,1156.0,21881.0,55.69,299.55,5472.0,5472.0,4265.0,4265.0,1.048,25-54,no,no,yes,Reached shelter
Site 1099,A_placement_current,42,25-167550,CJ,yes,1156.0,21029.0,55.69,299.55,5472.0,5472.0,4244.0,4244.0,1.048,25-54,no,yes,yes,Reached shelter
Site 1219,A_placement_current,42,26-109329,CJ,yes,1156.0,19126.0,55.69,299.55,5472.0,5472.0,4193.0,4193.0,1.05,25-54,yes,yes,no,Reached shelter
Site 1848,A_placement_current,42,26-119761,CJ,yes,1156.0,17481.0,55.69,299.55,5472.0,5472.0,4151.0,4151.0,1.048,55-69,no,no,yes,Reached shelter
Site 62,A_placement_current,42,26-109531,CJ,yes,1157.0,19052.0,55.72,299.55,5477.0,5477.0,4203.0,4203.0,1.039,25-54,yes,no,no,Reached shelter
Site 396,A_placement_current,42,25-201728,CJ,yes,1157.0,18903.0,55.72,299.55,5477.0,5477.0,4198.0,4198.0,1.04,25-54,no,no,yes,Reached shelter
Site 1100,A_placement_current,42,25-179302,CJ,yes,1157.0,20877.0,55.72,299.55,5477.0,5477.0,4250.0,4250.0,1.038,25-54,yes,no,yes,Reached shelter
Site 1419,A_placement_current,42,25-190676,CJ,yes,1157.0,20155.0,55.72,299.55,5477.0,5477.0,4232.0,4232.0,1.035,18-24,no,no,no,Reached shelter
Site 1444,A_placement_current,42,25-156562,CJ,yes,1157.0,16419.0,55.72,299.55,5477.0,5477.0,4133.0,4133.0,1.039,55-69,yes,yes,no,Reached shelter
Site 1771,A_placement_current,42,25-112831,CJ,yes,1157.0,17746.0,55.72,299.55,5477.0,5477.0,4168.0,4168.0,1.04,25-54,no,no,yes,Reached shelter
Site 1846,A_placement_current,42,26-109444,CJ,yes,1157.0,18942.0,55.72,299.55,5477.0,5477.0,4199.0,4199.0,1.039,25-54,no,no,yes,Reached shelter
Site 56,A_placement_current,42,25-102451,CJ,yes,1158.0,15109.0,55.76,299.55,5481.0,5481.0,4114.0,4114.0,1.031,25-54,no,no,no,Reached shelter
Site 189,A_placement_current,42,26-109395,CJ,yes,1158.0,17681.0,55.76,299.55,5481.0,5481.0,4174.0,4174.0,1.033,25-54,no,no,no,Reached shelter
Site 1069,A_placement_current,42,25-112687,CJ,yes,1158.0,21166.0,55.76,299.55,5481.0,5481.0,4269.0,4269.0,1.028,25-54,no,yes,no,Reached shelter
Site 1165,A_placement_current,42,26-150103,CJ,yes,1158.0,16380.0,55.76,299.55,5481.0,5481.0,4142.0,4142.0,1.028,25-54,no,no,no,Reached shelter
Site 1494,A_placement_current,42,26-109423,CJ,yes,1158.0,14798.0,55.76,299.55,5481.0,5481.0,4108.0,4108.0,1.029,18-24,no,no,no,Reached shelter
Site 1866,A_placement_current,42,26-129725,CJ,yes,1158.0,15921.0,55.76,299.55,5481.0,5481.0,4129.0,4129.0,1.031,55-69,yes,no,no,Reached shelter
Site 668,A_placement_current,42,25-145505,CJ,yes,1159.0,21871.0,55.8,299.55,5486.0,5486.0,4296.0,4296.0,1.026,25-54,no,no,no,Reached shelter
Site 1235,A_placement_current,42,26-109640,CJ,yes,1159.0,16343.0,55.8,299.55,5486.0,5486.0,4149.0,4149.0,1.027,25-54,yes,no,no,Reached shelter
Site 1290,A_placement_current,42,25-222185,CJ,yes,1159.0,21625.0,55.8,299.55,5486.0,5486.0,4289.0,4289.0,1.024,18-24,no,no,no,Reached shelter
Site 1346,A_placement_current,42,25-112876,CJ,yes,1159.0,19047.0,55.8,299.55,5486.0,5486.0,4221.0,4221.0,1.025,25-54,no,no,no,Reached shelter
Site 1465,A_placement_current,42,25-102255,CJ,yes,1159.0,15306.0,55.8,299.55,5486.0,5486.0,4126.0,4126.0,1.023,55-69,no,no,no,Reached shelter
Site 324,A_placement_current,42,25-102178,CJ,yes,1160.0,19218.0,55.84,299.55,5491.0,5491.0,4235.0,4235.0,1.014,25-54,yes,no,no,Reached shelter
Site 559,A_placement_current,42,25-156121,CJ,yes,1160.0,20233.0,55.84,299.55,5491.0,5491.0,4263.0,4263.0,1.017,55-69,no,no,yes,Reached shelter
Site 1097,A_placement_current,42,25-102237,CJ,yes,1160.0,19705.0,55.84,299.55,5491.0,5491.0,4246.0,4246.0,1.02,25-54,yes,no,no,Reached shelter
Site 1306,A_placement_current,42,25-156655,CJ,yes,1160.0,19565.0,55.84,299.55,5491.0,5491.0,4245.0,4245.0,1.015,25-54,yes,no,no,Reached shelter
Site 1754,A_placement_current,42,25-134545,CJ,yes,1160.0,21371.0,55.84,299.55,5491.0,5491.0,4294.0,4294.0,1.016,25-54,yes,no,no,Reached shelter
Site 77,A_placement_current,42,25-222270,CJ,yes,1161.0,18870.0,55.88,299.55,5495.0,5495.0,4234.0,4234.0,1.011,25-54,yes,no,no,Reached shelter
Site 618,A_placement_current,42,26-119740,CJ,yes,1161.0,18024.0,55.88,299.55,5495.0,5495.0,4212.0,4212.0,1.012,18-24,yes,no,no,Reached shelter
Site 641,A_placement_current,42,25-156310,CJ,yes,1161.0,18885.0,55.88,299.55,5495.0,5495.0,4234.0,4234.0,1.012,55-69,no,no,yes,Reached shelter
Site 688,A_placement_current,42,25-134392,CJ,yes,1161.0,19464.0,55.88,299.55,5495.0,5495.0,4251.0,4251.0,1.012,25-54,no,no,no,Reached shelter
Site 719,A_placement_current,42,25-167543,CJ,yes,1161.0,21242.0,55.88,299.55,5495.0,5495.0,4300.0,4300.0,1.006,25-54,no,no,yes,Reached shelter
Site 1282,A_placement_current,42,26-119503,CJ,yes,1161.0,17362.0,55.88,299.55,5495.0,5495.0,4194.0,4194.0,1.011,55-69,no,yes,no,Reached shelter
Site 1728,A_placement_current,42,25-178884,CJ,yes,1161.0,19625.0,55.88,299.55,5495.0,5495.0,4256.0,4256.0,1.008,25-54,yes,no,yes,Reached shelter
Site 1892,A_placement_current,42,26-109341,CJ,yes,1161.0,16826.0,55.88,299.55,5495.0,5495.0,4181.0,4181.0,1.01,25-54,no,no,no,Reached shelter
Site 564,A_placement_current,42,26-149962,CJ,yes,1162.0,21187.0,55.91,299.55,5500.0,5500.0,4307.0,4307.0,1.005,25-54,no,no,yes,Reached shelter
Site 768,A_placement_current,42,25-201260,CJ,yes,1162.0,14883.0,55.91,299.55,5500.0,5500.0,4144.0,4144.0,0.999,25-54,no,no,no,Reached shelter
Site 880,A_placement_current,42,25-190594,CJ,yes,1162.0,21293.0,55.91,299.55,5500.0,5500.0,4310.0,4310.0,1.004,25-54,yes,no,no,Reached shelter
Site 968,A_placement_current,42,25-156131,CJ,yes,1162.0,20476.0,55.91,299.55,5500.0,5500.0,4287.0,4287.0,1.003,25-54,yes,no,no,Reached shelter
Site 1551,A_placement_current,42,25-178825,CJ,yes,1162.0,24368.0,55.91,299.55,5500.0,5500.0,4393.0,4393.0,1.004,25-54,yes,yes,no,Reached shelter
Site 1759,A_placement_current,42,25-156585,CJ,yes,1162.0,14478.0,55.91,299.55,5500.0,5500.0,4136.0,4136.0,1.004,25-54,yes,no,no,Reached shelter
Site 46,A_placement_current,42,25-190456,CJ,yes,1163.0,16222.0,55.95,299.55,5505.0,5505.0,4182.0,4182.0,0.993,18-24,no,no,yes,Reached shelter
Site 152,A_placement_current,42,25-212224,CJ,yes,1163.0,17823.0,55.95,299.55,5505.0,5505.0,4225.0,4225.0,0.998,25-54,yes,no,no,Reached shelter
Site 542,A_placement_current,42,25-190528,CJ,yes,1163.0,20953.0,55.95,299.55,5505.0,5505.0,4311.0,4311.0,0.993,18-24,yes,no,no,Reached shelter
Site 1267,A_placement_current,42,25-190387,CJ,yes,1163.0,17329.0,55.95,299.55,5505.0,5505.0,4212.0,4212.0,0.997,25-54,no,no,yes,Reached shelter
Site 1285,A_placement_current,42,26-140253,CJ,yes,1163.0,16325.0,55.95,299.55,5505.0,5505.0,4184.0,4184.0,0.997,25-54,yes,no,no,Reached shelter
Site 1856,A_placement_current,42,26-109567,CJ,yes,1163.0,21294.0,55.95,299.55,5505.0,5505.0,4319.0,4319.0,0.998,25-54,no,no,no,Reached shelter
Site 137,A_placement_current,42,25-156373,CJ,yes,1164.0,21700.0,55.99,299.55,5509.0,5509.0,4342.0,4342.0,0.99,25-54,no,no,no,Reached shelter
Site 218,A_placement_current,42,25-221963,CJ,yes,1164.0,14224.0,55.99,299.55,5509.0,5509.0,4148.0,4148.0,0.989,25-54,yes,no,no,Reached shelter
Site 390,A_placement_current,42,25-134314,CJ,yes,1164.0,17402.0,55.99,299.55,5509.0,5509.0,4223.0,4223.0,0.988,25-54,no,no,yes,Reached shelter
Site 1142,A_placement_current,42,25-212366,CJ,yes,1165.0,21996.0,56.03,299.55,5514.0,5514.0,4361.0,4361.0,0.981,25-54,yes,no,no,Reached shelter
Site 1381,A_placement_current,42,25-212424,CJ,yes,1165.0,14585.0,56.03,299.55,5514.0,5514.0,4163.0,4163.0,0.979,25-54,no,no,no,Reached shelter
Site 1467,A_placement_current,42,26-109422,CJ,yes,1165.0,14376.0,56.03,299.55,5514.0,5514.0,4159.0,4159.0,0.978,55-69,yes,no,no,Reached shelter
Site 1692,A_placement_current,42,26-140244,CJ,yes,1165.0,18606.0,56.03,299.55,5514.0,5514.0,4266.0,4266.0,0.983,70+,no,no,no,Reached shelter
Site 334,A_placement_current,42,25-112650,CJ,yes,1166.0,19766.0,56.06,299.55,5519.0,5519.0,4308.0,4308.0,0.977,55-69,no,no,yes,Reached shelter
Site 1166,A_placement_current,42,25-145039,CJ,yes,1166.0,17722.0,56.06,299.55,5519.0,5519.0,4251.0,4251.0,0.975,25-54,no,no,no,Reached shelter
Site 1510,A_placement_current,42,25-167674,CJ,yes,1166.0,15731.0,56.06,299.55,5519.0,5519.0,4195.0,4195.0,0.976,25-54,yes,no,no,Reached shelter
Site 1603,A_placement_current,42,25-190770,CJ,yes,1166.0,17078.0,56.06,299.55,5519.0,5519.0,4233.0,4233.0,0.972,70+,no,no,yes,Reached shelter
Site 1858,A_placement_current,42,25-112930,CJ,yes,1166.0,19440.0,56.06,299.55,5519.0,5519.0,4300.0,4300.0,0.972,25-54,yes,yes,no,Reached shelter
Site 511,A_placement_current,42,25-123772,CJ,yes,1167.0,14090.0,56.1,299.55,5523.0,5523.0,4169.0,4169.0,0.969,25-54,yes,no,no,Reached shelter
Site 1499,A_placement_current,42,25-123779,CJ,yes,1167.0,22039.0,56.1,299.55,5523.0,5523.0,4380.0,4380.0,0.972,55-69,no,no,yes,Reached shelter
Site 1709,A_placement_current,42,25-113003,CJ,yes,1167.0,14608.0,56.1,299.55,5523.0,5523.0,4181.0,4181.0,0.966,55-69,no,yes,yes,Reached shelter
Site 124,A_placement_current,42,26-149957,CJ,yes,1168.0,15734.0,56.14,299.55,5528.0,5528.0,4214.0,4214.0,0.961,18-24,no,no,yes,Reached shelter
Site 732,A_placement_current,42,26-129836,CJ,yes,1169.0,15385.0,56.18,299.55,5532.0,5532.0,4211.0,4211.0,0.955,70+,yes,no,yes,Reached shelter
Site 944,A_placement_current,42,26-140587,CJ,yes,1169.0,14271.0,56.18,299.55,5532.0,5532.0,4190.0,4190.0,0.952,25-54,yes,yes,no,Reached shelter
Site 1145,A_placement_current,42,25-145493,CJ,yes,1170.0,20777.0,56.21,299.55,5537.0,5537.0,4375.0,4375.0,0.947,25-54,yes,no,no,Reached shelter
Site 1188,A_placement_current,42,26-129946,CJ,yes,1170.0,22919.0,56.21,299.55,5537.0,5537.0,4435.0,4435.0,0.95,25-54,yes,no,no,Reached shelter
Site 51,A_placement_current,42,26-119730,CJ,yes,1171.0,21847.0,56.25,299.55,5542.0,5542.0,4417.0,4417.0,0.941,25-54,yes,no,no,Reached shelter
Site 348,A_placement_current,42,25-201643,CJ,yes,1172.0,14461.0,56.29,299.55,5546.0,5546.0,4218.0,4218.0,0.936,55-69,yes,no,no,Reached shelter
Site 544,A_placement_current,42,25-145247,CJ,yes,1172.0,16907.0,56.29,299.55,5546.0,5546.0,4283.0,4283.0,0.937,25-54,yes,no,no,Reached shelter
Site 1238,A_placement_current,42,26-140165,CJ,yes,1172.0,18823.0,56.29,299.55,5546.0,5546.0,4338.0,4338.0,0.939,55-69,yes,yes,no,Reached shelter
Site 1571,A_placement_current,42,25-201378,CJ,yes,1172.0,17781.0,56.29,299.55,5546.0,5546.0,4307.0,4307.0,0.938,55-69,yes,no,no,Reached shelter
Site 364,A_placement_current,42,25-222160,CJ,yes,1173.0,17253.0,56.33,299.55,5551.0,5551.0,4302.0,4302.0,0.931,25-54,no,no,no,Reached shelter
Site 875,A_placement_current,42,26-109509,CJ,yes,1173.0,16450.0,56.33,299.55,5551.0,5551.0,4279.0,4279.0,0.928,25-54,no,no,no,Reached shelter
Site 915,A_placement_current,42,25-201675,CJ,yes,1173.0,17798.0,56.33,299.55,5551.0,5551.0,4318.0,4318.0,0.93,55-69,yes,yes,no,Reached shelter
Site 938,A_placement_current,42,25-222008,CJ,yes,1173.0,18061.0,56.33,299.55,5551.0,5551.0,4326.0,4326.0,0.93,25-54,yes,no,no,Reached shelter
Site 1152,A_placement_current,42,25-145052,CJ,yes,1173.0,20295.0,56.33,299.55,5551.0,5551.0,4390.0,4390.0,0.931,25-54,yes,no,no,Reached shelter
Site 1181,A_placement_current,42,25-212239,CJ,yes,1173.0,21012.0,56.33,299.55,5551.0,5551.0,4413.0,4413.0,0.928,55-69,no,no,yes,Reached shelter
Site 1,A_placement_current,42,25-222229,CJ,yes,1174.0,21776.0,56.36,299.55,5556.0,5556.0,4443.0,4443.0,0.927,25-54,yes,no,no,Reached shelter
Site 146,A_placement_current,42,25-145420,CJ,yes,1174.0,15500.0,56.36,299.55,5556.0,5556.0,4259.0,4259.0,0.924,25-54,yes,no,no,Reached shelter
Site 1673,A_placement_current,42,25-145458,CJ,yes,1174.0,22761.0,56.36,299.55,5556.0,5556.0,4472.0,4472.0,0.927,25-54,yes,no,no,Reached shelter
Site 105,A_placement_current,42,25-112633,CJ,yes,1175.0,21627.0,56.4,299.55,5560.0,5560.0,4449.0,4449.0,0.92,25-54,yes,no,no,Reached shelter
Site 614,A_placement_current,42,26-140115,CJ,yes,1176.0,17347.0,56.44,299.55,5565.0,5565.0,4332.0,4332.0,0.913,25-54,no,yes,yes,Reached shelter
Site 1308,A_placement_current,42,25-201707,CJ,yes,1176.0,16360.0,56.44,299.55,5565.0,5565.0,4303.0,4303.0,0.914,55-69,no,no,no,Reached shelter
Site 1000,A_placement_current,42,26-140454,CJ,yes,1178.0,22343.0,56.51,299.55,5574.0,5574.0,4502.0,4502.0,0.9,55-69,no,no,no,Reached shelter
Site 1220,A_placement_current,42,25-167573,CJ,yes,1178.0,20440.0,56.51,299.55,5574.0,5574.0,4444.0,4444.0,0.901,25-54,yes,no,no,Reached shelter
Site 1020,A_placement_current,42,25-102165,CJ,yes,1179.0,17948.0,56.55,299.55,5579.0,5579.0,4378.0,4378.0,0.895,55-69,yes,no,no,Reached shelter
Site 96,A_placement_current,42,25-123987,CJ,yes,1180.0,13986.0,56.59,299.55,5583.0,5583.0,4275.0,4275.0,0.889,25-54,yes,no,no,Reached shelter
Site 838,A_placement_current,42,25-222072,CJ,yes,1180.0,20150.0,56.59,299.55,5583.0,5583.0,4454.0,4454.0,0.89,25-54,yes,no,no,Reached shelter
Site 1607,A_placement_current,42,25-167857,CJ,yes,1180.0,17485.0,56.59,299.55,5583.0,5583.0,4372.0,4372.0,0.89,25-54,yes,no,no,Reached shelter
Site 1323,A_placement_current,42,25-201496,CJ,yes,1181.0,18554.0,56.63,299.55,5588.0,5588.0,4416.0,4416.0,0.884,25-54,yes,no,yes,Reached shelter
Site 389,A_placement_current,42,25-145107,CJ,yes,1184.0,19554.0,56.74,299.55,5602.0,5602.0,4474.0,4474.0,0.87,25-54,yes,no,no,Reached shelter
Site 1762,A_placement_current,42,25-222243,CJ,yes,1184.0,18245.0,56.74,299.55,5602.0,5602.0,4433.0,4433.0,0.871,25-54,yes,no,no,Reached shelter
Site 2006,A_placement_current,42,25-102362,CJ,yes,1184.0,15898.0,56.74,299.55,5602.0,5602.0,4360.0,4360.0,0.87,25-54,yes,no,no,Reached shelter
Site 150,A_placement_current,42,26-140165,CJ,yes,1185.0,18823.0,56.78,299.55,5607.0,5607.0,4460.0,4460.0,0.866,25-54,yes,no,yes,Reached shelter
Site 387,A_placement_current,42,25-123717,CJ,yes,1185.0,14429.0,56.78,299.55,5607.0,5607.0,4326.0,4326.0,0.861,55-69,yes,yes,no,Reached shelter
Site 1536,A_placement_current,42,25-222243,CJ,yes,1185.0,18245.0,56.78,299.55,5607.0,5607.0,4444.0,4444.0,0.861,25-54,yes,no,no,Reached shelter
Site 299,A_placement_current,42,25-134347,CJ,yes,1186.0,20774.0,56.81,299.55,5611.0,5611.0,4533.0,4533.0,0.858,25-54,no,no,no,Reached shelter
Site 1257,A_placement_current,42,25-178800,CJ,yes,1186.0,16926.0,56.81,299.55,5611.0,5611.0,4411.0,4411.0,0.857,25-54,no,no,no,Reached shelter
Site 1768,A_placement_current,42,25-179240,CJ,yes,1186.0,17435.0,56.81,299.55,5611.0,5611.0,4427.0,4427.0,0.857,55-69,yes,no,yes,Reached shelter
Site 1561,A_placement_current,42,25-123753,CJ,yes,1187.0,14414.0,56.85,299.55,5616.0,5616.0,4342.0,4342.0,0.852,25-54,yes,no,no,Reached shelter
Site 318,A_placement_current,42,25-190505,CJ,yes,1189.0,20740.0,56.93,299.55,5625.0,5625.0,4562.0,4562.0,0.841,25-54,yes,no,yes,Reached shelter
Site 337,A_placement_current,42,26-109595,CJ,yes,1189.0,22660.0,56.93,299.55,5625.0,5625.0,4621.0,4621.0,0.843,25-54,yes,no,no,Reached shelter
Site 953,A_placement_current,42,26-130115,CJ,yes,1189.0,17758.0,56.93,299.55,5625.0,5625.0,4464.0,4464.0,0.844,25-54,yes,no,no,Reached shelter
Site 583,A_placement_current,42,26-109304,CJ,yes,1190.0,20695.0,56.96,299.55,5630.0,5630.0,4568.0,4568.0,0.839,25-54,yes,no,no,Reached shelter
Site 1958,A_placement_current,42,25-156459,CJ,yes,1190.0,18603.0,56.96,299.55,5630.0,5630.0,4501.0,4501.0,0.839,25-54,yes,yes,no,Reached shelter
Site 634,A_placement_current,42,26-130106,CJ,yes,1191.0,13960.0,57.0,299.55,5634.0,5634.0,4364.0,4364.0,0.834,25-54,yes,no,no,Reached shelter
Site 1917,A_placement_current,42,25-222244,CJ,yes,1191.0,22271.0,57.0,299.55,5634.0,5634.0,4628.0,4628.0,0.835,25-54,yes,no,yes,Reached shelter
Site 1123,A_placement_current,42,25-134314,CJ,yes,1192.0,17402.0,57.04,299.55,5639.0,5639.0,4480.0,4480.0,0.828,70+,no,no,yes,Reached shelter
Site 1193,A_placement_current,42,25-167941,CJ,yes,1192.0,19480.0,57.04,299.55,5639.0,5639.0,4549.0,4549.0,0.828,25-54,yes,no,yes,Reached shelter
Site 1246,A_placement_current,42,25-222241,CJ,yes,1192.0,24804.0,57.04,299.55,5639.0,5639.0,4732.0,4732.0,0.83,55-69,yes,no,no,Reached shelter
Site 1579,A_placement_current,42,25-112779,CJ,yes,1192.0,19496.0,57.04,299.55,5639.0,5639.0,4550.0,4550.0,0.826,25-54,yes,no,no,Reached shelter
Site 225,A_placement_current,42,25-212212,CJ,yes,1193.0,18602.0,57.08,299.55,5644.0,5644.0,4529.0,4529.0,0.825,25-54,yes,no,no,Reached shelter
Site 1211,A_placement_current,42,26-149816,CJ,yes,1194.0,19908.0,57.11,299.55,5648.0,5648.0,4583.0,4583.0,0.817,25-54,yes,no,no,Reached shelter
Site 772,A_placement_current,42,26-130200,CJ,yes,1195.0,18423.0,57.15,299.55,5653.0,5653.0,4544.0,4544.0,0.813,25-54,yes,no,no,Reached shelter
Site 1547,A_placement_current,42,26-140418,CJ,yes,1195.0,15158.0,57.15,299.55,5653.0,5653.0,4433.0,4433.0,0.814,70+,no,yes,no,Reached shelter
Site 1025,A_placement_current,42,25-167593,CJ,yes,1197.0,20402.0,57.22,299.55,5662.0,5662.0,4627.0,4627.0,0.806,25-54,yes,no,no,Reached shelter
Site 10,A_placement_current,42,25-178796,CJ,yes,1198.0,23530.0,57.26,299.55,5667.0,5667.0,4748.0,4748.0,0.801,55-69,yes,no,no,Reached shelter
Site 751,A_placement_current,42,26-140585,CJ,yes,1199.0,17290.0,57.3,299.55,5672.0,5672.0,4543.0,4543.0,0.794,55-69,yes,yes,no,Reached shelter
Site 1204,A_placement_current,42,25-102363,CJ,yes,1200.0,17075.0,57.33,299.55,5676.0,5676.0,4544.0,4544.0,0.792,25-54,yes,no,yes,Reached shelter
Site 1265,A_placement_current,42,25-179240,CJ,yes,1203.0,17435.0,57.44,299.55,5690.0,5690.0,4582.0,4582.0,0.779,25-54,yes,no,no,Reached shelter
