agent_id,sim_id,commit,random_seed,data_version,starting_encampment,start_lon,start_lat,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals,scenario,walking_speed_mps,age_years,age_band,sex,mobility_limited,mobility_category,asthma_flag,copd_flag,any_respiratory,chronic_physical,vulnerable_flag,air_volume_breathed_m3,mean_ventilation_m3h,inhaled_dose_ug,health_risk_multiplier,health_risk_score,aware_initial,aware_tick,heavy_belongings,has_pet,has_dependents,theta_z,blockages_encountered,push_throughs,reroutes,stuck_events
Site 10,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-134250,-122.667433,45.540948,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,50,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,0.8919,50,45-64,MALE,1,ambulant_impaired_no_aid,0,0,0,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,1,0,0,-0.878088,0,0,0,0
Site 11,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-167942,-122.690336,45.525661,NEW_optimized_site_01,yes,4740,2020-09-10T07:00,4745,2020-09-10T07:05,5.0,556.10,554.80,76.23,497.25,6028.6492,22.0875,6028.6492,36.1000,42,0,0,1.000,1.000,SHELTERED,554.80,1.30,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.6664,42,18-44,MALE,0,unimpaired,0,0,0,1,1,48.3250,0.6111,3699.7844,1.000,3699.7844,1,0,1,0,0,0.340560,0,0,0,0
Site 12,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-109429,-122.564918,45.550447,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,83,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,0.9908,83,65+,FEMALE,0,unimpaired,0,0,0,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,1.043124,0,0,0,0
Site 13,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-156113,-122.710940,45.544990,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,29,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.1420,29,18-44,MALE,1,ambulant_impaired_no_aid,0,0,0,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,1,1,0,0.411647,0,0,0,0
Site 14,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-167616,-122.637497,45.487074,Willamette_Center,yes,5760,2020-09-11T00:00,5782,2020-09-11T00:22,22.0,1760.82,1759.52,227.15,1328.80,21889.4458,465.9233,21889.4458,53.3833,54,0,0,1.000,1.000,SHELTERED,1759.52,1.30,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.2901,54,45-64,MALE,0,unimpaired,0,0,0,0,0,59.1540,0.6138,13823.1445,1.000,13823.1445,1,0,1,0,0,1.356078,0,0,0,0
Site 15,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-167838,-122.700110,45.540660,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,57,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.4549,57,45-64,MALE,0,unimpaired,0,0,0,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,1,0,0,-0.253589,0,0,0,0
Site 16,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-102216,-122.558439,45.502659,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,59,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.5254,59,45-64,MALE,0,unimpaired,0,0,0,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,1,0,-2.330676,0,0,0,0
Site 17,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-140352,-122.509803,45.543475,NEW_optimized_site_09,yes,3840,2020-09-09T16:00,3924,2020-09-09T17:24,84.0,3885.56,3878.26,69.97,497.25,4576.2483,73.2342,4576.2483,22.4167,29,0,0,1.000,1.000,SHELTERED,3878.26,7.30,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,0.7664,29,18-44,MALE,1,ambulant_impaired_no_aid,0,0,0,0,1,41.3080,0.6316,2865.4780,1.000,2865.4780,1,0,0,0,0,3.083357,0,0,0,0
Site 18,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-119345,-122.618274,45.512244,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,45,1,1,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.2910,45,45-64,MALE,0,unimpaired,1,1,1,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,-1.285163,0,0,0,0
Site 19,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-102239,-122.517122,45.519115,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,28,0,0,1.000,1.000,PRE_EVAC,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,0.6116,28,18-44,MALE,1,ambulant_impaired_no_aid,0,0,0,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,1,0,0,0,0,-0.070880,0,0,0,0
Site 20,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-109704,-122.483912,45.485979,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,43,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.3049,43,18-44,MALE,0,unimpaired,0,0,0,0,0,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,1.718955,0,0,0,0
Site 21,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-149782,-122.647953,45.498609,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,58,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.4370,58,45-64,FEMALE,0,unimpaired,0,0,0,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,-1.065534,0,0,0,0
Site 22,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-112831,-122.581850,45.499004,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,49,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.1781,49,45-64,FEMALE,0,unimpaired,0,0,0,0,0,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,1,0,0,-0.053119,0,0,0,0
Site 23,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-190369,-122.591254,45.486478,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,56,1,0,1.000,1.000,PRE_EVAC,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.7155,56,45-64,MALE,0,unimpaired,1,0,1,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,1,0,0,1,0,1.264664,0,0,0,0
Site 24,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-123842,-122.564490,45.477593,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,31,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.4686,31,18-44,MALE,0,unimpaired,0,0,0,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,-0.232581,0,0,0,0
Site 25,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-212232,-122.686376,45.528591,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,50,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.1764,50,45-64,MALE,0,unimpaired,0,0,0,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,0.003150,0,0,0,0
Site 26,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-109489,-122.647403,45.523283,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,60,1,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.0667,60,45-64,OTHER,1,ambulant_impaired_no_aid,1,0,1,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,1,0,0,-2.216493,0,0,0,0
Site 27,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-140449,-122.696729,45.536073,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,21,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.1742,21,18-44,MALE,0,unimpaired,0,0,0,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,1,0,0,-1.153606,0,0,0,0
Site 28,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-112930,-122.748828,45.590883,St_Johns_Village,yes,4800,2020-09-10T08:00,4802,2020-09-10T08:02,2.0,194.15,180.95,78.49,497.25,6281.9542,9.8400,6281.9542,37.0500,54,0,0,1.000,1.000,SHELTERED,180.95,13.20,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.2165,54,45-64,MALE,0,unimpaired,0,0,0,0,0,48.8540,0.6104,3841.9304,1.000,3841.9304,1,0,1,0,0,0.582011,0,0,0,0
Site 29,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-178708,-122.726721,45.552259,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,60,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.0665,60,45-64,MALE,0,unimpaired,0,0,0,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,-1.383268,0,0,0,0
Site 30,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-190367,-122.579273,45.503499,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,20,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.6205,20,18-44,MALE,0,unimpaired,0,0,0,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,0.889044,0,0,0,0
Site 31,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-123704,-122.651297,45.487706,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,88,1,0,1.000,1.000,PRE_EVAC,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,0.9549,88,65+,MALE,1,ambulant_impaired_no_aid,1,0,1,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,1,0,0,0,0,-0.611533,0,0,0,0
Site 32,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-222052,-122.647430,45.486935,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,42,1,0,1.000,1.000,PRE_EVAC,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,0.9945,42,18-44,FEMALE,0,unimpaired,1,0,1,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,1,0,1,0,0,-1.116813,0,0,0,0
Site 33,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-145074,-122.523570,45.488711,NEW_optimized_site_04,yes,11880,2020-09-15T06:00,11897,2020-09-15T06:17,17.0,1681.70,1680.42,874.99,2496.10,173496.6942,311.5250,173496.6942,155.3000,39,0,0,1.000,1.000,SHELTERED,1680.42,1.28,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.6237,39,18-44,MALE,0,unimpaired,0,0,0,0,0,121.2390,0.6114,106147.6237,1.000,106147.6237,1,0,0,0,0,-0.664896,0,0,0,0
Site 34,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-112685,-122.506103,45.551657,NEW_optimized_site_09,yes,15840,2020-09-18T00:00,15874,2020-09-18T00:34,34.0,3201.20,3199.89,1022.86,2496.10,270615.8942,1397.4000,270615.8942,221.5833,20,1,0,1.000,1.000,SHELTERED,3199.89,1.30,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.5354,20,18-44,MALE,0,unimpaired,1,0,1,0,1,161.9580,0.6122,166487.0694,1.000,166487.0694,1,0,0,0,0,0.617490,0,0,0,0
Site 35,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-112914,-122.557769,45.523946,NEW_optimized_site_05,yes,6660,2020-09-11T15:00,6705,2020-09-11T15:45,45.0,3255.14,3219.73,327.82,1328.80,36634.1408,654.6000,36634.1408,68.7667,18,0,0,1.000,1.000,SHELTERED,3219.73,35.41,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.1985,18,18-44,MALE,1,ambulant_impaired_no_aid,0,0,0,0,1,68.9250,0.6168,23007.9719,1.000,23007.9719,1,0,0,0,0,0.921606,0,0,0,0
Site 36,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-109722,-122.570971,45.480268,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,21,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.0823,21,18-44,MALE,0,unimpaired,0,0,0,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,1,0,0,-0.792586,0,0,0,0
Site 37,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-156473,-122.609798,45.496737,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,52,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.3526,52,45-64,MALE,0,unimpaired,0,0,0,0,0,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,0.993705,0,0,0,0
Site 38,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-145175,-122.562728,45.519797,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,31,0,1,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.1680,31,18-44,FEMALE,0,unimpaired,0,1,1,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,-0.759451,0,0,0,0
Site 39,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-212206,-122.763720,45.645031,Bybee_Lakes_Hope_Center,yes,3120,2020-09-09T04:00,3147,2020-09-09T04:27,27.0,2467.97,2366.63,67.04,497.25,3516.2575,49.0950,3516.2575,11.4667,31,0,0,1.000,1.000,SHELTERED,2366.63,101.34,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.5042,31,18-44,FEMALE,0,unimpaired,0,0,0,0,0,32.4490,0.6187,2194.5030,1.000,2194.5030,1,0,0,0,0,0.627818,0,0,0,0
Site 40,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-130031,-122.680190,45.578147,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,35,0,1,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.4591,35,18-44,MALE,0,unimpaired,0,1,1,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,-1.923150,0,0,0,0
Site 41,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-130002,-122.612529,45.498123,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,61,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.6168,61,45-64,MALE,0,unimpaired,0,0,0,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,-1.204242,0,0,0,0
Site 42,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-123822,-122.533473,45.548014,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,62,1,1,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.1764,62,45-64,MALE,0,unimpaired,1,1,1,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,0.472292,0,0,0,0
Site 43,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-222259,-122.556570,45.494927,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,26,1,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.3275,26,18-44,MALE,0,unimpaired,1,0,1,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,-0.273692,0,0,0,0
Site 44,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-112542,-122.695176,45.466280,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,26,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.4742,26,18-44,FEMALE,0,unimpaired,0,0,0,0,0,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,1,0,0,0.442282,0,0,0,0
Site 45,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-129942,-122.657865,45.508931,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,54,1,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.1703,54,45-64,MALE,0,unimpaired,1,0,1,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,1,0,0,-0.787307,0,0,0,0
Site 46,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-167856,-122.619647,45.536468,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,58,1,0,1.000,1.000,PRE_EVAC,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.2137,58,45-64,MALE,1,ambulant_impaired_no_aid,1,0,1,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,1,0,0,0,0,-2.501330,0,0,0,0
Site 47,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-109680,-122.717650,45.531906,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,41,0,0,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.4218,41,18-44,MALE,0,unimpaired,0,0,0,1,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,-1.530209,0,0,0,0
Site 48,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,26-140193,-122.577225,45.465642,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,45,1,1,1.000,1.000,UNAWARE,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,0.9134,45,45-64,MALE,1,ambulant_impaired_no_aid,1,1,1,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,0,,0,0,0,-1.389568,0,0,0,0
Site 49,sim-20260730-032817-seed43,257017dd865031b8116de3093e9011dc8429f237,43,629917e4202d,25-102075,-122.550210,45.548169,,no,,,,,,0.00,,852.57,2496.10,387918.1692,0.0000,387918.1692,342.0000,55,0,0,1.000,1.000,PRE_EVAC,0.00,0.00,0,E19_severe_counterfactual_over_C_expanded_plus_new_sites,1.2276,55,45-64,FEMALE,0,unimpaired,0,0,0,0,1,277.5500,0.6100,236630.0832,1.000,236630.0832,1,0,1,0,0,-0.854465,0,0,0,0
