agent_id,sim_id,commit,random_seed,data_version,starting_encampment,start_lon,start_lat,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals,scenario,walking_speed_mps,age_years,age_band,sex,mobility_limited,mobility_category,asthma_flag,copd_flag,any_respiratory,chronic_physical,vulnerable_flag,air_volume_breathed_m3,mean_ventilation_m3h,inhaled_dose_ug,health_risk_multiplier,health_risk_score,aware_initial,aware_tick,heavy_belongings,has_pet,has_dependents,theta_z,blockages_encountered,push_throughs,reroutes,stuck_events
Site 10,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-178796,-122.511489,45.492151,Dignity_Village,yes,960,2020-09-07T16:00,1158,2020-09-07T19:18,198.0,19157.13,5323.81,22.48,112.10,433.9325,287.1492,433.9325,3.3167,43,0,0,1.000,1.000,SHELTERED,19140.06,17.08,2,B_capacity_meets_demand_real_locations,1.6167,43,18-44,MALE,0,unimpaired,0,0,0,0,0,15.1060,0.7827,554.7195,1.000,554.7195,1,0,0,0,0,0.556282,0,0,0,0
Site 11,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-123721,-122.653765,45.505920,Avalon_Village,yes,960,2020-09-07T16:00,969,2020-09-07T16:09,9.0,694.68,680.98,9.86,82.50,159.1583,12.3750,159.1583,0.1667,64,1,0,1.000,1.000,SHELTERED,680.98,13.71,0,B_capacity_meets_demand_real_locations,1.2649,64,45-64,MALE,0,unimpaired,1,0,1,1,1,10.0030,0.6194,109.5853,1.000,109.5853,1,0,0,1,0,2.077763,0,0,0,0
Site 12,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-212228,-122.511671,45.498392,Dignity_Village,yes,960,2020-09-07T16:00,1165,2020-09-07T19:25,205.0,18397.10,4526.10,22.73,112.10,441.3467,294.5633,441.3467,3.4333,50,0,0,1.000,1.000,SHELTERED,18342.35,54.75,2,B_capacity_meets_demand_real_locations,1.4983,50,45-64,MALE,0,unimpaired,0,0,0,0,0,15.2950,0.7877,566.7304,1.000,566.7304,1,0,1,0,0,-2.751109,0,0,0,0
Site 13,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-112763,-122.484579,45.492951,Dignity_Village,yes,960,2020-09-07T16:00,1188,2020-09-07T19:48,228.0,20706.82,6877.79,23.52,112.10,465.7075,318.9242,465.7075,3.8167,54,0,0,1.000,1.000,SHELTERED,20694.04,12.78,2,B_capacity_meets_demand_real_locations,1.5130,54,45-64,MALE,0,unimpaired,0,0,0,0,0,15.9160,0.8038,606.1950,1.000,606.1950,1,0,1,1,0,-0.528698,0,0,0,0
Site 14,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,26-150129,-122.660968,45.504883,Clark_Center,yes,960,2020-09-07T16:00,968,2020-09-07T16:08,8.0,888.21,886.95,9.78,82.50,157.7833,11.0000,157.7833,0.1500,50,0,0,1.000,1.000,SHELTERED,886.95,1.26,0,B_capacity_meets_demand_real_locations,1.7717,50,45-64,MALE,0,unimpaired,0,0,0,0,0,9.9760,0.6183,107.3578,1.000,107.3578,1,0,0,0,0,0.503026,0,0,0,0
Site 15,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-178967,-122.680830,45.512803,,no,960,2020-09-07T16:00,,,,20215.63,995.03,173.09,562.70,54002.8192,498.9850,54002.8192,194.0000,49,0,0,1.000,1.000,REFUSED_ALL_FULL,20214.37,1.26,4,B_capacity_meets_demand_real_locations,0.6173,49,45-64,MALE,1,ambulant_impaired_no_aid,0,0,0,1,1,199.5278,0.6395,33445.6945,1.000,33445.6945,1,0,0,1,0,0.975900,0,0,0,0
Site 16,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,26-109302,-122.552952,45.472818,Bybee_Lakes_Hope_Center,yes,960,2020-09-07T16:00,1401,2020-09-07T23:21,441.0,35057.08,5088.17,27.08,112.10,632.2550,485.4717,632.2550,6.0000,22,0,0,1.000,1.000,SHELTERED,34976.86,80.22,4,B_capacity_meets_demand_real_locations,1.3310,22,18-44,MALE,0,unimpaired,0,0,0,1,1,21.6670,0.9279,876.0019,1.000,876.0019,1,0,0,0,0,-0.816248,0,0,0,0
Site 17,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-167738,-122.604396,45.497195,Laurelwood_Center,yes,960,2020-09-07T16:00,982,2020-09-07T16:22,22.0,925.60,913.94,10.82,82.50,177.0333,30.2500,177.0333,0.3833,54,0,0,1.000,1.000,SHELTERED,913.94,11.66,0,B_capacity_meets_demand_real_locations,0.6814,54,45-64,FEMALE,1,ambulant_impaired_no_aid,0,0,0,0,1,10.3540,0.6326,138.5428,1.000,138.5428,1,0,1,1,0,-0.530052,0,0,0,0
Site 18,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-112734,-122.660406,45.498307,,no,960,2020-09-07T16:00,,,,17100.04,1640.20,173.09,562.70,54002.8192,503.3617,54002.8192,194.0000,37,0,0,1.000,1.000,REFUSED_ALL_FULL,17029.82,70.22,3,B_capacity_meets_demand_real_locations,0.4578,37,18-44,OTHER,1,ambulant_impaired_no_aid,0,0,0,1,1,200.8408,0.6437,33450.1150,1.000,33450.1150,1,0,1,1,0,0.225714,0,0,0,0
Site 19,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-123807,-122.575214,45.503289,Harrison_Community_Villa,yes,960,2020-09-07T16:00,970,2020-09-07T16:10,10.0,998.23,976.70,9.93,82.50,160.5333,13.7500,160.5333,0.1833,37,0,0,1.000,1.000,SHELTERED,976.70,21.53,0,B_capacity_meets_demand_real_locations,1.5963,37,18-44,MALE,0,unimpaired,0,0,0,0,0,10.0300,0.6204,111.8128,1.000,111.8128,1,0,1,1,0,0.670261,0,0,0,0
Site 20,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-221906,-122.557160,45.559430,Roseway_Inn_Motel_Shelte,yes,960,2020-09-07T16:00,965,2020-09-07T16:05,5.0,497.76,443.71,9.55,82.50,153.6583,6.8750,153.6583,0.1000,57,0,0,1.000,1.000,SHELTERED,443.71,54.05,0,B_capacity_meets_demand_real_locations,1.6137,57,45-64,MALE,0,unimpaired,0,0,0,1,1,9.8950,0.6152,100.6753,1.000,100.6753,1,0,1,0,0,-0.464988,0,0,0,0
Site 21,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-112757,-122.543299,45.533519,,no,960,2020-09-07T16:00,,,,27947.42,743.05,173.09,562.70,54002.8192,496.0117,54002.8192,194.0000,21,0,0,1.000,1.000,REFUSED_ALL_FULL,27946.13,1.29,5,B_capacity_meets_demand_real_locations,0.9187,21,18-44,MALE,0,unimpaired,0,0,0,1,1,198.9050,0.6375,33442.6915,1.000,33442.6915,1,0,0,0,0,-0.790964,0,0,0,0
Site 22,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,26-129822,-122.648104,45.517110,,no,960,2020-09-07T16:00,,,,21285.01,1167.06,173.09,562.70,54002.8192,498.2650,54002.8192,194.0000,73,0,0,1.000,1.000,REFUSED_ALL_FULL,21246.22,38.80,5,B_capacity_meets_demand_real_locations,0.6666,73,65+,MALE,1,ambulant_impaired_no_aid,0,0,0,1,1,199.3427,0.6389,33444.9673,1.000,33444.9673,1,0,1,0,0,0.873132,0,0,0,0
Site 23,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-221916,-122.584237,45.500082,Lilac_Meadows,yes,960,2020-09-07T16:00,964,2020-09-07T16:04,4.0,396.51,368.80,9.48,82.50,152.2833,5.5000,152.2833,0.0833,26,0,0,1.000,1.000,SHELTERED,368.80,27.71,0,B_capacity_meets_demand_real_locations,1.5029,26,18-44,MALE,0,unimpaired,0,0,0,0,0,9.8680,0.6142,98.4478,1.000,98.4478,1,0,0,0,0,1.651919,0,0,0,0
Site 24,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-212331,-122.634292,45.461814,Stark_Street_Motel_Shelt,yes,960,2020-09-07T16:00,1317,2020-09-07T21:57,357.0,25056.00,24988.51,27.39,112.10,601.3017,454.5183,601.3017,5.9667,52,0,0,1.000,1.000,SHELTERED,24988.51,67.50,0,B_capacity_meets_demand_real_locations,1.1691,52,45-64,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1,1,19.3990,0.8838,825.8575,1.000,825.8575,1,0,1,0,0,-1.734599,0,0,0,0
Site 25,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-221911,-122.694851,45.528372,,no,960,2020-09-07T16:00,,,,20272.56,1106.15,173.09,562.70,54002.8192,499.8475,54002.8192,194.0000,64,0,0,1.000,1.000,REFUSED_ALL_FULL,20244.98,27.58,5,B_capacity_meets_demand_real_locations,0.6033,64,45-64,MALE,1,ambulant_impaired_no_aid,0,0,0,0,1,199.7803,0.6403,33446.5657,1.000,33446.5657,1,0,0,0,0,-0.244102,0,0,0,0
Site 26,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-156445,-122.653676,45.514258,Clark_Center,yes,960,2020-09-07T16:00,969,2020-09-07T16:09,9.0,826.53,815.56,9.86,82.50,159.1583,12.3750,159.1583,0.1667,61,0,0,1.000,1.000,SHELTERED,815.56,10.98,0,B_capacity_meets_demand_real_locations,1.5138,61,45-64,MALE,0,unimpaired,0,0,0,0,1,10.0030,0.6194,109.5853,1.000,109.5853,1,0,0,0,0,0.453701,0,0,0,0
Site 27,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-112666,-122.656086,45.514304,Clark_Center,yes,960,2020-09-07T16:00,969,2020-09-07T16:09,9.0,687.38,657.01,9.86,82.50,159.1583,12.3750,159.1583,0.1667,20,0,0,1.000,1.000,SHELTERED,657.01,30.37,0,B_capacity_meets_demand_real_locations,1.1475,20,18-44,MALE,0,unimpaired,0,0,0,1,1,10.0030,0.6194,109.5853,1.000,109.5853,1,0,0,0,0,0.634853,0,0,0,0
Site 28,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-112538,-122.661629,45.520568,Jeans_Place,yes,960,2020-09-07T16:00,968,2020-09-07T16:08,8.0,812.46,783.64,9.78,82.50,157.7833,11.0000,157.7833,0.1500,20,0,0,1.000,1.000,SHELTERED,783.64,28.82,0,B_capacity_meets_demand_real_locations,1.5602,20,18-44,FEMALE,0,unimpaired,0,0,0,0,0,9.9760,0.6183,107.3578,1.000,107.3578,1,0,0,0,0,0.742944,0,0,0,0
Site 29,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,26-119671,-122.567017,45.533900,Lilac_Meadows,yes,960,2020-09-07T16:00,1028,2020-09-07T17:08,68.0,6351.40,2132.13,13.95,82.50,238.9783,92.1950,238.9783,1.1500,32,0,0,1.000,1.000,SHELTERED,6273.51,77.89,2,B_capacity_meets_demand_real_locations,1.5771,32,18-44,MALE,0,unimpaired,0,0,0,0,0,11.5960,0.6768,238.8937,1.000,238.8937,1,0,1,0,0,0.621890,0,0,0,0
Site 30,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-156604,-122.732737,45.586947,Peninsula_Crossing_SRV,yes,960,2020-09-07T16:00,967,2020-09-07T16:07,7.0,555.39,553.53,9.70,82.50,156.4083,9.6250,156.4083,0.1333,60,1,0,1.000,1.000,SHELTERED,553.53,1.87,0,B_capacity_meets_demand_real_locations,1.2668,60,45-64,FEMALE,0,unimpaired,1,0,1,0,1,9.9490,0.6173,105.1303,1.000,105.1303,1,0,0,1,0,-1.540408,0,0,0,0
Site 31,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-212115,-122.670786,45.526476,Doreens_Place,yes,960,2020-09-07T16:00,967,2020-09-07T16:07,7.0,694.87,689.80,9.70,82.50,156.4083,9.6250,156.4083,0.1333,18,0,0,1.000,1.000,SHELTERED,689.80,5.07,0,B_capacity_meets_demand_real_locations,1.5452,18,18-44,FEMALE,0,unimpaired,0,0,0,1,1,9.9490,0.6173,105.1303,1.000,105.1303,1,0,0,1,0,-1.150424,0,0,0,0
Site 32,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-102540,-122.689669,45.511424,Doreens_Place,yes,960,2020-09-07T16:00,998,2020-09-07T16:38,38.0,2875.72,1516.10,11.97,82.50,199.0333,52.2500,199.0333,0.6500,18,0,0,1.000,1.000,SHELTERED,2839.11,36.62,1,B_capacity_meets_demand_real_locations,1.2693,18,18-44,FEMALE,0,unimpaired,0,0,0,1,1,10.7860,0.6485,174.1828,1.000,174.1828,1,0,0,0,0,0.808055,0,0,0,0
Site 33,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-145224,-122.764642,45.579596,Peninsula_Crossing_SRV,yes,960,2020-09-07T16:00,1012,2020-09-07T16:52,52.0,4093.52,2226.89,12.94,82.50,218.2833,71.5000,218.2833,0.8833,53,0,0,1.000,1.000,SHELTERED,3993.36,100.16,1,B_capacity_meets_demand_real_locations,1.3298,53,45-64,FEMALE,0,unimpaired,0,0,0,0,0,11.1640,0.6619,205.3678,1.000,205.3678,1,0,0,0,0,-0.244662,0,0,0,0
Site 34,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-156610,-122.518603,45.526421,Menlo_Park_SRV,yes,960,2020-09-07T16:00,981,2020-09-07T16:21,21.0,1973.77,1950.73,10.74,82.50,175.6583,28.8750,175.6583,0.3667,45,1,0,1.000,1.000,SHELTERED,1950.73,23.03,0,B_capacity_meets_demand_real_locations,1.5173,45,45-64,FEMALE,0,unimpaired,1,0,1,0,1,10.3270,0.6316,136.3153,1.000,136.3153,1,0,0,0,0,-1.945159,0,0,0,0
Site 35,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-201644,-122.687600,45.562200,Arbor_Lodge_Shelter,yes,960,2020-09-07T16:00,989,2020-09-07T16:29,29.0,1736.55,1707.94,11.32,82.50,186.6583,39.8750,186.6583,0.5000,59,0,0,1.000,1.000,SHELTERED,1707.94,28.61,0,B_capacity_meets_demand_real_locations,0.9740,59,45-64,MALE,1,ambulant_impaired_no_aid,0,0,0,1,1,10.5430,0.6396,154.1353,1.000,154.1353,1,0,0,1,0,2.451029,0,0,0,0
Site 36,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-145015,-122.677141,45.507319,Queer_Affinity_Village,yes,960,2020-09-07T16:00,974,2020-09-07T16:14,14.0,1035.00,993.05,10.23,82.50,166.0333,19.2500,166.0333,0.2500,22,0,0,1.000,1.000,SHELTERED,993.05,41.96,0,B_capacity_meets_demand_real_locations,1.2068,22,18-44,MALE,0,unimpaired,0,0,0,1,1,10.1380,0.6245,120.7228,1.000,120.7228,1,0,0,0,0,-0.419099,0,0,0,0
Site 37,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-123905,-122.686788,45.515802,Doreens_Place,yes,960,2020-09-07T16:00,994,2020-09-07T16:34,34.0,2300.78,964.43,11.68,82.50,193.5333,46.7500,193.5333,0.5833,27,0,0,1.000,1.000,SHELTERED,2287.44,13.34,1,B_capacity_meets_demand_real_locations,1.1605,27,18-44,MALE,0,unimpaired,0,0,0,1,1,10.6780,0.6445,165.2728,1.000,165.2728,1,0,0,0,0,-0.496292,0,0,0,0
Site 38,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,26-149709,-122.682669,45.588950,Delta_Park_Motel_Shelter,yes,960,2020-09-07T16:00,962,2020-09-07T16:02,2.0,280.86,215.50,9.33,82.50,149.5333,2.7500,149.5333,0.0500,52,1,0,1.000,1.000,SHELTERED,215.50,65.36,0,B_capacity_meets_demand_real_locations,1.5654,52,45-64,MALE,0,unimpaired,1,0,1,1,1,9.8140,0.6121,93.9928,1.000,93.9928,1,0,1,1,0,-0.879287,0,0,0,0
Site 39,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,26-150087,-122.687449,45.529281,Street_Light_Youth_Shelt,yes,960,2020-09-07T16:00,972,2020-09-07T16:12,12.0,806.48,805.16,10.08,82.50,163.2833,16.5000,163.2833,0.2167,22,0,0,1.000,1.000,SHELTERED,805.16,1.32,1,B_capacity_meets_demand_real_locations,1.1947,22,18-44,MALE,0,unimpaired,0,0,0,1,1,10.0840,0.6225,116.2678,1.000,116.2678,1,0,0,1,0,-0.371294,0,0,0,0
Site 40,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-102045,-122.575190,45.466922,,no,960,2020-09-07T16:00,,,,33859.15,3957.35,173.09,562.70,54002.8192,495.9250,54002.8192,194.0000,64,0,0,1.000,1.000,REFUSED_ALL_FULL,33846.03,13.11,5,B_capacity_meets_demand_real_locations,1.1165,64,45-64,MALE,1,ambulant_impaired_no_aid,0,0,0,1,1,198.8882,0.6375,33442.6039,1.000,33442.6039,1,0,0,0,0,-0.208997,0,0,0,0
Site 41,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-178808,-122.633638,45.497500,Willamette_Center,yes,960,2020-09-07T16:00,1014,2020-09-07T16:54,54.0,4443.24,1718.98,13.08,82.50,221.0333,74.2500,221.0333,0.9167,22,1,0,1.000,1.000,SHELTERED,4384.74,58.49,1,B_capacity_meets_demand_real_locations,1.3851,22,18-44,MALE,0,unimpaired,1,0,1,0,1,11.2180,0.6638,209.8228,1.000,209.8228,1,0,0,0,0,-1.014400,0,0,0,0
Site 42,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-145308,-122.682333,45.547791,Walnut_Park_Shelter,yes,960,2020-09-07T16:00,1055,2020-09-07T17:35,95.0,7828.07,2334.75,15.48,82.50,272.1883,125.4050,272.1883,1.6000,34,0,0,1.000,1.000,SHELTERED,7823.74,4.33,2,B_capacity_meets_demand_real_locations,1.3880,34,18-44,FEMALE,0,unimpaired,0,0,0,0,0,12.3250,0.7009,292.6939,1.000,292.6939,1,0,0,0,0,-0.192093,0,0,0,0
Site 43,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,25-190729,-122.692392,45.518361,Porch_Light_Youth_Shelte,yes,960,2020-09-07T16:00,968,2020-09-07T16:08,8.0,698.55,663.56,9.78,82.50,157.7833,11.0000,157.7833,0.1500,27,0,0,1.000,1.000,SHELTERED,663.56,34.99,0,B_capacity_meets_demand_real_locations,1.4102,27,18-44,MALE,0,unimpaired,0,0,0,1,1,9.9760,0.6183,107.3578,1.000,107.3578,1,0,0,0,0,-0.044169,0,0,0,0
Site 44,sim-20260730-015115-seed42,bb8707d54c39ebbc86ae2f34d776b935e43ecc27,42,5f8ece625e63,26-149705,-122.661165,45.465382,,no,960,2020-09-07T16:00,,,,24075.24,2977.13,173.09,562.70,54002.8192,502.6683,54002.8192,194.0000,32,0,1,1.000,1.000,REFUSED_ALL_FULL,24052.16,23.08,3,B_capacity_meets_demand_real_locations,0.6578,32,18-44,MALE,1,ambulant_impaired_no_aid,0,1,1,0,1,200.6220,0.6430,33449.4147,1.000,33449.4147,1,0,0,1,0,1.854619,0,0,0,0
