agent_id,sim_id,commit,random_seed,data_version,starting_encampment,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals
Site 0,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-167975,,no,960,2020-09-07T16:00,,,,3984.30,3973.36,173.09,562.70,54002.8192,71.5000,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3973.36,10.94,1
Site 1,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-222229,,no,960,2020-09-07T16:00,,,,13206.59,13179.00,173.09,562.70,54002.8192,250.2100,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,13179.00,27.58,1
Site 2,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-179260,,no,960,2020-09-07T16:00,,,,9898.80,1291.76,173.09,562.70,54002.8192,171.7400,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9861.12,37.68,2
Site 3,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-149715,,no,960,2020-09-07T16:00,,,,3876.10,3823.05,173.09,562.70,54002.8192,68.7500,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3823.05,53.04,1
Site 4,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-167871,,no,960,2020-09-07T16:00,,,,12464.65,12463.40,173.09,562.70,54002.8192,231.5267,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12463.40,1.25,1
Site 5,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-140306,,no,960,2020-09-07T16:00,,,,10752.65,10722.51,173.09,562.70,54002.8192,190.4233,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10722.51,30.14,1
Site 6,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-123572,,no,960,2020-09-07T16:00,,,,10583.45,1984.76,173.09,562.70,54002.8192,186.6867,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10554.12,29.34,2
Site 7,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-145307,CJ,yes,960,2020-09-07T16:00,1000,2020-09-07T16:40,40.0,3176.64,3041.21,12.11,82.50,201.7833,55.0000,201.7833,0.6833,,,,1.000,1.000,SHELTERED,3041.21,135.43,0
Site 8,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-167592,,no,960,2020-09-07T16:00,,,,10736.64,2161.22,173.09,562.70,54002.8192,190.4233,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10730.58,6.06,2
Site 9,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-130108,,no,960,2020-09-07T16:00,,,,13574.32,13558.54,173.09,562.70,54002.8192,259.5517,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,13558.54,15.78,1
Site 10,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-178796,,no,960,2020-09-07T16:00,,,,14960.81,14943.74,173.09,562.70,54002.8192,280.7942,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,14943.74,17.08,1
Site 11,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-123721,,no,960,2020-09-07T16:00,,,,11576.54,2993.47,173.09,562.70,54002.8192,210.9750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11562.83,13.71,2
Site 12,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-212228,,no,960,2020-09-07T16:00,,,,14230.82,14176.07,173.09,562.70,54002.8192,271.2617,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,14176.07,54.75,1
Site 13,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-112763,,no,960,2020-09-07T16:00,,,,16540.55,16527.76,173.09,562.70,54002.8192,303.0367,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,16527.76,12.78,1
Site 14,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-150129,,no,960,2020-09-07T16:00,,,,11224.32,2653.70,173.09,562.70,54002.8192,203.5017,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11223.06,1.26,2
Site 15,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-178967,,no,960,2020-09-07T16:00,,,,11394.45,2823.83,173.09,562.70,54002.8192,207.2383,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11393.19,1.26,2
Site 16,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-109302,,no,960,2020-09-07T16:00,,,,13053.78,12973.56,173.09,562.70,54002.8192,246.4733,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12973.56,80.22,1
Site 17,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-167738,,no,960,2020-09-07T16:00,,,,7369.70,7358.04,173.09,562.70,54002.8192,125.4050,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,7358.04,11.66,1
Site 18,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-112734,,no,960,2020-09-07T16:00,,,,12046.53,3406.95,173.09,562.70,54002.8192,222.1850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11976.31,70.22,2
Site 19,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-123807,,no,960,2020-09-07T16:00,,,,9104.40,9082.86,173.09,562.70,54002.8192,152.4650,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9082.86,21.53,1
Site 20,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-221906,,no,960,2020-09-07T16:00,,,,9247.14,9193.09,173.09,562.70,54002.8192,154.9250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9193.09,54.05,1
Site 21,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-112757,,no,960,2020-09-07T16:00,,,,9594.48,9593.20,173.09,562.70,54002.8192,164.2667,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9593.20,1.29,1
Site 22,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-129822,,no,960,2020-09-07T16:00,,,,10882.86,2274.70,173.09,562.70,54002.8192,194.1600,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10844.06,38.80,2
Site 23,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-221916,,no,960,2020-09-07T16:00,,,,8865.24,8837.53,173.09,562.70,54002.8192,148.7750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,8837.53,27.71,1
Site 24,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-212331,,no,960,2020-09-07T16:00,,,,0.00,,173.09,562.70,54002.8192,0.0000,54002.8192,194.0000,,,,1.000,1.000,UNREACHABLE,0.00,0.00,0
Site 25,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-221911,,no,960,2020-09-07T16:00,,,,11733.50,3136.56,173.09,562.70,54002.8192,214.7117,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11705.92,27.58,2
Site 26,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-156445,,no,960,2020-09-07T16:00,,,,10780.19,2199.85,173.09,562.70,54002.8192,192.2917,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10769.21,10.98,2
Site 27,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-112666,,no,960,2020-09-07T16:00,,,,10641.03,2041.30,173.09,562.70,54002.8192,188.5550,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10610.66,30.37,2
Site 28,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-112538,OCC,yes,960,2020-09-07T16:00,971,2020-09-07T16:11,11.0,901.14,872.32,10.00,82.50,161.9083,15.1250,161.9083,0.2000,,,,1.000,1.000,SHELTERED,872.32,28.82,0
Site 29,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-119671,,no,960,2020-09-07T16:00,,,,7865.12,7787.23,173.09,562.70,54002.8192,132.7850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,7787.23,77.89,1
Site 30,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-156604,CJ,yes,960,2020-09-07T16:00,985,2020-09-07T16:25,25.0,1995.58,1993.71,11.04,82.50,181.1583,34.3750,181.1583,0.4333,,,,1.000,1.000,SHELTERED,1993.71,1.87,0
Site 31,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-212115,OCC,yes,960,2020-09-07T16:00,974,2020-09-07T16:14,14.0,1108.68,1103.61,10.23,82.50,166.0333,19.2500,166.0333,0.2500,,,,1.000,1.000,SHELTERED,1103.61,5.07,0
Site 32,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-102540,,no,960,2020-09-07T16:00,,,,3633.28,3596.66,173.09,562.70,54002.8192,64.6250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3596.66,36.62,1
Site 33,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-145224,,no,960,2020-09-07T16:00,,,,5489.88,5389.72,173.09,562.70,54002.8192,95.8850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5389.72,100.16,1
Site 34,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-156610,,no,960,2020-09-07T16:00,,,,11556.24,11533.20,173.09,562.70,54002.8192,210.9750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11533.20,23.03,1
Site 35,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-201644,,no,960,2020-09-07T16:00,,,,4335.78,4307.17,173.09,562.70,54002.8192,77.0000,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4307.17,28.61,1
Site 36,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-145015,,no,960,2020-09-07T16:00,,,,12046.67,3435.36,173.09,562.70,54002.8192,222.1850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12004.72,41.96,2
Site 37,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-123905,,no,960,2020-09-07T16:00,,,,11626.03,3043.33,173.09,562.70,54002.8192,212.8433,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11612.69,13.34,2
Site 38,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-149709,CJ,yes,960,2020-09-07T16:00,1004,2020-09-07T16:44,44.0,3445.16,3379.80,12.39,82.50,207.2833,60.5000,207.2833,0.7500,,,,1.000,1.000,SHELTERED,3379.80,65.36,0
Site 39,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-150087,,no,960,2020-09-07T16:00,,,,11168.73,2598.05,173.09,562.70,54002.8192,201.6333,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11167.41,1.32,2
Site 40,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-102045,,no,960,2020-09-07T16:00,,,,11855.85,11833.88,173.09,562.70,54002.8192,216.5800,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11833.88,13.11,1
Site 41,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-178808,,no,960,2020-09-07T16:00,,,,5116.43,5057.94,173.09,562.70,54002.8192,89.7350,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5057.94,58.49,1
Site 42,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-145308,,no,960,2020-09-07T16:00,,,,11536.71,2963.02,173.09,562.70,54002.8192,210.9750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11532.38,4.33,2
Site 43,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-190729,,no,960,2020-09-07T16:00,,,,11834.80,3230.45,173.09,562.70,54002.8192,216.5800,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11799.81,34.99,2
Site 44,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-149705,,no,960,2020-09-07T16:00,,,,7979.53,7956.45,173.09,562.70,54002.8192,135.2450,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,7956.45,23.08,1
Site 45,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-149980,,no,960,2020-09-07T16:00,,,,9169.62,9168.33,173.09,562.70,54002.8192,153.6950,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9168.33,1.30,1
Site 46,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-190456,,no,960,2020-09-07T16:00,,,,7653.07,7651.80,173.09,562.70,54002.8192,130.3250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,7651.80,1.28,1
Site 47,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-212243,,no,960,2020-09-07T16:00,,,,10351.41,1768.38,173.09,562.70,54002.8192,181.0817,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10337.74,13.67,2
Site 48,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-102026,CJ,yes,960,2020-09-07T16:00,981,2020-09-07T16:21,21.0,1713.75,1665.30,10.74,82.50,175.6583,28.8750,175.6583,0.3667,,,,1.000,1.000,SHELTERED,1665.30,48.45,0
Site 49,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-134257,,no,960,2020-09-07T16:00,,,,9849.52,9848.27,173.09,562.70,54002.8192,169.8717,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9848.27,1.25,1
Site 50,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-167812,,no,960,2020-09-07T16:00,,,,3869.18,3856.48,173.09,562.70,54002.8192,68.7500,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3856.48,12.70,1
Site 51,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-119730,,no,960,2020-09-07T16:00,,,,13277.19,13275.87,173.09,562.70,54002.8192,252.0783,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,13275.87,1.32,1
Site 52,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-201619,,no,960,2020-09-07T16:00,,,,10919.32,10918.01,173.09,562.70,54002.8192,194.1600,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10918.01,1.31,1
Site 53,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-212205,,no,960,2020-09-07T16:00,,,,3611.27,3556.17,173.09,562.70,54002.8192,64.6250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3556.17,55.10,1
Site 54,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-123958,OCC,yes,960,2020-09-07T16:00,969,2020-09-07T16:09,9.0,703.22,672.74,9.86,82.50,159.1583,12.3750,159.1583,0.1667,,,,1.000,1.000,SHELTERED,672.74,30.47,0
Site 55,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-119671,,no,960,2020-09-07T16:00,,,,7865.12,7787.23,173.09,562.70,54002.8192,132.7850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,7787.23,77.89,1
Site 56,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-102451,CJ,yes,960,2020-09-07T16:00,999,2020-09-07T16:39,39.0,3071.43,3034.40,12.04,82.50,200.4083,53.6250,200.4083,0.6667,,,,1.000,1.000,SHELTERED,3034.40,37.03,0
Site 57,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-150097,,no,960,2020-09-07T16:00,,,,11530.98,2922.01,173.09,562.70,54002.8192,209.1067,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11491.37,39.60,2
Site 58,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-134363,,no,960,2020-09-07T16:00,,,,10575.58,1970.01,173.09,562.70,54002.8192,186.6867,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10539.37,36.20,2
Site 59,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-222205,CJ,yes,960,2020-09-07T16:00,990,2020-09-07T16:30,30.0,2349.86,2313.76,11.40,82.50,188.0333,41.2500,188.0333,0.5167,,,,1.000,1.000,SHELTERED,2313.76,36.10,0
Site 60,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-119415,,no,960,2020-09-07T16:00,,,,11620.93,2964.52,173.09,562.70,54002.8192,212.8433,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11533.88,87.05,2
Site 61,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-112533,CJ,yes,960,2020-09-07T16:00,1005,2020-09-07T16:45,45.0,3545.40,3491.60,12.46,82.50,208.6583,61.8750,208.6583,0.7667,,,,1.000,1.000,SHELTERED,3491.60,53.79,0
Site 62,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-109531,,no,960,2020-09-07T16:00,,,,10482.22,10389.95,173.09,562.70,54002.8192,184.8183,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10389.95,92.26,1
Site 63,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-140427,,no,960,2020-09-07T16:00,,,,9864.13,1267.68,173.09,562.70,54002.8192,169.8717,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9837.04,27.08,2
Site 64,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-129907,,no,960,2020-09-07T16:00,,,,0.00,,173.09,562.70,54002.8192,0.0000,54002.8192,194.0000,,,,1.000,1.000,UNREACHABLE,0.00,0.00,0
Site 65,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-156482,CJ,yes,960,2020-09-07T16:00,973,2020-09-07T16:13,13.0,1048.06,1046.78,10.15,82.50,164.6583,17.8750,164.6583,0.2333,,,,1.000,1.000,SHELTERED,1046.78,1.27,0
Site 66,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-123718,,no,960,2020-09-07T16:00,,,,12851.36,12850.09,173.09,562.70,54002.8192,240.8683,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12850.09,1.27,1
Site 67,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-222209,,no,960,2020-09-07T16:00,,,,3956.92,3918.86,173.09,562.70,54002.8192,70.1250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3918.86,38.06,1
Site 68,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-109349,OCC,yes,960,2020-09-07T16:00,975,2020-09-07T16:15,15.0,1204.30,1139.23,10.30,82.50,167.4083,20.6250,167.4083,0.2667,,,,1.000,1.000,SHELTERED,1139.23,65.07,0
Site 69,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-112938,,no,960,2020-09-07T16:00,,,,7295.49,7261.88,173.09,562.70,54002.8192,124.1750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,7261.88,33.61,1
Site 70,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-145213,,no,960,2020-09-07T16:00,,,,4206.30,4166.91,173.09,562.70,54002.8192,74.2500,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4166.91,39.39,1
Site 71,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-212515,,no,960,2020-09-07T16:00,,,,3621.93,3620.69,173.09,562.70,54002.8192,64.6250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3620.69,1.24,1
Site 72,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-140605,,no,960,2020-09-07T16:00,,,,10069.22,1498.61,173.09,562.70,54002.8192,175.4767,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10067.97,1.25,2
Site 73,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-140282,,no,960,2020-09-07T16:00,,,,12697.52,12623.47,173.09,562.70,54002.8192,237.1317,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12623.47,74.06,1
Site 74,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-134324,,no,960,2020-09-07T16:00,,,,4261.93,4209.76,173.09,562.70,54002.8192,75.6250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4209.76,52.17,1
Site 75,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-167915,,no,960,2020-09-07T16:00,,,,10977.52,2371.91,173.09,562.70,54002.8192,196.0283,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10941.27,36.25,2
Site 76,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-134313,,no,960,2020-09-07T16:00,,,,12184.36,12174.91,173.09,562.70,54002.8192,225.9217,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12174.91,9.45,1
Site 77,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-222270,,no,960,2020-09-07T16:00,,,,10300.19,10263.73,173.09,562.70,54002.8192,181.0817,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10263.73,36.46,1
Site 78,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-102456,,no,960,2020-09-07T16:00,,,,11557.28,2949.98,173.09,562.70,54002.8192,210.9750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11519.34,37.95,2
Site 79,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-145014,,no,960,2020-09-07T16:00,,,,10204.97,1602.45,173.09,562.70,54002.8192,177.3450,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10171.81,33.16,2
Site 80,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-123650,,no,960,2020-09-07T16:00,,,,12670.59,12652.18,173.09,562.70,54002.8192,237.1317,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12652.18,18.42,1
Site 81,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-167871,,no,960,2020-09-07T16:00,,,,12464.65,12463.40,173.09,562.70,54002.8192,231.5267,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12463.40,1.25,1
Site 82,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-134628,,no,960,2020-09-07T16:00,,,,8854.23,8833.88,173.09,562.70,54002.8192,148.7750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,8833.88,20.36,1
Site 83,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-123576,,no,960,2020-09-07T16:00,,,,9721.13,9668.39,173.09,562.70,54002.8192,166.1350,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9668.39,52.74,1
Site 84,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-212180,,no,960,2020-09-07T16:00,,,,8872.02,8834.08,173.09,562.70,54002.8192,148.7750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,8834.08,37.94,1
Site 85,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,25-178990,,no,960,2020-09-07T16:00,,,,12054.35,3406.95,173.09,562.70,54002.8192,222.1850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11976.31,78.04,2
Site 86,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-129854,,no,960,2020-09-07T16:00,,,,8204.60,8186.60,173.09,562.70,54002.8192,138.9350,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,8186.60,18.00,1
Site 87,sim-20260725-220449-seed42,83d721b7e796a803ae86e8942531b7f7e03db038,42,0bc943324ae6,26-140323,,no,960,2020-09-07T16:00,,,,13865.92,13766.59,173.09,562.70,54002.8192,265.1567,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,13766.59,99.33,1
