agent_id,sim_id,commit,random_seed,data_version,starting_encampment,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals,scenario,walking_speed_mps,age_years,age_band,sex,mobility_limited,mobility_category,asthma_flag,copd_flag,any_respiratory,vulnerable_flag
Site 10,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-134250,,no,4740,2020-09-10T07:00,,,,4246.96,2107.90,173.09,562.70,54002.8192,238.5617,54002.8192,194.0000,39,0,0,1.000,1.000,REFUSED_ALL_FULL,4201.72,45.24,1,B_optimized_placement,0.8529,39,25-54,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 11,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-167942,,no,4740,2020-09-10T07:00,,,,3568.77,1473.65,173.09,562.70,54002.8192,125.7392,54002.8192,194.0000,40,0,1,1.000,1.000,REFUSED_ALL_FULL,3567.47,1.30,1,B_optimized_placement,1.5493,40,25-54,FEMALE,0,unimpaired,0,1,1,1
Site 12,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-109429,,no,4740,2020-09-10T07:00,,,,11692.63,9546.11,173.09,562.70,54002.8192,226.5742,54002.8192,194.0000,49,1,0,1.000,1.000,REFUSED_ALL_FULL,11639.93,52.70,1,B_optimized_placement,1.5060,49,25-54,MALE,0,unimpaired,1,0,1,1
Site 13,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-156113,,no,4740,2020-09-10T07:00,,,,6458.96,4363.88,173.09,562.70,54002.8192,164.3717,54002.8192,194.0000,47,0,0,1.000,1.000,REFUSED_ALL_FULL,6457.71,1.25,1,B_optimized_placement,1.4825,47,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 14,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-167616,,no,4740,2020-09-10T07:00,,,,8428.40,6333.27,173.09,562.70,54002.8192,178.5425,54002.8192,194.0000,46,0,0,1.000,1.000,REFUSED_ALL_FULL,8427.10,1.30,1,B_optimized_placement,1.5710,46,25-54,MALE,0,unimpaired,0,0,0,0
Site 15,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-167838,,no,4740,2020-09-10T07:00,,,,5264.71,3150.54,173.09,562.70,54002.8192,257.8225,54002.8192,194.0000,41,0,0,1.000,1.000,REFUSED_ALL_FULL,5244.37,20.34,1,B_optimized_placement,0.8528,41,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 16,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-102216,,no,4740,2020-09-10T07:00,,,,13084.05,10911.38,173.09,562.70,54002.8192,331.5142,54002.8192,194.0000,25,0,0,1.000,1.000,REFUSED_ALL_FULL,13005.20,78.85,1,B_optimized_placement,1.1635,25,25-54,MALE,0,unimpaired,0,0,0,0
Site 17,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-140352,,no,4740,2020-09-10T07:00,,,,16670.53,14569.41,173.09,562.70,54002.8192,333.4833,54002.8192,194.0000,60,0,0,1.000,1.000,REFUSED_ALL_FULL,16663.23,7.30,1,B_optimized_placement,1.3968,60,55-69,MALE,0,unimpaired,0,0,0,1
Site 18,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-119345,,no,4740,2020-09-10T07:00,,,,7784.97,5668.77,173.09,562.70,54002.8192,241.4750,54002.8192,194.0000,76,0,1,1.000,1.000,REFUSED_ALL_FULL,7762.60,22.38,1,B_optimized_placement,1.1050,76,70+,MALE,0,unimpaired,0,1,1,1
Site 19,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-102239,,no,4740,2020-09-10T07:00,,,,14814.95,12719.87,173.09,562.70,54002.8192,471.4483,54002.8192,194.0000,32,0,0,1.000,1.000,REFUSED_ALL_FULL,14813.69,1.26,1,B_optimized_placement,0.9469,32,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 20,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-109704,,no,4740,2020-09-10T07:00,,,,19980.14,17799.69,173.09,562.70,54002.8192,388.3450,54002.8192,194.0000,45,0,0,1.000,1.000,REFUSED_ALL_FULL,19893.51,86.62,1,B_optimized_placement,1.4356,45,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 21,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-149782,,no,4740,2020-09-10T07:00,,,,6472.32,4344.73,173.09,562.70,54002.8192,191.4350,54002.8192,194.0000,39,0,0,1.000,1.000,REFUSED_ALL_FULL,6438.56,33.76,1,B_optimized_placement,1.2735,39,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 22,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-112831,,no,4740,2020-09-10T07:00,,,,11745.39,9616.51,173.09,562.70,54002.8192,292.7542,54002.8192,194.0000,86,1,0,1.000,1.000,REFUSED_ALL_FULL,11710.33,35.06,1,B_optimized_placement,1.2027,86,70+,MALE,1,ambulant_impaired_no_aid,1,0,1,1
Site 23,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-190369,,no,4740,2020-09-10T07:00,,,,11402.31,9284.50,173.09,562.70,54002.8192,231.3483,54002.8192,194.0000,50,0,0,1.000,1.000,REFUSED_ALL_FULL,11378.32,23.99,1,B_optimized_placement,1.4540,50,25-54,OTHER,0,unimpaired,0,0,0,0
Site 24,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-123842,,no,4740,2020-09-10T07:00,,,,14181.42,12080.20,173.09,562.70,54002.8192,265.7242,54002.8192,194.0000,39,0,0,1.000,1.000,REFUSED_ALL_FULL,14174.02,7.40,1,B_optimized_placement,1.4928,39,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 25,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-212232,,no,4740,2020-09-10T07:00,,,,3407.65,1312.56,173.09,562.70,54002.8192,123.7475,54002.8192,194.0000,40,0,0,1.000,1.000,REFUSED_ALL_FULL,3406.39,1.26,1,B_optimized_placement,1.5674,40,25-54,MALE,0,unimpaired,0,0,0,0
Site 26,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-109489,,no,4740,2020-09-10T07:00,,,,4540.77,2409.69,173.09,562.70,54002.8192,165.5433,54002.8192,194.0000,49,0,0,1.000,1.000,REFUSED_ALL_FULL,4503.51,37.26,1,B_optimized_placement,1.2838,49,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 27,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-140449,,no,4740,2020-09-10T07:00,,,,4739.03,2622.00,173.09,562.70,54002.8192,210.9125,54002.8192,194.0000,45,0,0,1.000,1.000,REFUSED_ALL_FULL,4715.83,23.20,1,B_optimized_placement,1.0103,45,25-54,MALE,0,unimpaired,0,0,0,0
Site 28,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-112930,,no,4740,2020-09-10T07:00,,,,13217.11,11110.08,173.09,562.70,54002.8192,597.1292,54002.8192,194.0000,25,0,0,1.000,1.000,REFUSED_ALL_FULL,13203.90,13.20,1,B_optimized_placement,0.7039,25,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 29,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-178708,,no,4740,2020-09-10T07:00,,,,7683.94,5588.84,173.09,562.70,54002.8192,161.7942,54002.8192,194.0000,41,1,0,1.000,1.000,REFUSED_ALL_FULL,7682.66,1.28,1,B_optimized_placement,1.6547,41,25-54,FEMALE,0,unimpaired,1,0,1,1
Site 30,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-190367,,no,4740,2020-09-10T07:00,,,,11454.86,9318.97,173.09,562.70,54002.8192,233.5667,54002.8192,194.0000,22,0,1,1.000,1.000,REFUSED_ALL_FULL,11412.79,42.06,1,B_optimized_placement,1.4395,22,18-24,FEMALE,0,unimpaired,0,1,1,1
Site 31,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-123704,,no,4740,2020-09-10T07:00,,,,7414.73,5249.83,173.09,562.70,54002.8192,235.9292,54002.8192,194.0000,46,0,1,1.000,1.000,REFUSED_ALL_FULL,7343.65,71.08,1,B_optimized_placement,1.0966,46,25-54,FEMALE,1,ambulant_impaired_no_aid,0,1,1,1
Site 32,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-222052,,no,4740,2020-09-10T07:00,,,,7652.59,5488.62,173.09,562.70,54002.8192,161.7942,54002.8192,194.0000,20,0,1,1.000,1.000,REFUSED_ALL_FULL,7582.45,70.15,1,B_optimized_placement,1.6393,20,18-24,MALE,0,unimpaired,0,1,1,1
Site 33,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-145074,,no,4740,2020-09-10T07:00,,,,16501.18,14406.07,173.09,562.70,54002.8192,415.3767,54002.8192,194.0000,49,0,0,1.000,1.000,REFUSED_ALL_FULL,16499.90,1.28,1,B_optimized_placement,1.1631,49,25-54,MALE,0,unimpaired,0,0,0,0
Site 34,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-112685,,no,4740,2020-09-10T07:00,,,,16532.90,14437.77,173.09,562.70,54002.8192,463.5792,54002.8192,194.0000,67,0,0,1.000,1.000,REFUSED_ALL_FULL,16531.59,1.30,1,B_optimized_placement,1.0567,67,55-69,FEMALE,0,unimpaired,0,0,0,1
Site 35,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-112914,,no,4740,2020-09-10T07:00,,,,11954.26,9825.03,173.09,562.70,54002.8192,239.1125,54002.8192,194.0000,50,0,0,1.000,1.000,REFUSED_ALL_FULL,11918.86,35.41,1,B_optimized_placement,1.4508,50,25-54,MALE,0,unimpaired,0,0,0,0
Site 36,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-109722,,no,4740,2020-09-10T07:00,,,,13059.77,10937.76,173.09,562.70,54002.8192,336.2883,54002.8192,194.0000,45,0,1,1.000,1.000,REFUSED_ALL_FULL,13031.58,28.19,1,B_optimized_placement,1.1617,45,25-54,MALE,0,unimpaired,0,1,1,1
Site 37,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-156473,OPT2,yes,4740,2020-09-10T07:00,5779,2020-09-11T00:19,1039.0,9512.00,7374.88,51.08,299.55,4920.2417,162.7733,4920.2417,23.3333,37,0,0,1.000,1.000,SHELTERED,9468.71,43.29,0,B_optimized_placement,1.7653,37,25-54,MALE,0,unimpaired,0,0,0,0
Site 38,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-145175,,no,4740,2020-09-10T07:00,,,,11395.58,9268.13,173.09,562.70,54002.8192,852.6167,54002.8192,194.0000,33,0,0,1.000,1.000,REFUSED_ALL_FULL,11361.95,33.62,1,B_optimized_placement,0.4618,33,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 39,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-212206,,no,4740,2020-09-10T07:00,,,,19804.05,17608.89,173.09,562.70,54002.8192,462.1850,54002.8192,194.0000,47,0,0,1.000,1.000,REFUSED_ALL_FULL,19702.71,101.34,1,B_optimized_placement,1.2241,47,25-54,MALE,0,unimpaired,0,0,0,0
Site 40,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-130031,,no,4740,2020-09-10T07:00,,,,8572.14,6456.29,173.09,562.70,54002.8192,179.6517,54002.8192,194.0000,47,0,1,1.000,1.000,REFUSED_ALL_FULL,8550.11,22.03,1,B_optimized_placement,1.5733,47,25-54,MALE,0,unimpaired,0,1,1,1
Site 41,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-130002,,no,4740,2020-09-10T07:00,,,,9300.90,7193.69,173.09,562.70,54002.8192,205.8375,54002.8192,194.0000,26,1,0,1.000,1.000,REFUSED_ALL_FULL,9287.51,13.40,1,B_optimized_placement,1.4390,26,25-54,MALE,1,ambulant_impaired_no_aid,1,0,1,1
Site 42,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-123822,,no,4740,2020-09-10T07:00,,,,14705.39,12601.02,173.09,562.70,54002.8192,375.0433,54002.8192,194.0000,37,0,0,1.000,1.000,REFUSED_ALL_FULL,14694.85,10.55,1,B_optimized_placement,1.1550,37,25-54,MALE,0,unimpaired,0,0,0,0
Site 43,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-222259,,no,4740,2020-09-10T07:00,,,,13825.57,11688.59,173.09,562.70,54002.8192,387.8183,54002.8192,194.0000,62,0,0,1.000,1.000,REFUSED_ALL_FULL,13782.42,43.16,1,B_optimized_placement,1.0683,62,55-69,FEMALE,0,unimpaired,0,0,0,1
Site 44,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-112542,,no,4740,2020-09-10T07:00,,,,10100.76,8002.38,173.09,562.70,54002.8192,215.8200,54002.8192,194.0000,47,0,0,1.000,1.000,REFUSED_ALL_FULL,10096.21,4.56,1,B_optimized_placement,1.4478,47,25-54,MALE,0,unimpaired,0,0,0,0
Site 45,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-129942,,no,4740,2020-09-10T07:00,,,,5077.93,2953.74,173.09,562.70,54002.8192,267.3708,54002.8192,194.0000,64,0,0,1.000,1.000,REFUSED_ALL_FULL,5047.56,30.37,1,B_optimized_placement,0.8135,64,55-69,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 46,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-167856,,no,4740,2020-09-10T07:00,,,,6938.85,4821.73,173.09,562.70,54002.8192,183.9917,54002.8192,194.0000,26,0,1,1.000,1.000,REFUSED_ALL_FULL,6915.55,23.29,1,B_optimized_placement,1.3630,26,25-54,MALE,0,unimpaired,0,1,1,1
Site 47,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-109680,,no,4740,2020-09-10T07:00,,,,6254.03,4010.15,173.09,562.70,54002.8192,155.6142,54002.8192,194.0000,30,1,0,1.000,1.000,REFUSED_ALL_FULL,6103.98,150.06,1,B_optimized_placement,1.5382,30,25-54,OTHER,0,unimpaired,1,0,1,1
Site 48,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-140193,,no,4740,2020-09-10T07:00,,,,14903.99,12727.34,173.09,562.70,54002.8192,336.5008,54002.8192,194.0000,54,0,0,1.000,1.000,REFUSED_ALL_FULL,14821.16,82.83,1,B_optimized_placement,1.2787,54,25-54,MALE,0,unimpaired,0,0,0,0
Site 49,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-102075,,no,4740,2020-09-10T07:00,,,,13381.92,11246.15,173.09,562.70,54002.8192,400.5933,54002.8192,194.0000,58,1,1,1.000,1.000,REFUSED_ALL_FULL,13339.97,41.94,1,B_optimized_placement,1.0166,58,55-69,FEMALE,1,ambulant_impaired_no_aid,1,1,1,1
Site 50,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-190594,,no,4740,2020-09-10T07:00,,,,15231.69,13123.80,173.09,562.70,54002.8192,1540.4492,54002.8192,194.0000,36,1,0,1.000,1.000,REFUSED_ALL_FULL,15217.62,14.07,1,B_optimized_placement,0.4305,36,25-54,FEMALE,1,ambulant_impaired_no_aid,1,0,1,1
Site 51,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-167656,,no,4740,2020-09-10T07:00,,,,4517.47,2401.46,173.09,562.70,54002.8192,159.7733,54002.8192,194.0000,31,1,1,1.000,1.000,REFUSED_ALL_FULL,4495.29,22.18,1,B_optimized_placement,1.3227,31,25-54,MALE,0,unimpaired,1,1,1,1
Site 52,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-134629,,no,4740,2020-09-10T07:00,,,,13803.59,11679.71,173.09,562.70,54002.8192,260.8792,54002.8192,194.0000,68,0,0,1.000,1.000,REFUSED_ALL_FULL,13773.53,30.06,1,B_optimized_placement,1.4876,68,55-69,MALE,0,unimpaired,0,0,0,1
Site 53,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-109419,,no,4740,2020-09-10T07:00,,,,3956.66,1861.55,173.09,562.70,54002.8192,152.8025,54002.8192,194.0000,51,0,0,1.000,1.000,REFUSED_ALL_FULL,3955.37,1.29,1,B_optimized_placement,1.3038,51,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 54,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-119269,,no,4740,2020-09-10T07:00,,,,12637.92,10515.73,173.09,562.70,54002.8192,278.4317,54002.8192,194.0000,39,0,0,1.000,1.000,REFUSED_ALL_FULL,12609.55,28.37,1,B_optimized_placement,1.3160,39,25-54,MALE,0,unimpaired,0,0,0,0
Site 55,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-145088,,no,4740,2020-09-10T07:00,,,,8346.20,6102.54,173.09,562.70,54002.8192,177.4333,54002.8192,194.0000,34,0,0,1.000,1.000,REFUSED_ALL_FULL,8196.36,149.84,1,B_optimized_placement,1.5659,34,25-54,MALE,0,unimpaired,0,0,0,0
Site 56,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-178829,,no,4740,2020-09-10T07:00,,,,11683.41,9548.96,173.09,562.70,54002.8192,320.0675,54002.8192,194.0000,45,0,0,1.000,1.000,REFUSED_ALL_FULL,11642.79,40.63,1,B_optimized_placement,1.1055,45,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 57,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-145507,,no,4740,2020-09-10T07:00,,,,16243.60,13920.98,173.09,562.70,54002.8192,420.2167,54002.8192,194.0000,20,0,0,1.000,1.000,REFUSED_ALL_FULL,16014.81,228.79,1,B_optimized_placement,1.1265,20,18-24,FEMALE,0,unimpaired,0,0,0,0
Site 58,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-119277,,no,4740,2020-09-10T07:00,,,,9953.70,7839.66,173.09,562.70,54002.8192,204.3908,54002.8192,194.0000,58,1,0,1.000,1.000,REFUSED_ALL_FULL,9933.49,20.21,1,B_optimized_placement,1.5126,58,55-69,MALE,0,unimpaired,1,0,1,1
Site 59,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-109299,,no,4740,2020-09-10T07:00,,,,3491.81,1366.97,173.09,562.70,54002.8192,142.0533,54002.8192,194.0000,26,0,0,1.000,1.000,REFUSED_ALL_FULL,3460.80,31.02,1,B_optimized_placement,1.3695,26,25-54,MALE,0,unimpaired,0,0,0,0
Site 60,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-112521,,no,4740,2020-09-10T07:00,,,,15093.16,12970.86,173.09,562.70,54002.8192,375.1092,54002.8192,194.0000,49,0,0,1.000,1.000,REFUSED_ALL_FULL,15064.68,28.48,1,B_optimized_placement,1.1753,49,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 61,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,25-102382,,no,4740,2020-09-10T07:00,,,,3497.85,1391.82,173.09,562.70,54002.8192,142.0533,54002.8192,194.0000,35,0,0,1.000,1.000,REFUSED_ALL_FULL,3485.64,12.21,1,B_optimized_placement,1.3555,35,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 62,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-129797,,no,4740,2020-09-10T07:00,,,,5508.32,3413.22,173.09,562.70,54002.8192,154.4133,54002.8192,194.0000,43,0,0,1.000,1.000,REFUSED_ALL_FULL,5507.05,1.27,1,B_optimized_placement,1.4566,43,25-54,MALE,0,unimpaired,0,0,0,0
Site 63,sim-20260725-225228-seed43,ccad7b70fd659026bf1e9f796cd7ec0c8a1582e0,43,0c1d98308440,26-109544,OPT2,yes,4740,2020-09-10T07:00,5780,2020-09-11T00:20,1040.0,8419.17,6300.16,51.12,299.55,4925.0158,156.4558,4925.0158,23.3500,43,0,0,1.000,1.000,SHELTERED,8393.98,25.19,0,B_optimized_placement,1.7409,43,25-54,MALE,0,unimpaired,0,0,0,0
