agent_id,sim_id,commit,random_seed,data_version,starting_encampment,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals,scenario,walking_speed_mps,age_years,age_band,sex,mobility_limited,mobility_category,asthma_flag,copd_flag,any_respiratory,vulnerable_flag,air_volume_breathed_m3,mean_ventilation_m3h,inhaled_dose_ug,health_risk_multiplier,health_risk_score
Site 16,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,26-109302,CJ,yes,4740,2020-09-10T07:00,5852,2020-09-11T01:32,1112.0,21623.14,12973.56,54.00,299.55,5266.3358,597.6375,5266.3358,24.5500,37,0,0,1.000,1.000,SHELTERED,21542.92,80.22,0,A_placement_current,1.5468,37,25-54,FEMALE,0,unimpaired,0,0,0,0,63.4175,0.6502,3816.0787,1.000,3816.0787
Site 17,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-167738,CJ,yes,4740,2020-09-10T07:00,5879,2020-09-11T01:59,1139.0,15939.06,7358.04,55.04,299.55,5393.2583,671.2833,5393.2583,25.0000,31,0,0,1.000,1.000,SHELTERED,15927.40,11.66,0,A_placement_current,1.1979,31,25-54,FEMALE,0,unimpaired,0,0,0,0,63.5068,0.6481,3967.8837,1.000,3967.8837
Site 18,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-112734,OCC,yes,4740,2020-09-10T07:00,4784,2020-09-10T07:44,44.0,3477.17,3406.95,17.53,112.10,1397.9208,43.8167,1397.9208,6.7500,21,0,0,1.000,1.000,SHELTERED,3406.95,70.22,0,A_placement_current,1.3144,21,18-24,FEMALE,0,unimpaired,0,0,0,0,49.3780,0.6193,896.9865,1.000,896.9865
Site 19,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-123807,CJ,yes,4740,2020-09-10T07:00,6007,2020-09-11T04:07,1267.0,17673.76,9082.86,59.71,299.55,5977.5150,1504.8267,5977.5150,27.1333,44,0,0,1.000,1.000,SHELTERED,17652.22,21.53,0,A_placement_current,0.5777,44,25-54,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1,69.6562,0.6957,5166.1591,1.000,5166.1591
Site 20,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-221906,CJ,yes,4740,2020-09-10T07:00,5895,2020-09-11T02:15,1155.0,17816.50,9193.09,55.65,299.55,5467.4850,806.8617,5467.4850,25.2667,47,1,0,1.000,1.000,SHELTERED,17762.45,54.05,0,A_placement_current,1.0571,47,25-54,MALE,0,unimpaired,1,0,1,1,64.6627,0.6581,4150.0961,1.000,4150.0961
Site 21,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-112757,CJ,yes,4740,2020-09-10T07:00,5886,2020-09-11T02:06,1146.0,18163.84,9593.20,55.31,299.55,5425.7325,758.6492,5425.7325,25.1167,64,0,0,1.000,1.000,SHELTERED,18162.56,1.29,0,A_placement_current,1.1317,64,55-69,MALE,0,unimpaired,0,0,0,1,64.3523,0.6560,4075.9325,1.000,4075.9325
Site 22,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,26-129822,OCC,yes,4740,2020-09-10T07:00,4769,2020-09-10T07:29,29.0,2313.50,2274.70,17.40,112.10,1382.9833,28.8792,1382.9833,6.5000,46,0,1,1.000,1.000,SHELTERED,2274.70,38.80,0,A_placement_current,1.2864,46,25-54,FEMALE,0,unimpaired,0,1,1,1,48.9730,0.6161,872.7878,1.000,872.7878
Site 23,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-221916,CJ,yes,4740,2020-09-10T07:00,5857,2020-09-11T01:37,1117.0,17434.60,8837.53,54.19,299.55,5289.8400,565.6467,5289.8400,24.6333,36,1,0,1.000,1.000,SHELTERED,17406.89,27.71,0,A_placement_current,1.4673,36,25-54,MALE,0,unimpaired,1,0,1,1,62.8792,0.6441,3798.1055,1.000,3798.1055
Site 24,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-212331,,no,4740,2020-09-10T07:00,,,,0.00,,173.09,562.70,54002.8192,0.0000,54002.8192,194.0000,49,1,0,1.000,1.000,UNREACHABLE,0.00,0.00,0,A_placement_current,1.6864,49,25-54,OTHER,0,unimpaired,1,0,1,1,190.3200,0.6100,32941.7197,1.000,32941.7197
Site 25,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-221911,OCC,yes,4740,2020-09-10T07:00,4799,2020-09-10T07:59,59.0,3164.14,3136.56,17.66,112.10,1412.8583,58.7542,1412.8583,7.0000,63,0,1,1.000,1.000,SHELTERED,3136.56,27.58,0,A_placement_current,0.8916,63,55-69,FEMALE,1,ambulant_impaired_no_aid,0,1,1,1,49.7830,0.6224,921.1853,1.000,921.1853
Site 26,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-156445,OCC,yes,4740,2020-09-10T07:00,4767,2020-09-10T07:27,27.0,2210.83,2199.85,17.38,112.10,1380.9917,26.8875,1380.9917,6.4667,45,0,1,1.000,1.000,SHELTERED,2199.85,10.98,0,A_placement_current,1.3336,45,25-54,FEMALE,0,unimpaired,0,1,1,1,48.9190,0.6157,869.5613,1.000,869.5613
Site 27,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-112666,OCC,yes,4740,2020-09-10T07:00,4764,2020-09-10T07:24,24.0,2071.67,2041.30,17.36,112.10,1378.0042,23.9000,1378.0042,6.4167,44,0,0,1.000,1.000,SHELTERED,2041.30,30.37,0,A_placement_current,1.4360,44,25-54,FEMALE,0,unimpaired,0,0,0,0,48.8380,0.6151,864.7215,1.000,864.7215
Site 28,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-112538,OCC,yes,4740,2020-09-10T07:00,4750,2020-09-10T07:10,10.0,901.14,872.32,17.23,112.10,1364.0625,9.9583,1364.0625,6.1833,57,0,0,1.000,1.000,SHELTERED,872.32,28.82,0,A_placement_current,1.4690,57,55-69,MALE,0,unimpaired,0,0,0,1,48.4600,0.6121,842.1360,1.000,842.1360
Site 29,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,26-119671,CJ,yes,4740,2020-09-10T07:00,5887,2020-09-11T02:07,1147.0,16434.48,7787.23,55.35,299.55,5430.3717,723.9250,5430.3717,25.1333,49,0,0,1.000,1.000,SHELTERED,16356.59,77.89,0,A_placement_current,1.1205,49,25-54,MALE,0,unimpaired,0,0,0,0,63.9585,0.6519,4043.6910,1.000,4043.6910
Site 30,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-156604,CJ,yes,4740,2020-09-10T07:00,5857,2020-09-11T01:37,1117.0,18107.15,9535.92,54.19,299.55,5289.8400,574.5200,5289.8400,24.6333,43,0,0,1.000,1.000,SHELTERED,18105.29,1.87,0,A_placement_current,1.4678,43,25-54,FEMALE,0,unimpaired,0,0,0,0,63.0138,0.6455,3807.0676,1.000,3807.0676
Site 31,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-212115,OCC,yes,4740,2020-09-10T07:00,4754,2020-09-10T07:14,14.0,1108.68,1103.61,17.27,112.10,1368.0458,13.9417,1368.0458,6.2500,52,0,0,1.000,1.000,SHELTERED,1103.61,5.07,0,A_placement_current,1.3182,52,25-54,MALE,0,unimpaired,0,0,0,0,48.5680,0.6130,848.5890,1.000,848.5890
Site 32,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-102540,OCC,yes,4740,2020-09-10T07:00,4791,2020-09-10T07:51,51.0,3633.28,3596.66,17.59,112.10,1404.8917,50.7875,1404.8917,6.8667,22,0,0,1.000,1.000,SHELTERED,3596.66,36.62,0,A_placement_current,1.1657,22,18-24,FEMALE,0,unimpaired,0,0,0,0,49.5670,0.6208,908.2793,1.000,908.2793
Site 33,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-145224,CJ,yes,4740,2020-09-10T07:00,5855,2020-09-11T01:35,1115.0,19468.87,10799.35,54.11,299.55,5280.4383,581.0550,5280.4383,24.6000,25,0,0,1.000,1.000,SHELTERED,19368.71,100.16,0,A_placement_current,1.4946,25,25-54,MALE,0,unimpaired,0,0,0,0,63.1787,0.6474,3807.9329,1.000,3807.9329
Site 34,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-156610,CJ,yes,4740,2020-09-10T07:00,5860,2020-09-11T01:40,1120.0,20125.60,11533.20,54.31,299.55,5303.9425,627.1692,5303.9425,24.6833,40,1,0,1.000,1.000,SHELTERED,20102.56,23.03,0,A_placement_current,1.4189,40,25-54,FEMALE,0,unimpaired,1,0,1,1,63.5493,0.6507,3868.8458,1.000,3868.8458
Site 35,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-201644,OCC,yes,4740,2020-09-10T07:00,4809,2020-09-10T08:09,69.0,4884.97,4856.36,17.77,112.10,1423.9500,69.8458,1423.9500,7.1667,29,0,0,1.000,1.000,SHELTERED,4856.36,28.61,0,A_placement_current,1.1727,29,25-54,MALE,0,unimpaired,0,0,0,0,50.0530,0.6245,939.1538,1.000,939.1538
Site 36,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-145015,OCC,yes,4740,2020-09-10T07:00,4795,2020-09-10T07:55,55.0,3477.31,3435.36,17.63,112.10,1408.8750,54.7708,1408.8750,6.9333,18,0,0,1.000,1.000,SHELTERED,3435.36,41.96,0,A_placement_current,1.0446,18,18-24,MALE,0,unimpaired,0,0,0,0,49.6750,0.6216,914.7323,1.000,914.7323
Site 37,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-123905,OCC,yes,4740,2020-09-10T07:00,4784,2020-09-10T07:44,44.0,3056.67,3043.33,17.53,112.10,1397.9208,43.8167,1397.9208,6.7500,39,0,1,1.000,1.000,SHELTERED,3043.33,13.34,0,A_placement_current,1.1329,39,25-54,MALE,0,unimpaired,0,1,1,1,49.3780,0.6193,896.9865,1.000,896.9865
Site 38,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,26-149709,OCC,yes,4740,2020-09-10T07:00,4816,2020-09-10T08:16,76.0,7530.16,7464.81,17.84,112.10,1431.7142,77.6100,1431.7142,7.2833,38,0,0,1.000,1.000,SHELTERED,7464.81,65.36,0,A_placement_current,1.6345,38,25-54,OTHER,0,unimpaired,0,0,0,0,50.2420,0.6259,951.7317,1.000,951.7317
Site 39,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,26-150087,OCC,yes,4740,2020-09-10T07:00,4769,2020-09-10T07:29,29.0,2599.37,2598.05,17.40,112.10,1382.9833,28.8792,1382.9833,6.5000,22,0,0,1.000,1.000,SHELTERED,2598.05,1.32,0,A_placement_current,1.4869,22,18-24,MALE,0,unimpaired,0,0,0,0,48.9730,0.6161,872.7878,1.000,872.7878
Site 40,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-102045,CJ,yes,4740,2020-09-10T07:00,5874,2020-09-11T01:54,1134.0,20425.21,11833.88,54.85,299.55,5369.7542,730.1258,5369.7542,24.9167,59,0,1,1.000,1.000,SHELTERED,20403.24,13.11,0,A_placement_current,1.2458,59,55-69,MALE,0,unimpaired,0,1,1,1,64.3145,0.6569,4012.9771,1.000,4012.9771
Site 41,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-178808,OCC,yes,4740,2020-09-10T07:00,4812,2020-09-10T08:12,72.0,5116.43,5057.94,17.80,112.10,1427.2775,73.1733,1427.2775,7.2167,69,1,0,1.000,1.000,SHELTERED,5057.94,58.49,0,A_placement_current,1.1808,69,55-69,FEMALE,0,unimpaired,1,0,1,1,50.1340,0.6251,944.5443,1.000,944.5443
Site 42,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-145308,OCC,yes,4740,2020-09-10T07:00,4779,2020-09-10T07:39,39.0,2967.35,2963.02,17.49,112.10,1392.9417,38.8375,1392.9417,6.6667,62,1,0,1.000,1.000,SHELTERED,2963.02,4.33,0,A_placement_current,1.2383,62,55-69,FEMALE,1,ambulant_impaired_no_aid,1,0,1,1,49.2430,0.6182,888.9203,1.000,888.9203
Site 43,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-190729,OCC,yes,4740,2020-09-10T07:00,4773,2020-09-10T07:33,33.0,3265.44,3230.45,17.44,112.10,1386.9667,32.8625,1386.9667,6.5667,35,0,0,1.000,1.000,SHELTERED,3230.45,34.99,0,A_placement_current,1.6321,35,25-54,MALE,0,unimpaired,0,0,0,0,49.0810,0.6170,879.2408,1.000,879.2408
Site 44,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,26-149705,CJ,yes,4740,2020-09-10T07:00,5977,2020-09-11T03:37,1237.0,16548.89,7956.45,58.66,299.55,5843.4950,1274.8867,5843.4950,26.6333,20,0,0,1.000,1.000,SHELTERED,16525.81,23.08,0,A_placement_current,0.6581,20,18-24,MALE,1,ambulant_impaired_no_aid,0,0,0,1,67.8362,0.6810,4852.1675,1.000,4852.1675
Site 45,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,26-149980,CJ,yes,4740,2020-09-10T07:00,5847,2020-09-11T01:27,1107.0,17738.98,9168.33,53.80,299.55,5242.8317,510.8742,5242.8317,24.4667,67,0,0,1.000,1.000,SHELTERED,17737.69,1.30,0,A_placement_current,1.6342,67,55-69,MALE,0,unimpaired,0,0,0,1,62.4913,0.6413,3714.1102,1.000,3714.1102
Site 46,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-190456,CJ,yes,4740,2020-09-10T07:00,5903,2020-09-11T02:23,1163.0,16222.43,7651.80,55.95,299.55,5504.5983,816.5200,5504.5983,25.4000,20,0,1,1.000,1.000,SHELTERED,16221.16,1.28,0,A_placement_current,0.9926,20,18-24,MALE,0,unimpaired,0,1,1,1,64.5925,0.6565,4182.4902,1.000,4182.4902
Site 47,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-212243,OCC,yes,4740,2020-09-10T07:00,4763,2020-09-10T07:23,23.0,1782.05,1768.38,17.35,112.10,1377.0083,22.9042,1377.0083,6.4000,39,0,0,1.000,1.000,SHELTERED,1768.38,13.67,0,A_placement_current,1.2870,39,25-54,MALE,0,unimpaired,0,0,0,0,48.8110,0.6149,863.1083,1.000,863.1083
Site 48,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-102026,CJ,yes,4740,2020-09-10T07:00,5863,2020-09-11T01:43,1123.0,18677.15,10059.35,54.42,299.55,5318.0450,620.2767,5318.0450,24.7333,35,0,0,1.000,1.000,SHELTERED,18628.71,48.45,0,A_placement_current,1.3805,35,25-54,MALE,0,unimpaired,0,0,0,0,63.4115,0.6489,3870.4869,1.000,3870.4869
Site 49,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-134257,CJ,yes,4740,2020-09-10T07:00,5865,2020-09-11T01:45,1125.0,18418.88,9848.27,54.50,299.55,5327.4467,628.0633,5327.4467,24.7667,46,0,0,1.000,1.000,SHELTERED,18417.63,1.25,0,A_placement_current,1.3539,46,25-54,MALE,0,unimpaired,0,0,0,0,63.4487,0.6491,3884.0864,1.000,3884.0864
Site 50,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-167812,OCC,yes,4740,2020-09-10T07:00,4791,2020-09-10T07:51,51.0,3869.18,3856.48,17.59,112.10,1404.8917,50.7875,1404.8917,6.8667,50,0,1,1.000,1.000,SHELTERED,3856.48,12.70,0,A_placement_current,1.2448,50,25-54,MALE,0,unimpaired,0,1,1,1,49.5670,0.6208,908.2793,1.000,908.2793
Site 51,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,26-119730,CJ,yes,4740,2020-09-10T07:00,5911,2020-09-11T02:31,1171.0,21846.55,13275.87,56.25,299.55,5541.7117,1026.3433,5541.7117,25.5333,54,0,0,1.000,1.000,SHELTERED,21845.23,1.32,0,A_placement_current,0.9410,54,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1,66.6097,0.6761,4417.0509,1.000,4417.0509
Site 52,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-201619,CJ,yes,4740,2020-09-10T07:00,5864,2020-09-11T01:44,1124.0,19488.68,10918.01,54.46,299.55,5322.7458,641.1275,5322.7458,24.7500,30,0,1,1.000,1.000,SHELTERED,19487.37,1.31,0,A_placement_current,1.3688,30,25-54,MALE,1,ambulant_impaired_no_aid,0,1,1,1,63.6068,0.6508,3894.4137,1.000,3894.4137
Site 53,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-212205,OCC,yes,4740,2020-09-10T07:00,4783,2020-09-10T07:43,43.0,3611.27,3556.17,17.52,112.10,1396.9250,42.8208,1396.9250,6.7333,36,0,0,1.000,1.000,SHELTERED,3556.17,55.10,0,A_placement_current,1.3967,36,25-54,FEMALE,0,unimpaired,0,0,0,0,49.3510,0.6191,895.3733,1.000,895.3733
Site 54,sim-20260726-005323-seed42,b69fc6dd10bda0810b63b69b4bb59585812306c6,42,9308e3f21ffc,25-123958,OCC,yes,4740,2020-09-10T07:00,4747,2020-09-10T07:07,7.0,703.22,672.74,17.20,112.10,1361.0750,6.9708,1361.0750,6.1333,45,0,0,1.000,1.000,SHELTERED,672.74,30.47,0,A_placement_current,1.5002,45,25-54,FEMALE,0,unimpaired,0,0,0,0,48.3790,0.6115,837.2963,1.000,837.2963
